model,wnid,margin_clean,pred_entropy_clean,n_confusable
resnet101,n01440764,0.7824275999999999,0.1601150776932988,4
resnet101,n01443537,0.7507472000000002,0.20418572170187643,4
resnet101,n01484850,0.6900149999999999,0.37173073601915463,5
resnet101,n01491361,0.6677892,0.4449469700629159,5
resnet101,n01494475,0.7220859999999999,0.3431391655755603,3
resnet101,n01496331,0.6536076,0.43063252053364737,7
resnet101,n01498041,0.6669754,0.4692740607281579,5
resnet101,n01514668,0.5611124000000001,0.629153275975257,6
resnet101,n01514859,0.6684334,0.43545016908521583,3
resnet101,n01518878,0.8224094,0.046853591115381565,1
resnet101,n01530575,0.7488404,0.22569022250142518,4
resnet101,n01531178,0.8142016,0.08296714674628486,1
resnet101,n01532829,0.7966255999999998,0.16406023709280593,2
resnet101,n01534433,0.8380851999999999,0.04341961556150614,1
resnet101,n01537544,0.7776874,0.1483185645340293,3
resnet101,n01558993,0.7915760000000001,0.14150648672758112,3
resnet101,n01560419,0.7529329999999999,0.18697073480258808,6
resnet101,n01580077,0.8018446,0.11144281572514592,3
resnet101,n01582220,0.7519858,0.16602671451217257,3
resnet101,n01592084,0.8119354,0.07332008187051653,1
resnet101,n01601694,0.7527322000000001,0.20365033405688585,5
resnet101,n01608432,0.6753544000000001,0.4539439686736304,4
resnet101,n01614925,0.7900990000000001,0.10465153451999706,2
resnet101,n01616318,0.765583,0.16255474565779515,1
resnet101,n01622779,0.8008139999999999,0.10203020837405342,2
resnet101,n01629819,0.7317808000000002,0.3131228420830433,3
resnet101,n01630670,0.6287902,0.5828953379150946,6
resnet101,n01631663,0.685544,0.4249211629153553,3
resnet101,n01632458,0.7352782000000001,0.3227146592501844,3
resnet101,n01632777,0.7370028,0.25424638845143777,3
resnet101,n01641577,0.6759212000000001,0.41191378339325463,6
resnet101,n01644373,0.6597407999999999,0.463611798471009,2
resnet101,n01644900,0.4705688,0.908217408832892,9
resnet101,n01664065,0.6201488,0.5917471583552887,6
resnet101,n01665541,0.6574037999999999,0.534715038980815,7
resnet101,n01667114,0.48842399999999997,0.9017079631490964,7
resnet101,n01667778,0.5455920000000001,0.7488327882755357,3
resnet101,n01669191,0.6669264000000001,0.5080950586104757,4
resnet101,n01675722,0.6938870000000001,0.37804055618853893,5
resnet101,n01677366,0.6394224000000001,0.40003182566728496,4
resnet101,n01682714,0.2511285999999999,0.9986638542038229,3
resnet101,n01685808,0.7450404,0.29214746285153653,4
resnet101,n01687978,0.7434537999999999,0.30300740611833066,6
resnet101,n01688243,0.7166572000000001,0.27024423674300235,4
resnet101,n01689811,0.6219766,0.5166364798941595,8
resnet101,n01692333,0.7203686,0.299767286891707,4
resnet101,n01693334,0.4495822,0.8224373750681002,9
resnet101,n01694178,0.721644,0.317716188122321,5
resnet101,n01695060,0.7756016000000001,0.11584657395569148,2
resnet101,n01697457,0.6188882,0.5436305779927904,7
resnet101,n01698640,0.6861234000000002,0.45574101461066746,2
resnet101,n01704323,0.7656476000000001,0.15871329768783682,3
resnet101,n01728572,0.6567966000000002,0.5273404027658993,8
resnet101,n01728920,0.7125365999999999,0.33147232448430536,5
resnet101,n01729322,0.6796662000000001,0.45554152738176495,9
resnet101,n01729977,0.6121002000000001,0.6005595373662432,4
resnet101,n01734418,0.6781578,0.47728207313607124,3
resnet101,n01735189,0.725719,0.3885958204137258,2
resnet101,n01737021,0.5726072,0.7593261339416231,5
resnet101,n01739381,0.5258586000000001,0.8169832698573047,11
resnet101,n01740131,0.46950359999999997,1.0173227832519083,15
resnet101,n01742172,0.6562317999999999,0.5095685085533813,6
resnet101,n01744401,0.5187206,0.8922587414648779,8
resnet101,n01748264,0.6468596,0.5138607599501044,6
resnet101,n01749939,0.5048178,0.8379413297578979,8
resnet101,n01751748,0.6655166,0.4257978841626267,10
resnet101,n01753488,0.27414220000000006,1.14625452383658,6
resnet101,n01755581,0.5727118000000001,0.7658774038252497,7
resnet101,n01756291,0.1490602,1.1830102796483928,9
resnet101,n01768244,0.8224136,0.037385855947884725,2
resnet101,n01770081,0.7503222,0.21328183895341268,2
resnet101,n01770393,0.7936481999999999,0.08539144509815076,3
resnet101,n01773157,0.3773596000000001,1.0321436357436746,3
resnet101,n01773549,0.5259343999999999,0.8333201686669051,7
resnet101,n01773797,0.5080136,0.8619415625505886,5
resnet101,n01774384,0.7265230000000001,0.35051758914887343,5
resnet101,n01774750,0.7753868,0.17756609191080103,2
resnet101,n01775062,0.4494777999999999,0.9120692501841456,8
resnet101,n01776313,0.6741561999999999,0.41457231370609926,8
resnet101,n01784675,0.6839748000000001,0.37303224624460624,7
resnet101,n01795545,0.7971895999999999,0.15851530216976584,4
resnet101,n01796340,0.7242473999999999,0.28526060860571156,3
resnet101,n01797886,0.6328796,0.6028675903059082,2
resnet101,n01798484,0.7335942,0.23969734743127458,3
resnet101,n01806143,0.7683562,0.14990102342690712,3
resnet101,n01806567,0.734383,0.3331389073969752,4
resnet101,n01807496,0.35264039999999996,0.950604638099672,4
resnet101,n01817953,0.8430764000000001,0.04802497715640317,2
resnet101,n01818515,0.7916964,0.1214732167796739,1
resnet101,n01819313,0.8157190000000001,0.08856057441222082,2
resnet101,n01820546,0.8357407999999998,0.05337187828171255,1
resnet101,n01824575,0.7689044000000002,0.17598716988563887,3
resnet101,n01828970,0.8170740000000001,0.049549254201481846,2
resnet101,n01829413,0.7478852,0.18755027702008742,1
resnet101,n01833805,0.7423224,0.23981957541265117,2
resnet101,n01843065,0.7533411999999999,0.20268059205919292,4
resnet101,n01843383,0.7611214,0.15615677529673008,3
resnet101,n01847000,0.7129373999999999,0.2732730381708474,2
resnet101,n01855032,0.7877006,0.15901374511749292,4
resnet101,n01855672,0.6619508,0.48279883484136066,8
resnet101,n01860187,0.8008293999999999,0.11215429897129976,2
resnet101,n01871265,0.4685932,0.8530861988562564,4
resnet101,n01872401,0.8163084,0.08459214523183244,1
resnet101,n01873310,0.7044417999999999,0.37001435310938424,6
resnet101,n01877812,0.6866758000000002,0.31861781741524425,7
resnet101,n01882714,0.75267,0.21641478967566602,3
resnet101,n01883070,0.7459583999999999,0.21809955433526326,5
resnet101,n01910747,0.7289682,0.23401567812438157,4
resnet101,n01914609,0.5309346,0.675947833547406,9
resnet101,n01917289,0.7584518,0.2444962409494616,3
resnet101,n01924916,0.7158655999999999,0.23537331214159452,4
resnet101,n01930112,0.7742092,0.19240890829338655,5
resnet101,n01943899,0.6060172,0.609467867097063,5
resnet101,n01944390,0.7081779999999999,0.33161969581364703,4
resnet101,n01945685,0.6618714000000001,0.4738022014414127,10
resnet101,n01950731,0.7003136000000001,0.32298501009464686,4
resnet101,n01955084,0.7550226000000001,0.2143302237180534,3
resnet101,n01968897,0.7583846,0.24744071087059896,6
resnet101,n01978287,0.5683846,0.7566390962428271,7
resnet101,n01978455,0.6347052,0.6059629369540281,5
resnet101,n01980166,0.6483092,0.48026886646450967,4
resnet101,n01981276,0.669325,0.4590214454465327,7
resnet101,n01983481,0.6858861999999998,0.40769481415821984,6
resnet101,n01984695,0.6500396,0.4856453309002808,5
resnet101,n01985128,0.57816,0.7310320876445735,8
resnet101,n01986214,0.7752606,0.20690374727920743,1
resnet101,n01990800,0.664521,0.46199752686183954,9
resnet101,n02002556,0.753096,0.23682054017116586,5
resnet101,n02002724,0.6779316,0.47643259700991114,6
resnet101,n02006656,0.810618,0.05900927252684795,1
resnet101,n02007558,0.8074502000000002,0.08080374540293608,2
resnet101,n02009229,0.7379264000000001,0.29260139487119596,2
resnet101,n02009912,0.6514504000000001,0.5520072947597523,3
resnet101,n02011460,0.7596032000000001,0.17778877196582832,4
resnet101,n02012849,0.6263839999999999,0.44800583198293564,4
resnet101,n02013706,0.7946528,0.10688537114247991,1
resnet101,n02017213,0.793721,0.08737343348040646,2
resnet101,n02018207,0.7270005999999999,0.2593259993987489,3
resnet101,n02018795,0.7743490000000002,0.15271562253918414,3
resnet101,n02025239,0.7951294,0.08477683096040618,1
resnet101,n02027492,0.7191712,0.3140094762551179,3
resnet101,n02028035,0.7564449999999999,0.18812657036107766,4
resnet101,n02033041,0.739718,0.27700187282060157,2
resnet101,n02037110,0.7730843999999999,0.18145874272974763,3
resnet101,n02051845,0.7987678000000001,0.10188406103748854,3
resnet101,n02056570,0.7862490000000001,0.09983676544609044,2
resnet101,n02058221,0.717806,0.2156954607855468,3
resnet101,n02066245,0.7465071999999999,0.2237817936530171,4
resnet101,n02071294,0.7458973999999999,0.23086053362054443,1
resnet101,n02074367,0.7415989999999999,0.23328274582089203,6
resnet101,n02077923,0.665424,0.3787856357003876,6
resnet101,n02085620,0.5086774000000001,0.8703122403775483,13
resnet101,n02085782,0.7014161999999999,0.4396292756824602,5
resnet101,n02085936,0.5944794,0.6714483316062224,6
resnet101,n02086079,0.7555716,0.24739582690598705,5
resnet101,n02086240,0.5674104000000001,0.6878765401475369,7
resnet101,n02086646,0.7463282,0.28410838326478877,3
resnet101,n02086910,0.7671928,0.21883963432804612,3
resnet101,n02087046,0.5188742000000001,0.8535053452484602,9
resnet101,n02087394,0.5786648000000001,0.6579574610346526,3
resnet101,n02088094,0.7463539999999999,0.2623445196829535,4
resnet101,n02088238,0.6553610000000001,0.5357432411315031,7
resnet101,n02088364,0.632775,0.5746114924129399,4
resnet101,n02088466,0.5392526,0.8102321406085747,14
resnet101,n02088632,0.6644708,0.410396030035566,5
resnet101,n02089078,0.5982128,0.8011132381953446,9
resnet101,n02089867,0.5662672000000001,0.8278172574002549,4
resnet101,n02089973,0.4225172,1.0656424297065643,12
resnet101,n02090379,0.5531760000000001,0.7457999546562277,7
resnet101,n02090622,0.7253956000000001,0.3093654875525619,1
resnet101,n02090721,0.6286188,0.5297365300536362,9
resnet101,n02091032,0.6757837999999999,0.4324410493279222,5
resnet101,n02091134,0.6686526,0.4687207417769534,4
resnet101,n02091244,0.5792784000000001,0.638622714935224,9
resnet101,n02091467,0.7566106,0.2478943037183468,4
resnet101,n02091635,0.6073331999999999,0.6340644978205714,10
resnet101,n02091831,0.586701,0.6352345673818544,6
resnet101,n02092002,0.6327944,0.5170328231076734,4
resnet101,n02092339,0.7474711999999998,0.27601100292073544,4
resnet101,n02093256,0.5708872,0.6842303185129603,6
resnet101,n02093428,0.5409065999999999,0.8590359378533178,6
resnet101,n02093647,0.7736196000000001,0.21652524621212246,3
resnet101,n02093754,0.7306876000000001,0.30264843877789405,3
resnet101,n02093859,0.6684896,0.5065412264117435,5
resnet101,n02093991,0.5795824,0.668820818079326,5
resnet101,n02094114,0.5986114,0.6497356471788399,9
resnet101,n02094258,0.6262778,0.5764451624542952,3
resnet101,n02094433,0.4846808,0.9521413074365447,12
resnet101,n02095314,0.6610884,0.530483168326193,4
resnet101,n02095570,0.612252,0.6514262588413551,8
resnet101,n02095889,0.663168,0.5759020273325616,6
resnet101,n02096051,0.6788056,0.40615616565859136,6
resnet101,n02096177,0.6482536,0.5232224775373426,5
resnet101,n02096294,0.5034128,0.8934500838791236,9
resnet101,n02096437,0.701087,0.38626537781780174,6
resnet101,n02096585,0.6597152000000002,0.5069529983779251,4
resnet101,n02097047,0.5249724,0.7848978562290746,7
resnet101,n02097130,0.5589227999999999,0.7921052508616573,5
resnet101,n02097209,0.7106736000000001,0.47104781421679864,2
resnet101,n02097298,0.6518118000000002,0.49153970708383987,6
resnet101,n02097474,0.5582198,0.7711633105560586,7
resnet101,n02097658,0.5416626,0.7736949628570282,5
resnet101,n02098105,0.4525561999999999,0.9133091352183346,7
resnet101,n02098286,0.6391087999999999,0.5585710971518487,4
resnet101,n02098413,0.6005313999999999,0.6799351962060706,7
resnet101,n02099267,0.6289038,0.5805985844007782,9
resnet101,n02099429,0.645766,0.5345096966572511,5
resnet101,n02099601,0.6461427999999999,0.5772221890559721,5
resnet101,n02099712,0.6041183999999999,0.5995940603448965,6
resnet101,n02099849,0.6861722,0.4201136276001081,4
resnet101,n02100236,0.6191551999999999,0.5143174545916501,6
resnet101,n02100583,0.5762152,0.6959784662073134,5
resnet101,n02100735,0.5883728,0.5871214334490267,4
resnet101,n02100877,0.6771844000000001,0.4060289570625128,9
resnet101,n02101006,0.676662,0.4334137423251682,6
resnet101,n02101388,0.6841931999999998,0.4549482905868617,3
resnet101,n02101556,0.7774892,0.22196609732894326,3
resnet101,n02102040,0.6988385999999999,0.4546494588868285,4
resnet101,n02102177,0.7145743999999999,0.3625223602299844,4
resnet101,n02102318,0.6253706,0.5776723431031221,9
resnet101,n02102480,0.6937996,0.43355031759592694,10
resnet101,n02102973,0.654388,0.5027218932316032,6
resnet101,n02104029,0.546133,0.7486488497637563,6
resnet101,n02104365,0.6846324000000001,0.33354679096478507,4
resnet101,n02105056,0.6182058,0.5576926463962465,8
resnet101,n02105162,0.7209668,0.2882926449586662,4
resnet101,n02105251,0.5304487999999999,0.7278827612740878,15
resnet101,n02105412,0.60775,0.7072653550543849,11
resnet101,n02105505,0.7158794,0.32315170264449405,4
resnet101,n02105641,0.7469554,0.24908987899609855,2
resnet101,n02105855,0.5276468000000001,0.7067998099158375,4
resnet101,n02106030,0.5320122,0.6646607599801648,6
resnet101,n02106166,0.2758948,1.2494189069077914,4
resnet101,n02106382,0.6692542000000001,0.5001644027583878,5
resnet101,n02106550,0.7004873999999998,0.37525650491426227,2
resnet101,n02106662,0.6543078,0.4953128888578117,7
resnet101,n02107142,0.6783016000000001,0.4426581584077741,3
resnet101,n02107312,0.6193916,0.6363066565061058,5
resnet101,n02107574,0.550974,0.8394095638075139,7
resnet101,n02107683,0.6211074000000001,0.6466985602488569,2
resnet101,n02107908,0.3832188,1.0815513715156075,4
resnet101,n02108000,0.5770862,0.6751200830819648,3
resnet101,n02108089,0.5922097999999999,0.6419763542352267,9
resnet101,n02108422,0.6693680000000001,0.46318319877050335,4
resnet101,n02108551,0.6956678,0.37173027987317925,5
resnet101,n02108915,0.7011991999999999,0.30303539685509817,4
resnet101,n02109047,0.5747258,0.7099215607451448,10
resnet101,n02109525,0.7302572,0.2798776368081206,3
resnet101,n02109961,0.33308819999999995,1.1376637431806378,10
resnet101,n02110063,0.5849552,0.6741991469726384,6
resnet101,n02110185,0.32331499999999996,1.1009085947784014,4
resnet101,n02110341,0.7863622000000001,0.12936182550739442,3
resnet101,n02110627,0.6692112,0.46265158934069334,8
resnet101,n02110806,0.7067815999999999,0.3154461297363484,3
resnet101,n02110958,0.7223187999999999,0.2962495194360267,2
resnet101,n02111129,0.7626222,0.06295575078340264,1
resnet101,n02111277,0.6715974,0.4973795642428871,6
resnet101,n02111500,0.626127,0.5902058517783759,6
resnet101,n02111889,0.8000838,0.17251356475769686,2
resnet101,n02112018,0.7645748,0.26838016792359953,2
resnet101,n02112137,0.7446898000000001,0.22885953456541885,4
resnet101,n02112350,0.7664776000000001,0.15284169350569762,3
resnet101,n02112706,0.7385303999999999,0.26132311323155144,1
resnet101,n02113023,0.6014012,0.5739803774813036,4
resnet101,n02113186,0.574811,0.6286067127716187,5
resnet101,n02113624,0.3397428,1.1323835158751872,7
resnet101,n02113712,0.41292460000000003,0.9545859417118908,6
resnet101,n02113799,0.6604514,0.49287267365780396,3
resnet101,n02113978,0.754158,0.22882274006964146,2
resnet101,n02114367,0.4054205999999999,1.2219978024798697,9
resnet101,n02114548,0.6212240000000001,0.5912905945291113,3
resnet101,n02114712,0.5516293999999999,0.7958280410336741,7
resnet101,n02114855,0.53405,0.8858545945396424,7
resnet101,n02115641,0.6764351999999999,0.4664130803358732,9
resnet101,n02115913,0.7321050000000001,0.1595801338808303,4
resnet101,n02116738,0.8007102,0.12123817629156544,1
resnet101,n02117135,0.7658976,0.2728521375501773,3
resnet101,n02119022,0.531545,0.8206587466193247,6
resnet101,n02119789,0.5530474000000001,0.6542722054464326,5
resnet101,n02120079,0.7455111999999999,0.24557007354738633,2
resnet101,n02120505,0.6306004000000001,0.6222970288528642,6
resnet101,n02123045,0.3903906,1.1774804592290413,8
resnet101,n02123159,0.4040812000000001,1.059888464130377,7
resnet101,n02123394,0.7010559999999999,0.30436830899707523,4
resnet101,n02123597,0.7450374000000001,0.23207985360225403,3
resnet101,n02124075,0.44935899999999995,1.0733943998085578,9
resnet101,n02125311,0.8174106000000001,0.08198079511302801,4
resnet101,n02127052,0.6900766,0.3677425102738973,8
resnet101,n02128385,0.6033392,0.51822074820058,3
resnet101,n02128757,0.6209836,0.6086105689998873,4
resnet101,n02128925,0.654281,0.45887697897815694,6
resnet101,n02129165,0.7755113999999999,0.1101483753946297,1
resnet101,n02129604,0.5741122,0.6629528232309034,4
resnet101,n02130308,0.745595,0.26481916846336984,3
resnet101,n02132136,0.747244,0.21679433437011159,3
resnet101,n02133161,0.6796851999999999,0.4504414598953603,3
resnet101,n02134084,0.6919088000000001,0.26602890028825843,3
resnet101,n02134418,0.7238586000000001,0.30609531867919015,7
resnet101,n02137549,0.6995064000000001,0.3738585975545711,9
resnet101,n02138441,0.6159009999999999,0.5965504180446262,4
resnet101,n02165105,0.760762,0.26094985408922694,3
resnet101,n02165456,0.6367555999999999,0.4851849503756135,4
resnet101,n02167151,0.6335414,0.523802668824893,7
resnet101,n02168699,0.6538531999999999,0.5053692475789118,5
resnet101,n02169497,0.613611,0.5998589011983735,5
resnet101,n02172182,0.7222854,0.33281076553242045,5
resnet101,n02174001,0.7712266,0.19490321478215805,3
resnet101,n02177972,0.7284796,0.3131594875594081,4
resnet101,n02190166,0.7138369999999999,0.3177328157696932,6
resnet101,n02206856,0.620698,0.5635858383279725,7
resnet101,n02219486,0.6787234000000001,0.3967207457944422,8
resnet101,n02226429,0.48758160000000006,0.727254857389639,4
resnet101,n02229544,0.5385329999999999,0.6890481704546402,5
resnet101,n02231487,0.6981957999999999,0.37857209012654947,5
resnet101,n02233338,0.6477844,0.4786121610923958,10
resnet101,n02236044,0.6660336000000002,0.43764388682895555,5
resnet101,n02256656,0.7622736,0.17606418540286167,3
resnet101,n02259212,0.7339696000000001,0.20911338378203165,5
resnet101,n02264363,0.7279796000000001,0.2671508710030004,7
resnet101,n02268443,0.6934394,0.3818674819639927,3
resnet101,n02268853,0.6410314000000001,0.46354054223870483,2
resnet101,n02276258,0.7944163999999999,0.07521372189736052,1
resnet101,n02277742,0.7698672000000001,0.15145020342456345,3
resnet101,n02279972,0.7940888000000002,0.13551043266477447,3
resnet101,n02280649,0.7900092000000001,0.1427410475877877,3
resnet101,n02281406,0.7699602,0.1444838666788244,2
resnet101,n02281787,0.7524964,0.17397064567359993,2
resnet101,n02317335,0.7420680000000001,0.24745219403158294,7
resnet101,n02319095,0.6809764,0.37113491889323974,4
resnet101,n02321529,0.6555966,0.43747476744589003,12
resnet101,n02325366,0.6308908,0.4893157239821821,5
resnet101,n02326432,0.6879128,0.3804787940729606,2
resnet101,n02328150,0.7700834000000002,0.17678914528238415,1
resnet101,n02342885,0.7834266000000001,0.12385845158120717,1
resnet101,n02346627,0.7585053999999998,0.1845632903068104,4
resnet101,n02356798,0.6958722000000002,0.3658378999963435,5
resnet101,n02361337,0.6790092000000001,0.3208841882103693,3
resnet101,n02363005,0.7442282,0.23859485760413976,5
resnet101,n02364673,0.6896638000000002,0.3236117053626224,6
resnet101,n02389026,0.7458185999999999,0.22912796933390095,2
resnet101,n02391049,0.786479,0.11799538524658985,3
resnet101,n02395406,0.5765534,0.6204596687632483,8
resnet101,n02396427,0.45832780000000006,0.8403210207092638,3
resnet101,n02397096,0.7415566,0.29647918633277426,3
resnet101,n02398521,0.7769112,0.12295999959317283,1
resnet101,n02403003,0.570647,0.685040660292302,5
resnet101,n02408429,0.697766,0.36458954778730573,5
resnet101,n02410509,0.7392846,0.2484509276669095,5
resnet101,n02412080,0.4282152,0.7352672752210916,4
resnet101,n02415577,0.2748834,0.9328429383040298,2
resnet101,n02417914,0.7627646,0.16660626939136677,2
resnet101,n02422106,0.7679670000000001,0.19792145423476612,5
resnet101,n02422699,0.5942653999999999,0.6343887139442707,4
resnet101,n02423022,0.6172826,0.5650854671469652,4
resnet101,n02437312,0.7643212000000001,0.17720074307273376,1
resnet101,n02437616,0.7187868000000001,0.2641091712053725,4
resnet101,n02441942,0.5717622,0.8135868805865882,8
resnet101,n02442845,0.6350161999999999,0.6460914063376074,8
resnet101,n02443114,0.3997933999999999,1.1156473534940368,8
resnet101,n02443484,0.3412794000000001,1.2450662879698415,5
resnet101,n02444819,0.5988856,0.7105713431159392,4
resnet101,n02445715,0.7047980000000001,0.3170984994549044,4
resnet101,n02447366,0.7100216,0.3214343127557688,3
resnet101,n02454379,0.7551932000000002,0.2185886855570243,5
resnet101,n02457408,0.8237028,0.05379202631925507,1
resnet101,n02480495,0.7005885999999998,0.38728063844195965,5
resnet101,n02480855,0.6691808,0.45090914824886363,7
resnet101,n02481823,0.6924052,0.40903060280516845,5
resnet101,n02483362,0.6379902,0.5375203510534774,8
resnet101,n02483708,0.5919386,0.7203338998598134,6
resnet101,n02484975,0.708276,0.3597042932015174,4
resnet101,n02486261,0.6876368,0.38457746543872184,11
resnet101,n02486410,0.6948794,0.3824959272435404,3
resnet101,n02487347,0.6073151999999999,0.7154278648037001,7
resnet101,n02488291,0.521779,0.8864308561664103,7
resnet101,n02488702,0.6850892000000001,0.4179187268170193,5
resnet101,n02489166,0.8154988,0.051831120989652826,1
resnet101,n02490219,0.5398468000000001,0.7242586464531823,4
resnet101,n02492035,0.6806504000000001,0.5737715847790109,5
resnet101,n02492660,0.6606612,0.4886384858938244,4
resnet101,n02493509,0.5934788,0.6856108946422171,6
resnet101,n02493793,0.587178,0.7480046183139136,11
resnet101,n02494079,0.4813678,0.9738989285080243,5
resnet101,n02497673,0.5160402,0.6728787122237392,6
resnet101,n02500267,0.7338433999999999,0.23774788471482705,3
resnet101,n02504013,0.43216479999999996,0.906028332424808,5
resnet101,n02504458,0.36148600000000003,1.0134934609295707,4
resnet101,n02509815,0.8043376000000001,0.06439889309663975,3
resnet101,n02510455,0.8011962,0.11585304308794997,2
resnet101,n02514041,0.7125102,0.3841427140584628,5
resnet101,n02526121,0.6220304,0.5758445009829865,10
resnet101,n02536864,0.7120551999999999,0.33906026812927464,5
resnet101,n02606052,0.7969081999999998,0.12174187404530279,2
resnet101,n02607072,0.7009536,0.37819479620466523,3
resnet101,n02640242,0.7353555999999999,0.2943082148544618,3
resnet101,n02641379,0.6109762,0.5538272306303808,6
resnet101,n02643566,0.7805087999999999,0.12462337834367464,3
resnet101,n02655020,0.7519376,0.2171756720958251,4
resnet101,n02666196,0.7270622000000002,0.30339838295022925,7
resnet101,n02667093,0.5731272,0.7239640997305624,6
resnet101,n02669723,0.46962259999999995,0.9037026381608864,8
resnet101,n02672831,0.7334985999999999,0.3233990593900533,6
resnet101,n02676566,0.4859948,0.9594859106646959,7
resnet101,n02687172,0.6724300000000001,0.454134002001195,5
resnet101,n02690373,0.6707019999999999,0.5074744574203206,4
resnet101,n02692877,0.7011529999999999,0.3664632448760945,7
resnet101,n02699494,0.5098718,0.9174794786361979,6
resnet101,n02701002,0.7549647999999999,0.27700381251028827,3
resnet101,n02704792,0.6636277999999999,0.4876726530961686,7
resnet101,n02708093,0.4945872,0.8414569842069234,5
resnet101,n02727426,0.7027538000000001,0.3412749095944612,3
resnet101,n02730930,0.5831858,0.6711587809620988,9
resnet101,n02747177,0.4606732,0.966438963095184,15
resnet101,n02749479,0.2937984,1.2186708121575904,9
resnet101,n02769748,0.44740859999999993,1.0813050646225937,14
resnet101,n02776631,0.4143392,1.157320390358835,23
resnet101,n02777292,0.6152768,0.6381722080075811,2
resnet101,n02782093,0.7542444000000001,0.2131611158981551,5
resnet101,n02783161,0.57664,0.7380116324354971,9
resnet101,n02786058,0.6218438,0.5302776066891218,9
resnet101,n02787622,0.7633757999999999,0.2216879945058558,3
resnet101,n02788148,0.6057132000000001,0.593766355472249,9
resnet101,n02790996,0.6035642,0.538739628129449,6
resnet101,n02791124,0.451526,0.7742420398283163,5
resnet101,n02791270,0.4370546,1.0233417987087396,13
resnet101,n02793495,0.7748046000000001,0.20249163512230017,3
resnet101,n02794156,0.7532654,0.26850971087266534,3
resnet101,n02795169,0.5318214,0.7318071615352205,9
resnet101,n02797295,0.6433842,0.49185250493133287,7
resnet101,n02799071,0.6950707999999999,0.4030555958681032,3
resnet101,n02802426,0.7525402,0.24464645196866358,4
resnet101,n02804414,0.6159426,0.6611280225921486,9
resnet101,n02804610,0.6735182000000001,0.4376067279833453,4
resnet101,n02807133,0.5549002000000001,0.7666811568852826,6
resnet101,n02808304,0.5666102000000001,0.7088260087038859,13
resnet101,n02808440,0.2622354,1.263434844497238,12
resnet101,n02814533,0.5366333999999999,0.8851447122774637,9
resnet101,n02814860,0.5840654000000001,0.631276192880036,9
resnet101,n02815834,0.5797026,0.723898971557844,16
resnet101,n02817516,0.7422548,0.27754691018588235,3
resnet101,n02823428,0.6091594,0.6597405102378486,9
resnet101,n02823750,0.5995240000000001,0.6645919418820752,8
resnet101,n02825657,0.6039403999999999,0.6658375257964992,7
resnet101,n02834397,0.5721822,0.7138643539898082,13
resnet101,n02835271,0.6882014,0.4094035376744135,3
resnet101,n02837789,0.3660076,1.3244397339673737,13
resnet101,n02840245,0.4631045999999999,0.9795461781350475,13
resnet101,n02841315,0.539211,0.7713419479516722,13
resnet101,n02843684,0.6656637999999999,0.4184822693190208,8
resnet101,n02859443,0.6463682,0.5653519443711496,4
resnet101,n02860847,0.7396758,0.2747868045877649,3
resnet101,n02865351,0.710903,0.27246337878661325,5
resnet101,n02869837,0.6024922,0.6780250348598422,9
resnet101,n02870880,0.54356,0.8636864057151192,10
resnet101,n02871525,0.47891779999999995,0.9869705385181416,10
resnet101,n02877765,0.5884218000000001,0.57531347529441,11
resnet101,n02879718,0.6464316000000001,0.5133644119315164,6
resnet101,n02883205,0.582708,0.6376855456907042,8
resnet101,n02892201,0.7769459999999999,0.20554536493542533,4
resnet101,n02892767,0.5400224,0.8324347384180085,11
resnet101,n02894605,0.5561208000000001,0.8202569335369359,11
resnet101,n02895154,0.29637100000000005,1.1688414762613097,9
resnet101,n02906734,0.6036162,0.5687281509281005,10
resnet101,n02909870,0.4689044,0.9383072888257533,16
resnet101,n02910353,0.5251402000000001,0.7963711561640732,20
resnet101,n02916936,0.49486959999999997,0.9490217910139436,15
resnet101,n02917067,0.7547927999999999,0.22287212685478955,2
resnet101,n02927161,0.6759575999999998,0.5093877719288781,9
resnet101,n02930766,0.5948492000000001,0.6722253568553698,9
resnet101,n02939185,0.48982640000000005,0.9840166794641477,11
resnet101,n02948072,0.5597004,0.7464757326389558,13
resnet101,n02950826,0.6913204,0.3854328923744083,4
resnet101,n02951358,0.7929802000000001,0.2195100939496821,2
resnet101,n02951585,0.6495824,0.6217264649239226,10
resnet101,n02963159,0.6136012000000001,0.6616886966638187,10
resnet101,n02965783,0.7493662000000001,0.27741932656782187,5
resnet101,n02966193,0.7618589999999998,0.16940906659746893,3
resnet101,n02966687,0.5205839999999999,0.8800912502805002,13
resnet101,n02971356,0.5308990000000001,0.8694674766941525,17
resnet101,n02974003,0.4777796000000001,0.9662670492892709,11
resnet101,n02977058,0.6200942,0.5979592435043402,11
resnet101,n02978881,0.46844539999999996,0.9984392023275181,6
resnet101,n02979186,0.21118659999999997,1.4796996941635931,6
resnet101,n02980441,0.6501792000000001,0.5581579270590956,6
resnet101,n02981792,0.5827998,0.6245395668949792,6
resnet101,n02988304,0.2774894,1.5603682285666676,11
resnet101,n02992211,0.6642966,0.46848153233736867,4
resnet101,n02992529,0.567047,0.7279654621210807,10
resnet101,n02999410,0.5157104,0.8580590738247023,12
resnet101,n03000134,0.5240124,0.8440624414359761,14
resnet101,n03000247,0.6636074,0.45616319676299144,9
resnet101,n03000684,0.7216958,0.30065559303450856,2
resnet101,n03014705,0.5519962,0.7363381769252615,9
