wnid,mean_drift,spillover_rate,n_par,model
n01440764,0.28522127866744995,0.025,40,vit_b_16
n01443537,0.4575042724609375,0.25,40,vit_b_16
n01484850,0.35686156153678894,0.325,40,vit_b_16
n01491361,0.31530624628067017,0.075,40,vit_b_16
n01494475,0.3753311038017273,0.1,40,vit_b_16
n01496331,0.29437583684921265,0.175,40,vit_b_16
n01498041,0.42149657011032104,0.375,40,vit_b_16
n01514668,0.2802788019180298,0.175,40,vit_b_16
n01514859,0.3088228702545166,0.15,40,vit_b_16
n01518878,0.2732476592063904,0.025,40,vit_b_16
n01530575,0.3045998811721802,0.1,40,vit_b_16
n01531178,0.24354200065135956,0.0,40,vit_b_16
n01532829,0.3055700659751892,0.075,40,vit_b_16
n01534433,0.291630357503891,0.1,40,vit_b_16
n01537544,0.20953452587127686,0.0,40,vit_b_16
n01558993,0.2217138111591339,0.1,40,vit_b_16
n01560419,0.2618717551231384,0.025,40,vit_b_16
n01580077,0.2519315779209137,0.0,40,vit_b_16
n01582220,0.35638749599456787,0.25,40,vit_b_16
n01592084,0.30578526854515076,0.025,40,vit_b_16
n01601694,0.3472737669944763,0.3,40,vit_b_16
n01608432,0.3410422205924988,0.225,40,vit_b_16
n01614925,0.2868085205554962,0.075,40,vit_b_16
n01616318,0.37542077898979187,0.25,40,vit_b_16
n01622779,0.30188363790512085,0.075,40,vit_b_16
n01629819,0.2319113314151764,0.0,40,vit_b_16
n01630670,0.3529742360115051,0.15,40,vit_b_16
n01631663,0.2635442614555359,0.0,40,vit_b_16
n01632458,0.4000701308250427,0.2,40,vit_b_16
n01632777,0.3555305600166321,0.125,40,vit_b_16
n01641577,0.31901079416275024,0.125,40,vit_b_16
n01644373,0.3189975619316101,0.225,40,vit_b_16
n01644900,0.4404560923576355,0.4,40,vit_b_16
n01664065,0.4476546347141266,0.2,40,vit_b_16
n01665541,0.3946131765842438,0.35,40,vit_b_16
n01667114,0.3959274888038635,0.4,40,vit_b_16
n01667778,0.4526180326938629,0.25,40,vit_b_16
n01669191,0.3402136266231537,0.15,40,vit_b_16
n01675722,0.38181018829345703,0.2,40,vit_b_16
n01677366,0.3117455840110779,0.15,40,vit_b_16
n01682714,0.35666602849960327,0.2,40,vit_b_16
n01685808,0.24905066192150116,0.025,40,vit_b_16
n01687978,0.34785938262939453,0.225,40,vit_b_16
n01688243,0.4026908874511719,0.125,40,vit_b_16
n01689811,0.44439417123794556,0.325,40,vit_b_16
n01692333,0.42385807633399963,0.25,40,vit_b_16
n01693334,0.4004768431186676,0.225,40,vit_b_16
n01694178,0.3571208417415619,0.025,40,vit_b_16
n01695060,0.4003876745700836,0.225,40,vit_b_16
n01697457,0.42614346742630005,0.425,40,vit_b_16
n01698640,0.5097020864486694,0.45,40,vit_b_16
n01704323,0.40403494238853455,0.125,40,vit_b_16
n01728572,0.3498843014240265,0.25,40,vit_b_16
n01728920,0.35556426644325256,0.175,40,vit_b_16
n01729322,0.4617643356323242,0.425,40,vit_b_16
n01729977,0.35212403535842896,0.3,40,vit_b_16
n01734418,0.34075790643692017,0.15,40,vit_b_16
n01735189,0.3167218565940857,0.125,40,vit_b_16
n01737021,0.48031145334243774,0.375,40,vit_b_16
n01739381,0.29594385623931885,0.125,40,vit_b_16
n01740131,0.40495699644088745,0.375,40,vit_b_16
n01742172,0.3474782407283783,0.5,40,vit_b_16
n01744401,0.4832966923713684,0.15,40,vit_b_16
n01748264,0.32396477460861206,0.125,40,vit_b_16
n01749939,0.36647605895996094,0.225,40,vit_b_16
n01751748,0.33632364869117737,0.125,40,vit_b_16
n01753488,0.3978251814842224,0.2,40,vit_b_16
n01755581,0.4886865019798279,0.45,40,vit_b_16
n01756291,0.3172426223754883,0.375,40,vit_b_16
n01768244,0.4646054208278656,0.225,40,vit_b_16
n01770081,0.45240315794944763,0.4,40,vit_b_16
n01770393,0.32154932618141174,0.125,40,vit_b_16
n01773157,0.2620905339717865,0.025,40,vit_b_16
n01773549,0.408595472574234,0.25,40,vit_b_16
n01773797,0.3302152156829834,0.425,40,vit_b_16
n01774384,0.31552571058273315,0.15,40,vit_b_16
n01774750,0.34374696016311646,0.15,40,vit_b_16
n01775062,0.32068008184432983,0.075,40,vit_b_16
n01776313,0.23269864916801453,0.075,40,vit_b_16
n01784675,0.36837419867515564,0.175,40,vit_b_16
n01795545,0.2976030111312866,0.075,40,vit_b_16
n01796340,0.40788212418556213,0.25,40,vit_b_16
n01797886,0.32172101736068726,0.075,40,vit_b_16
n01798484,0.3746759295463562,0.125,40,vit_b_16
n01806143,0.3288770616054535,0.075,40,vit_b_16
n01806567,0.26697713136672974,0.1,40,vit_b_16
n01807496,0.33239609003067017,0.15,40,vit_b_16
n01817953,0.3671899735927582,0.1,40,vit_b_16
n01818515,0.20844021439552307,0.0,40,vit_b_16
n01819313,0.34686964750289917,0.125,40,vit_b_16
n01820546,0.2358028143644333,0.075,40,vit_b_16
n01824575,0.2983732521533966,0.2,40,vit_b_16
n01828970,0.29287585616111755,0.125,40,vit_b_16
n01829413,0.3097268044948578,0.125,40,vit_b_16
n01833805,0.2786105275154114,0.175,40,vit_b_16
n01843065,0.22835972905158997,0.0,40,vit_b_16
n01843383,0.2339223176240921,0.1,40,vit_b_16
n01847000,0.3367650508880615,0.1,40,vit_b_16
n01855032,0.18766917288303375,0.0,40,vit_b_16
n01855672,0.3041589856147766,0.2,40,vit_b_16
n01860187,0.28851568698883057,0.05,40,vit_b_16
n01871265,0.30819809436798096,0.175,40,vit_b_16
n01872401,0.3274900019168854,0.075,40,vit_b_16
n01873310,0.48672938346862793,0.25,40,vit_b_16
n01877812,0.4035199284553528,0.325,40,vit_b_16
n01882714,0.3879351317882538,0.175,40,vit_b_16
n01883070,0.4883790612220764,0.4,40,vit_b_16
n01910747,0.3383556306362152,0.2,40,vit_b_16
n01914609,0.37202197313308716,0.15,40,vit_b_16
n01917289,0.2773743271827698,0.075,40,vit_b_16
n01924916,0.25319385528564453,0.025,40,vit_b_16
n01930112,0.2322603166103363,0.1,40,vit_b_16
n01943899,0.509729266166687,0.375,40,vit_b_16
n01944390,0.3820432424545288,0.15,40,vit_b_16
n01945685,0.44018474221229553,0.35,40,vit_b_16
n01950731,0.39771518111228943,0.525,40,vit_b_16
n01955084,0.3960716724395752,0.175,40,vit_b_16
n01968897,0.3727492690086365,0.075,40,vit_b_16
n01978287,0.3497164845466614,0.1,40,vit_b_16
n01978455,0.4343319833278656,0.15,40,vit_b_16
n01980166,0.3553733825683594,0.15,40,vit_b_16
n01981276,0.33988839387893677,0.2,40,vit_b_16
n01983481,0.3195153772830963,0.075,40,vit_b_16
n01984695,0.4131016731262207,0.25,40,vit_b_16
n01985128,0.48780304193496704,0.625,40,vit_b_16
n01986214,0.4284264147281647,0.275,40,vit_b_16
n01990800,0.37901169061660767,0.1,40,vit_b_16
n02002556,0.24750423431396484,0.025,40,vit_b_16
n02002724,0.37350937724113464,0.175,40,vit_b_16
n02006656,0.25576353073120117,0.15,40,vit_b_16
n02007558,0.3377712368965149,0.125,40,vit_b_16
n02009229,0.35162442922592163,0.175,40,vit_b_16
n02009912,0.28750672936439514,0.025,40,vit_b_16
n02011460,0.27071985602378845,0.05,40,vit_b_16
n02012849,0.33176541328430176,0.225,40,vit_b_16
n02013706,0.24676454067230225,0.025,40,vit_b_16
n02017213,0.22337529063224792,0.0,40,vit_b_16
n02018207,0.3198063373565674,0.225,40,vit_b_16
n02018795,0.3156849443912506,0.175,40,vit_b_16
n02025239,0.2653135657310486,0.0,40,vit_b_16
n02027492,0.3415851294994354,0.1,40,vit_b_16
n02028035,0.310131311416626,0.125,40,vit_b_16
n02033041,0.27050966024398804,0.05,40,vit_b_16
n02037110,0.2751588821411133,0.2,40,vit_b_16
n02051845,0.27801674604415894,0.175,40,vit_b_16
n02056570,0.33975517749786377,0.15,40,vit_b_16
n02058221,0.2506013512611389,0.0,40,vit_b_16
n02066245,0.3392096161842346,0.1,40,vit_b_16
n02071294,0.29600343108177185,0.075,40,vit_b_16
n02074367,0.41557103395462036,0.2,40,vit_b_16
