model,method,severity,feature_delta,metric,rho,n
vit_b_16,ig,5,abs_delta_colorfulness,xai_iou,-0.6641193718810818,45
vit_b_16,ig,1,abs_delta_brightness,prob_drop,-0.122266139657444,45
vit_b_16,ig,1,abs_delta_contrast,prob_drop,0.07391304347826086,45
vit_b_16,ig,1,abs_delta_hf_energy,prob_drop,0.03478260869565217,45
vit_b_16,ig,1,abs_delta_edge_strength,prob_drop,-0.13188405797101446,45
vit_b_16,ig,1,abs_delta_entropy,prob_drop,-0.19828722002635044,45
vit_b_16,ig,1,abs_delta_saturation,prob_drop,-0.012911725955204217,45
vit_b_16,ig,1,abs_delta_colorfulness,prob_drop,-0.32345191040843213,45
vit_b_16,ig,2,abs_delta_brightness,prob_drop,0.010013175230566534,45
vit_b_16,ig,2,abs_delta_contrast,prob_drop,0.09249011857707509,45
vit_b_16,ig,2,abs_delta_hf_energy,prob_drop,-0.05955204216073781,45
vit_b_16,ig,2,abs_delta_edge_strength,prob_drop,-0.0035573122529644263,45
vit_b_16,ig,2,abs_delta_entropy,prob_drop,0.046245059288537546,45
vit_b_16,ig,2,abs_delta_saturation,prob_drop,0.13583662714097497,45
vit_b_16,ig,2,abs_delta_colorfulness,prob_drop,-0.2758893280632411,45
vit_b_16,ig,3,abs_delta_brightness,prob_drop,-0.0461133069828722,45
vit_b_16,ig,3,abs_delta_contrast,prob_drop,0.10131752305665347,45
vit_b_16,ig,3,abs_delta_hf_energy,prob_drop,-0.09472990777338601,45
vit_b_16,ig,3,abs_delta_edge_strength,prob_drop,-0.05375494071146245,45
vit_b_16,ig,3,abs_delta_entropy,prob_drop,0.04268774703557312,45
vit_b_16,ig,3,abs_delta_saturation,prob_drop,0.17444005270092228,45
vit_b_16,ig,3,abs_delta_colorfulness,prob_drop,-0.1932806324110672,45
vit_b_16,ig,4,abs_delta_brightness,prob_drop,-0.03188405797101449,45
vit_b_16,ig,4,abs_delta_contrast,prob_drop,0.028722002635046113,45
vit_b_16,ig,4,abs_delta_hf_energy,prob_drop,-0.02898550724637681,45
vit_b_16,ig,4,abs_delta_edge_strength,prob_drop,-0.11989459815546773,45
vit_b_16,ig,4,abs_delta_entropy,prob_drop,-0.001976284584980237,45
vit_b_16,ig,4,abs_delta_saturation,prob_drop,0.17852437417654807,45
vit_b_16,ig,4,abs_delta_colorfulness,prob_drop,-0.15046113306982872,45
vit_b_16,ig,5,abs_delta_brightness,prob_drop,-0.08801054018445321,45
vit_b_16,ig,5,abs_delta_contrast,prob_drop,-0.03214756258234519,45
vit_b_16,ig,5,abs_delta_hf_energy,prob_drop,-0.08603425559947299,45
vit_b_16,ig,5,abs_delta_edge_strength,prob_drop,-0.09314888010540184,45
vit_b_16,ig,5,abs_delta_entropy,prob_drop,0.07009222661396575,45
vit_b_16,ig,5,abs_delta_saturation,prob_drop,0.05665349143610013,45
vit_b_16,ig,5,abs_delta_colorfulness,prob_drop,-0.21054018445322792,45
vit_b_16,ig,1,abs_delta_brightness,centroid_shift,0.49868247694334644,45
vit_b_16,ig,1,abs_delta_contrast,centroid_shift,0.32226613965744394,45
vit_b_16,ig,1,abs_delta_hf_energy,centroid_shift,0.3184453227931488,45
vit_b_16,ig,1,abs_delta_edge_strength,centroid_shift,0.21581027667984187,45
vit_b_16,ig,1,abs_delta_entropy,centroid_shift,0.22437417654808955,45
vit_b_16,ig,1,abs_delta_saturation,centroid_shift,0.6324110671936758,45
vit_b_16,ig,1,abs_delta_colorfulness,centroid_shift,0.4212121212121211,45
vit_b_16,ig,2,abs_delta_brightness,centroid_shift,0.5277997364953886,45
vit_b_16,ig,2,abs_delta_contrast,centroid_shift,0.19670619235836623,45
vit_b_16,ig,2,abs_delta_hf_energy,centroid_shift,0.13873517786561262,45
vit_b_16,ig,2,abs_delta_edge_strength,centroid_shift,0.22885375494071145,45
vit_b_16,ig,2,abs_delta_entropy,centroid_shift,0.4996047430830039,45
vit_b_16,ig,2,abs_delta_saturation,centroid_shift,0.541897233201581,45
vit_b_16,ig,2,abs_delta_colorfulness,centroid_shift,0.4772068511198946,45
vit_b_16,ig,3,abs_delta_brightness,centroid_shift,0.44743083003952566,45
vit_b_16,ig,3,abs_delta_contrast,centroid_shift,0.09472990777338601,45
vit_b_16,ig,3,abs_delta_hf_energy,centroid_shift,0.1686429512516469,45
vit_b_16,ig,3,abs_delta_edge_strength,centroid_shift,0.08208168642951251,45
vit_b_16,ig,3,abs_delta_entropy,centroid_shift,0.24808959156785243,45
vit_b_16,ig,3,abs_delta_saturation,centroid_shift,0.3312252964426877,45
vit_b_16,ig,3,abs_delta_colorfulness,centroid_shift,0.40711462450592883,45
vit_b_16,ig,4,abs_delta_brightness,centroid_shift,0.45902503293807634,45
vit_b_16,ig,4,abs_delta_contrast,centroid_shift,0.10079051383399208,45
vit_b_16,ig,4,abs_delta_hf_energy,centroid_shift,0.07891963109354413,45
vit_b_16,ig,4,abs_delta_edge_strength,centroid_shift,-0.09446640316205535,45
vit_b_16,ig,4,abs_delta_entropy,centroid_shift,0.21080368906455862,45
vit_b_16,ig,4,abs_delta_saturation,centroid_shift,0.2581027667984189,45
vit_b_16,ig,4,abs_delta_colorfulness,centroid_shift,0.3960474308300394,45
vit_b_16,ig,5,abs_delta_brightness,centroid_shift,0.36271409749670613,45
vit_b_16,ig,5,abs_delta_contrast,centroid_shift,0.07220026350461133,45
vit_b_16,ig,5,abs_delta_hf_energy,centroid_shift,0.04492753623188405,45
vit_b_16,ig,5,abs_delta_edge_strength,centroid_shift,-0.051383399209486154,45
vit_b_16,ig,5,abs_delta_entropy,centroid_shift,0.2005270092226614,45
vit_b_16,ig,5,abs_delta_saturation,centroid_shift,0.2455862977602108,45
vit_b_16,ig,5,abs_delta_colorfulness,centroid_shift,0.2903820816864295,45
vit_b_16,rollout,1,abs_delta_brightness,xai_iou,-0.6631311970394772,45
vit_b_16,rollout,1,abs_delta_contrast,xai_iou,-0.5866464642992794,45
vit_b_16,rollout,1,abs_delta_hf_energy,xai_iou,-0.5500181168371345,45
vit_b_16,rollout,1,abs_delta_edge_strength,xai_iou,-0.4652985937502313,45
vit_b_16,rollout,1,abs_delta_entropy,xai_iou,-0.3831483252515001,45
vit_b_16,rollout,1,abs_delta_saturation,xai_iou,-0.631575480430903,45
vit_b_16,rollout,1,abs_delta_colorfulness,xai_iou,-0.5752495144594393,45
vit_b_16,rollout,2,abs_delta_brightness,xai_iou,-0.7368906455862977,45
vit_b_16,rollout,2,abs_delta_contrast,xai_iou,-0.44729907773386024,45
vit_b_16,rollout,2,abs_delta_hf_energy,xai_iou,-0.3802371541501976,45
vit_b_16,rollout,2,abs_delta_edge_strength,xai_iou,-0.4808959156785243,45
vit_b_16,rollout,2,abs_delta_entropy,xai_iou,-0.7300395256916995,45
vit_b_16,rollout,2,abs_delta_saturation,xai_iou,-0.547167325428195,45
vit_b_16,rollout,2,abs_delta_colorfulness,xai_iou,-0.6690382081686428,45
vit_b_16,rollout,3,abs_delta_brightness,xai_iou,-0.7874835309617918,45
vit_b_16,rollout,3,abs_delta_contrast,xai_iou,-0.32964426877470354,45
vit_b_16,rollout,3,abs_delta_hf_energy,xai_iou,-0.43860342555994725,45
vit_b_16,rollout,3,abs_delta_edge_strength,xai_iou,-0.4135704874835309,45
vit_b_16,rollout,3,abs_delta_entropy,xai_iou,-0.591699604743083,45
vit_b_16,rollout,3,abs_delta_saturation,xai_iou,-0.5752305665349143,45
vit_b_16,rollout,3,abs_delta_colorfulness,xai_iou,-0.7209486166007905,45
vit_b_16,rollout,4,abs_delta_brightness,xai_iou,-0.7438735177865612,45
vit_b_16,rollout,4,abs_delta_contrast,xai_iou,-0.33873517786561264,45
vit_b_16,rollout,4,abs_delta_hf_energy,xai_iou,-0.5913043478260869,45
vit_b_16,rollout,4,abs_delta_edge_strength,xai_iou,-0.4457180500658761,45
vit_b_16,rollout,4,abs_delta_entropy,xai_iou,-0.5324110671936758,45
vit_b_16,rollout,4,abs_delta_saturation,xai_iou,-0.6376811594202898,45
vit_b_16,rollout,4,abs_delta_colorfulness,xai_iou,-0.8304347826086955,45
vit_b_16,rollout,5,abs_delta_brightness,xai_iou,-0.6823451910408431,45
vit_b_16,rollout,5,abs_delta_contrast,xai_iou,-0.27957839262187084,45
vit_b_16,rollout,5,abs_delta_hf_energy,xai_iou,-0.6031620553359682,45
vit_b_16,rollout,5,abs_delta_edge_strength,xai_iou,-0.4665349143610013,45
vit_b_16,rollout,5,abs_delta_entropy,xai_iou,-0.514361001317523,45
vit_b_16,rollout,5,abs_delta_saturation,xai_iou,-0.6417654808959156,45
vit_b_16,rollout,5,abs_delta_colorfulness,xai_iou,-0.8471673254281951,45
vit_b_16,rollout,1,abs_delta_brightness,prob_drop,-0.122266139657444,45
vit_b_16,rollout,1,abs_delta_contrast,prob_drop,0.07391304347826086,45
vit_b_16,rollout,1,abs_delta_hf_energy,prob_drop,0.03478260869565217,45
vit_b_16,rollout,1,abs_delta_edge_strength,prob_drop,-0.13188405797101446,45
vit_b_16,rollout,1,abs_delta_entropy,prob_drop,-0.19828722002635044,45
vit_b_16,rollout,1,abs_delta_saturation,prob_drop,-0.012911725955204217,45
vit_b_16,rollout,1,abs_delta_colorfulness,prob_drop,-0.32345191040843213,45
vit_b_16,rollout,2,abs_delta_brightness,prob_drop,0.010013175230566534,45
vit_b_16,rollout,2,abs_delta_contrast,prob_drop,0.09249011857707509,45
vit_b_16,rollout,2,abs_delta_hf_energy,prob_drop,-0.05955204216073781,45
vit_b_16,rollout,2,abs_delta_edge_strength,prob_drop,-0.0035573122529644263,45
vit_b_16,rollout,2,abs_delta_entropy,prob_drop,0.046245059288537546,45
vit_b_16,rollout,2,abs_delta_saturation,prob_drop,0.13583662714097497,45
vit_b_16,rollout,2,abs_delta_colorfulness,prob_drop,-0.2758893280632411,45
vit_b_16,rollout,3,abs_delta_brightness,prob_drop,-0.0461133069828722,45
vit_b_16,rollout,3,abs_delta_contrast,prob_drop,0.10131752305665347,45
vit_b_16,rollout,3,abs_delta_hf_energy,prob_drop,-0.09472990777338601,45
vit_b_16,rollout,3,abs_delta_edge_strength,prob_drop,-0.05375494071146245,45
vit_b_16,rollout,3,abs_delta_entropy,prob_drop,0.04268774703557312,45
vit_b_16,rollout,3,abs_delta_saturation,prob_drop,0.17444005270092228,45
vit_b_16,rollout,3,abs_delta_colorfulness,prob_drop,-0.1932806324110672,45
vit_b_16,rollout,4,abs_delta_brightness,prob_drop,-0.03188405797101449,45
vit_b_16,rollout,4,abs_delta_contrast,prob_drop,0.028722002635046113,45
vit_b_16,rollout,4,abs_delta_hf_energy,prob_drop,-0.02898550724637681,45
vit_b_16,rollout,4,abs_delta_edge_strength,prob_drop,-0.11989459815546773,45
vit_b_16,rollout,4,abs_delta_entropy,prob_drop,-0.001976284584980237,45
vit_b_16,rollout,4,abs_delta_saturation,prob_drop,0.17852437417654807,45
vit_b_16,rollout,4,abs_delta_colorfulness,prob_drop,-0.15046113306982872,45
vit_b_16,rollout,5,abs_delta_brightness,prob_drop,-0.08801054018445321,45
vit_b_16,rollout,5,abs_delta_contrast,prob_drop,-0.03214756258234519,45
vit_b_16,rollout,5,abs_delta_hf_energy,prob_drop,-0.08603425559947299,45
vit_b_16,rollout,5,abs_delta_edge_strength,prob_drop,-0.09314888010540184,45
vit_b_16,rollout,5,abs_delta_entropy,prob_drop,0.07009222661396575,45
vit_b_16,rollout,5,abs_delta_saturation,prob_drop,0.05665349143610013,45
vit_b_16,rollout,5,abs_delta_colorfulness,prob_drop,-0.21054018445322792,45
vit_b_16,rollout,1,abs_delta_brightness,centroid_shift,0.7080368906455863,45
vit_b_16,rollout,1,abs_delta_contrast,centroid_shift,0.33807641633728586,45
vit_b_16,rollout,1,abs_delta_hf_energy,centroid_shift,0.46376811594202894,45
vit_b_16,rollout,1,abs_delta_edge_strength,centroid_shift,0.2209486166007905,45
vit_b_16,rollout,1,abs_delta_entropy,centroid_shift,0.13122529644268774,45
vit_b_16,rollout,1,abs_delta_saturation,centroid_shift,0.4578392621870882,45
vit_b_16,rollout,1,abs_delta_colorfulness,centroid_shift,0.48932806324110667,45
vit_b_16,rollout,2,abs_delta_brightness,centroid_shift,0.6880105401844532,45
vit_b_16,rollout,2,abs_delta_contrast,centroid_shift,0.3694334650856389,45
vit_b_16,rollout,2,abs_delta_hf_energy,centroid_shift,0.17799736495388668,45
vit_b_16,rollout,2,abs_delta_edge_strength,centroid_shift,0.12002635046113307,45
vit_b_16,rollout,2,abs_delta_entropy,centroid_shift,0.45678524374176543,45
vit_b_16,rollout,2,abs_delta_saturation,centroid_shift,0.21370223978919628,45
vit_b_16,rollout,2,abs_delta_colorfulness,centroid_shift,0.330961791831357,45
vit_b_16,rollout,3,abs_delta_brightness,centroid_shift,0.6640316205533596,45
vit_b_16,rollout,3,abs_delta_contrast,centroid_shift,0.3077733860342556,45
vit_b_16,rollout,3,abs_delta_hf_energy,centroid_shift,0.27233201581027666,45
vit_b_16,rollout,3,abs_delta_edge_strength,centroid_shift,0.16903820816864293,45
vit_b_16,rollout,3,abs_delta_entropy,centroid_shift,0.30263504611330694,45
vit_b_16,rollout,3,abs_delta_saturation,centroid_shift,0.25520421607378124,45
vit_b_16,rollout,3,abs_delta_colorfulness,centroid_shift,0.38682476943346505,45
vit_b_16,rollout,4,abs_delta_brightness,centroid_shift,0.6741765480895915,45
vit_b_16,rollout,4,abs_delta_contrast,centroid_shift,0.2758893280632411,45
vit_b_16,rollout,4,abs_delta_hf_energy,centroid_shift,0.20065876152832673,45
vit_b_16,rollout,4,abs_delta_edge_strength,centroid_shift,-0.041106719367588924,45
vit_b_16,rollout,4,abs_delta_entropy,centroid_shift,0.35823451910408427,45
vit_b_16,rollout,4,abs_delta_saturation,centroid_shift,0.14690382081686426,45
vit_b_16,rollout,4,abs_delta_colorfulness,centroid_shift,0.3454545454545454,45
vit_b_16,rollout,5,abs_delta_brightness,centroid_shift,0.6621870882740447,45
vit_b_16,rollout,5,abs_delta_contrast,centroid_shift,0.28616600790513835,45
vit_b_16,rollout,5,abs_delta_hf_energy,centroid_shift,0.2198945981554677,45
vit_b_16,rollout,5,abs_delta_edge_strength,centroid_shift,0.07351778656126481,45
vit_b_16,rollout,5,abs_delta_entropy,centroid_shift,0.38590250329380754,45
vit_b_16,rollout,5,abs_delta_saturation,centroid_shift,0.18682476943346504,45
vit_b_16,rollout,5,abs_delta_colorfulness,centroid_shift,0.40065876152832663,45
vit_b_32,cam,1,abs_delta_brightness,xai_iou,-0.10144927536231883,45
vit_b_32,cam,1,abs_delta_contrast,xai_iou,-0.48814229249011853,45
vit_b_32,cam,1,abs_delta_hf_energy,xai_iou,-0.4378129117259552,45
vit_b_32,cam,1,abs_delta_edge_strength,xai_iou,-0.42766798418972335,45
vit_b_32,cam,1,abs_delta_entropy,xai_iou,-0.13741765480895915,45
vit_b_32,cam,1,abs_delta_saturation,xai_iou,-0.2706192358366271,45
vit_b_32,cam,1,abs_delta_colorfulness,xai_iou,-0.02727272727272727,45
vit_b_32,cam,2,abs_delta_brightness,xai_iou,-0.2571805006587615,45
vit_b_32,cam,2,abs_delta_contrast,xai_iou,-0.09130434782608696,45
vit_b_32,cam,2,abs_delta_hf_energy,xai_iou,-0.175098814229249,45
vit_b_32,cam,2,abs_delta_edge_strength,xai_iou,-0.22371541501976283,45
vit_b_32,cam,2,abs_delta_entropy,xai_iou,-0.152832674571805,45
vit_b_32,cam,2,abs_delta_saturation,xai_iou,-0.4164690382081686,45
vit_b_32,cam,2,abs_delta_colorfulness,xai_iou,-0.12081686429512514,45
vit_b_32,cam,3,abs_delta_brightness,xai_iou,-0.3459815546772068,45
vit_b_32,cam,3,abs_delta_contrast,xai_iou,0.029776021080368906,45
vit_b_32,cam,3,abs_delta_hf_energy,xai_iou,-0.21436100131752303,45
vit_b_32,cam,3,abs_delta_edge_strength,xai_iou,-0.22911725955204212,45
vit_b_32,cam,3,abs_delta_entropy,xai_iou,-0.0533596837944664,45
vit_b_32,cam,3,abs_delta_saturation,xai_iou,-0.2553359683794466,45
vit_b_32,cam,3,abs_delta_colorfulness,xai_iou,-0.20606060606060603,45
vit_b_32,cam,4,abs_delta_brightness,xai_iou,-0.17523056653491434,45
vit_b_32,cam,4,abs_delta_contrast,xai_iou,0.07957839262187089,45
vit_b_32,cam,4,abs_delta_hf_energy,xai_iou,-0.40223978919631087,45
vit_b_32,cam,4,abs_delta_edge_strength,xai_iou,-0.3440052700922266,45
vit_b_32,cam,4,abs_delta_entropy,xai_iou,-0.004084321475625824,45
vit_b_32,cam,4,abs_delta_saturation,xai_iou,-0.30263504611330694,45
vit_b_32,cam,4,abs_delta_colorfulness,xai_iou,-0.3791831357048748,45
vit_b_32,cam,5,abs_delta_brightness,xai_iou,-0.057444005270092226,45
vit_b_32,cam,5,abs_delta_contrast,xai_iou,0.16772068511198945,45
vit_b_32,cam,5,abs_delta_hf_energy,xai_iou,-0.25797101449275356,45
vit_b_32,cam,5,abs_delta_edge_strength,xai_iou,-0.27799736495388666,45
vit_b_32,cam,5,abs_delta_entropy,xai_iou,-0.20724637681159416,45
vit_b_32,cam,5,abs_delta_saturation,xai_iou,-0.37246376811594195,45
vit_b_32,cam,5,abs_delta_colorfulness,xai_iou,-0.3598155467720685,45
vit_b_32,cam,1,abs_delta_brightness,prob_drop,0.01515151515151515,45
vit_b_32,cam,1,abs_delta_contrast,prob_drop,0.05599472990777339,45
vit_b_32,cam,1,abs_delta_hf_energy,prob_drop,0.23280632411067192,45
vit_b_32,cam,1,abs_delta_edge_strength,prob_drop,0.01080368906455863,45
vit_b_32,cam,1,abs_delta_entropy,prob_drop,-0.07918313570487483,45
vit_b_32,cam,1,abs_delta_saturation,prob_drop,0.16824769433465084,45
vit_b_32,cam,1,abs_delta_colorfulness,prob_drop,0.0018445322793148877,45
vit_b_32,cam,2,abs_delta_brightness,prob_drop,0.18722002635046112,45
vit_b_32,cam,2,abs_delta_contrast,prob_drop,0.024374176548089592,45
vit_b_32,cam,2,abs_delta_hf_energy,prob_drop,0.08353096179183135,45
vit_b_32,cam,2,abs_delta_edge_strength,prob_drop,0.08432147562582346,45
vit_b_32,cam,2,abs_delta_entropy,prob_drop,0.10566534914361,45
vit_b_32,cam,2,abs_delta_saturation,prob_drop,0.19920948616600792,45
vit_b_32,cam,2,abs_delta_colorfulness,prob_drop,-0.07048748353096179,45
vit_b_32,cam,3,abs_delta_brightness,prob_drop,0.19868247694334648,45
vit_b_32,cam,3,abs_delta_contrast,prob_drop,-0.025296442687747032,45
vit_b_32,cam,3,abs_delta_hf_energy,prob_drop,-0.018972332015810275,45
vit_b_32,cam,3,abs_delta_edge_strength,prob_drop,-0.08629776021080368,45
vit_b_32,cam,3,abs_delta_entropy,prob_drop,0.01844532279314888,45
vit_b_32,cam,3,abs_delta_saturation,prob_drop,0.10131752305665347,45
vit_b_32,cam,3,abs_delta_colorfulness,prob_drop,-0.10856389986824767,45
vit_b_32,cam,4,abs_delta_brightness,prob_drop,-0.023320158102766796,45
vit_b_32,cam,4,abs_delta_contrast,prob_drop,-0.12582345191040842,45
vit_b_32,cam,4,abs_delta_hf_energy,prob_drop,-0.06469038208168643,45
vit_b_32,cam,4,abs_delta_edge_strength,prob_drop,-0.15006587615283265,45
vit_b_32,cam,4,abs_delta_entropy,prob_drop,-0.16969696969696968,45
vit_b_32,cam,4,abs_delta_saturation,prob_drop,-0.008432147562582345,45
vit_b_32,cam,4,abs_delta_colorfulness,prob_drop,-0.15480895915678522,45
vit_b_32,cam,5,abs_delta_brightness,prob_drop,-0.0013175230566534915,45
vit_b_32,cam,5,abs_delta_contrast,prob_drop,-0.10250329380764163,45
vit_b_32,cam,5,abs_delta_hf_energy,prob_drop,0.008168642951251647,45
vit_b_32,cam,5,abs_delta_edge_strength,prob_drop,-0.02845849802371541,45
vit_b_32,cam,5,abs_delta_entropy,prob_drop,0.11515151515151513,45
vit_b_32,cam,5,abs_delta_saturation,prob_drop,-0.002766798418972332,45
vit_b_32,cam,5,abs_delta_colorfulness,prob_drop,-0.08735177865612648,45
vit_b_32,cam,1,abs_delta_brightness,centroid_shift,-0.1188405797101449,45
vit_b_32,cam,1,abs_delta_contrast,centroid_shift,0.2213438735177865,45
vit_b_32,cam,1,abs_delta_hf_energy,centroid_shift,0.28287220026350457,45
vit_b_32,cam,1,abs_delta_edge_strength,centroid_shift,0.3670619235836627,45
vit_b_32,cam,1,abs_delta_entropy,centroid_shift,0.21133069828722,45
vit_b_32,cam,1,abs_delta_saturation,centroid_shift,0.28287220026350457,45
vit_b_32,cam,1,abs_delta_colorfulness,centroid_shift,0.04940711462450593,45
vit_b_32,cam,2,abs_delta_brightness,centroid_shift,0.13794466403162056,45
vit_b_32,cam,2,abs_delta_contrast,centroid_shift,-0.122266139657444,45
vit_b_32,cam,2,abs_delta_hf_energy,centroid_shift,0.03939393939393939,45
vit_b_32,cam,2,abs_delta_edge_strength,centroid_shift,0.2380764163372859,45
vit_b_32,cam,2,abs_delta_entropy,centroid_shift,0.16482213438735177,45
vit_b_32,cam,2,abs_delta_saturation,centroid_shift,0.2965744400527009,45
vit_b_32,cam,2,abs_delta_colorfulness,centroid_shift,0.19525691699604739,45
vit_b_32,cam,3,abs_delta_brightness,centroid_shift,0.10777338603425558,45
vit_b_32,cam,3,abs_delta_contrast,centroid_shift,-0.04216073781291173,45
vit_b_32,cam,3,abs_delta_hf_energy,centroid_shift,0.24861660079051381,45
vit_b_32,cam,3,abs_delta_edge_strength,centroid_shift,0.3188405797101449,45
vit_b_32,cam,3,abs_delta_entropy,centroid_shift,0.1152832674571805,45
vit_b_32,cam,3,abs_delta_saturation,centroid_shift,0.0963109354413702,45
vit_b_32,cam,3,abs_delta_colorfulness,centroid_shift,0.11805006587615281,45
vit_b_32,cam,4,abs_delta_brightness,centroid_shift,-0.013702239789196309,45
vit_b_32,cam,4,abs_delta_contrast,centroid_shift,-0.07944664031620552,45
vit_b_32,cam,4,abs_delta_hf_energy,centroid_shift,0.3990777338603425,45
vit_b_32,cam,4,abs_delta_edge_strength,centroid_shift,0.4495388669301712,45
vit_b_32,cam,4,abs_delta_entropy,centroid_shift,0.07351778656126481,45
vit_b_32,cam,4,abs_delta_saturation,centroid_shift,0.15731225296442686,45
vit_b_32,cam,4,abs_delta_colorfulness,centroid_shift,0.22872200263504605,45
vit_b_32,cam,5,abs_delta_brightness,centroid_shift,0.029249011857707508,45
vit_b_32,cam,5,abs_delta_contrast,centroid_shift,-0.25942028985507243,45
vit_b_32,cam,5,abs_delta_hf_energy,centroid_shift,0.12753623188405797,45
vit_b_32,cam,5,abs_delta_edge_strength,centroid_shift,0.20223978919631094,45
vit_b_32,cam,5,abs_delta_entropy,centroid_shift,0.07101449275362318,45
vit_b_32,cam,5,abs_delta_saturation,centroid_shift,0.14914361001317522,45
vit_b_32,cam,5,abs_delta_colorfulness,centroid_shift,0.12332015810276678,45
vit_b_32,ig,1,abs_delta_brightness,xai_iou,-0.45731225296442685,45
vit_b_32,ig,1,abs_delta_contrast,xai_iou,-0.35533596837944664,45
vit_b_32,ig,1,abs_delta_hf_energy,xai_iou,-0.3021080368906456,45
vit_b_32,ig,1,abs_delta_edge_strength,xai_iou,-0.1869565217391304,45
vit_b_32,ig,1,abs_delta_entropy,xai_iou,0.07760210803689063,45
vit_b_32,ig,1,abs_delta_saturation,xai_iou,-0.3251646903820817,45
vit_b_32,ig,1,abs_delta_colorfulness,xai_iou,0.022134387351778657,45
vit_b_32,ig,2,abs_delta_brightness,xai_iou,-0.5079051383399208,45
vit_b_32,ig,2,abs_delta_contrast,xai_iou,-0.24901185770750983,45
vit_b_32,ig,2,abs_delta_hf_energy,xai_iou,-0.18274044795783925,45
vit_b_32,ig,2,abs_delta_edge_strength,xai_iou,-0.27799736495388666,45
vit_b_32,ig,2,abs_delta_entropy,xai_iou,-0.3007905138339921,45
vit_b_32,ig,2,abs_delta_saturation,xai_iou,-0.35111989459815546,45
vit_b_32,ig,2,abs_delta_colorfulness,xai_iou,-0.17667984189723318,45
vit_b_32,ig,3,abs_delta_brightness,xai_iou,-0.7538866930171279,45
vit_b_32,ig,3,abs_delta_contrast,xai_iou,-0.20606060606060603,45
vit_b_32,ig,3,abs_delta_hf_energy,xai_iou,-0.19881422924901182,45
vit_b_32,ig,3,abs_delta_edge_strength,xai_iou,-0.24677206851119893,45
vit_b_32,ig,3,abs_delta_entropy,xai_iou,-0.3130434782608695,45
vit_b_32,ig,3,abs_delta_saturation,xai_iou,-0.3799736495388669,45
vit_b_32,ig,3,abs_delta_colorfulness,xai_iou,-0.3494071146245059,45
vit_b_32,ig,4,abs_delta_brightness,xai_iou,-0.7588932806324109,45
vit_b_32,ig,4,abs_delta_contrast,xai_iou,-0.23899868247694334,45
vit_b_32,ig,4,abs_delta_hf_energy,xai_iou,-0.3808959156785243,45
vit_b_32,ig,4,abs_delta_edge_strength,xai_iou,-0.27826086956521734,45
vit_b_32,ig,4,abs_delta_entropy,xai_iou,-0.275098814229249,45
vit_b_32,ig,4,abs_delta_saturation,xai_iou,-0.5263504611330697,45
vit_b_32,ig,4,abs_delta_colorfulness,xai_iou,-0.5953886693017127,45
vit_b_32,ig,5,abs_delta_brightness,xai_iou,-0.6960474308300395,45
vit_b_32,ig,5,abs_delta_contrast,xai_iou,-0.2938076416337285,45
vit_b_32,ig,5,abs_delta_hf_energy,xai_iou,-0.46837944664031617,45
vit_b_32,ig,5,abs_delta_edge_strength,xai_iou,-0.35362318840579704,45
vit_b_32,ig,5,abs_delta_entropy,xai_iou,-0.5442687747035573,45
vit_b_32,ig,5,abs_delta_saturation,xai_iou,-0.6247694334650856,45
vit_b_32,ig,5,abs_delta_colorfulness,xai_iou,-0.7490118577075098,45
vit_b_32,ig,1,abs_delta_brightness,prob_drop,0.01515151515151515,45
vit_b_32,ig,1,abs_delta_contrast,prob_drop,0.05599472990777339,45
vit_b_32,ig,1,abs_delta_hf_energy,prob_drop,0.23280632411067192,45
vit_b_32,ig,1,abs_delta_edge_strength,prob_drop,0.01080368906455863,45
vit_b_32,ig,1,abs_delta_entropy,prob_drop,-0.07918313570487483,45
vit_b_32,ig,1,abs_delta_saturation,prob_drop,0.16824769433465084,45
vit_b_32,ig,1,abs_delta_colorfulness,prob_drop,0.0018445322793148877,45
vit_b_32,ig,2,abs_delta_brightness,prob_drop,0.18722002635046112,45
vit_b_32,ig,2,abs_delta_contrast,prob_drop,0.024374176548089592,45
vit_b_32,ig,2,abs_delta_hf_energy,prob_drop,0.08353096179183135,45
vit_b_32,ig,2,abs_delta_edge_strength,prob_drop,0.08432147562582346,45
vit_b_32,ig,2,abs_delta_entropy,prob_drop,0.10566534914361,45
vit_b_32,ig,2,abs_delta_saturation,prob_drop,0.19920948616600792,45
vit_b_32,ig,2,abs_delta_colorfulness,prob_drop,-0.07048748353096179,45
vit_b_32,ig,3,abs_delta_brightness,prob_drop,0.19868247694334648,45
vit_b_32,ig,3,abs_delta_contrast,prob_drop,-0.025296442687747032,45
vit_b_32,ig,3,abs_delta_hf_energy,prob_drop,-0.018972332015810275,45
vit_b_32,ig,3,abs_delta_edge_strength,prob_drop,-0.08629776021080368,45
vit_b_32,ig,3,abs_delta_entropy,prob_drop,0.01844532279314888,45
vit_b_32,ig,3,abs_delta_saturation,prob_drop,0.10131752305665347,45
vit_b_32,ig,3,abs_delta_colorfulness,prob_drop,-0.10856389986824767,45
vit_b_32,ig,4,abs_delta_brightness,prob_drop,-0.023320158102766796,45
vit_b_32,ig,4,abs_delta_contrast,prob_drop,-0.12582345191040842,45
vit_b_32,ig,4,abs_delta_hf_energy,prob_drop,-0.06469038208168643,45
vit_b_32,ig,4,abs_delta_edge_strength,prob_drop,-0.15006587615283265,45
