model,family,wnid,name,acc_clean,acc_clean_top5,mPC_top1,mPC_top5,abs_drop,rel_drop,mce_class,rmce_class,sev_slope,prob_clean,prob_corr,drop_noise,drop_blur,drop_weather,drop_digital,acc_noise,acc_blur,acc_weather,acc_digital
resnet101,CNN,n01873310,platypus,0.9,0.94,0.568,0.7085333333333333,0.3320000000000001,0.368888888888889,0.43200000000000005,1.258667874448638,-0.10546666666666667,0.690305205010809,0.3888905445484609,0.3546666666666667,0.38,0.32500000000000007,0.274,0.5453333333333333,0.52,0.575,0.626
resnet101,CNN,n04264628,space_bar,0.48,0.9,0.30293333333333333,0.7336,0.17706666666666665,0.3688888888888889,0.6970666666666667,0.6712895330392734,-0.05413333333333333,0.3324388394970446,0.22292756627015714,0.37866666666666665,0.196,0.11399999999999999,0.07,0.10133333333333333,0.284,0.366,0.41
resnet101,CNN,n03400231,frying_pan,0.64,0.9,0.404,0.6845333333333333,0.236,0.36874999999999997,0.596,0.8947157179815617,-0.05506666666666667,0.4241324789022473,0.2559817879327214,0.1346666666666667,0.254,0.305,0.22500000000000003,0.5053333333333333,0.386,0.335,0.415
resnet101,CNN,n02093428,American_Staffordshire_terrier,0.74,0.98,0.4672,0.7288,0.2728,0.36864864864864866,0.5327999999999999,1.0342307112939408,-0.09786666666666669,0.5815082857757807,0.3103599312321405,0.27999999999999997,0.479,0.11699999999999999,0.21699999999999997,0.46,0.261,0.623,0.523
resnet101,CNN,n04536866,violin,0.82,0.92,0.5178666666666667,0.6842666666666667,0.30213333333333325,0.36845528455284543,0.4821333333333333,1.1454383146588805,-0.08159999999999999,0.5867557877115905,0.34649181348951574,0.31733333333333325,0.38399999999999995,0.17699999999999994,0.33399999999999996,0.5026666666666667,0.436,0.643,0.486
resnet101,CNN,n02667093,abaya,0.86,0.98,0.5432,0.776,0.31679999999999997,0.3683720930232558,0.4568,1.2010421163413505,-0.07799999999999999,0.5862551408167929,0.3286516188619585,0.2546666666666667,0.358,0.39199999999999996,0.247,0.6053333333333333,0.502,0.468,0.613
resnet101,CNN,n01877812,wallaby,0.88,0.98,0.556,0.6842666666666667,0.32399999999999995,0.3681818181818181,0.44399999999999995,1.2283385280763812,-0.11320000000000001,0.6681518827669788,0.38265165268368284,0.32133333333333336,0.507,0.16200000000000003,0.30500000000000005,0.5586666666666666,0.373,0.718,0.575
resnet101,CNN,n04265275,space_heater,0.62,0.84,0.3917333333333333,0.588,0.22826666666666667,0.3681720430107527,0.6082666666666667,0.865397349821714,-0.07173333333333334,0.4977836941633722,0.27700288226532593,0.14800000000000002,0.288,0.22199999999999998,0.235,0.472,0.332,0.398,0.385
resnet101,CNN,n03538406,horse_cart,0.96,1.0,0.6072,0.7501333333333333,0.3528,0.3675,0.39280000000000004,1.3375241750165041,-0.10573333333333335,0.7398474238812923,0.42549945403452916,0.34533333333333327,0.491,0.135,0.43799999999999994,0.6146666666666667,0.469,0.825,0.522
resnet101,CNN,n04209239,shower_curtain,0.68,0.92,0.4301333333333333,0.6648,0.24986666666666674,0.36745098039215696,0.5698666666666667,0.9472865850268063,-0.0756,0.4786147845210508,0.25564597156812807,0.3320000000000001,0.28800000000000003,0.18500000000000005,0.21500000000000002,0.348,0.392,0.495,0.465
resnet101,CNN,n04347754,submarine,0.84,0.96,0.5314666666666666,0.7117333333333333,0.3085333333333333,0.3673015873015873,0.46853333333333336,1.1697017917566859,-0.09466666666666665,0.6488052038918249,0.3663304502376558,0.2866666666666666,0.43499999999999994,0.21499999999999997,0.2919999999999999,0.5533333333333333,0.405,0.625,0.548
resnet101,CNN,n07753592,banana,0.84,1.0,0.5314666666666666,0.7189333333333333,0.3085333333333333,0.3673015873015873,0.46853333333333336,1.1697017917566859,-0.092,0.6408145382069051,0.3534009578382294,0.29066666666666663,0.30699999999999994,0.29799999999999993,0.33399999999999996,0.5493333333333333,0.533,0.542,0.506
resnet101,CNN,n02104365,schipperke,0.92,0.98,0.5821333333333333,0.7722666666666667,0.33786666666666676,0.3672463768115943,0.4178666666666667,1.280909395121626,-0.1004,0.6680457493360155,0.39907046402996443,0.3853333333333334,0.3510000000000001,0.32500000000000007,0.30200000000000005,0.5346666666666666,0.569,0.595,0.618
resnet101,CNN,n04366367,suspension_bridge,0.72,0.98,0.4557333333333333,0.7069333333333333,0.26426666666666665,0.36703703703703705,0.5442666666666667,1.0018794084968674,-0.06720000000000001,0.5254397767782212,0.3013078722299396,0.25999999999999995,0.38999999999999996,0.06399999999999995,0.34199999999999997,0.46,0.33,0.656,0.378
resnet101,CNN,n03376595,folding_chair,0.84,0.92,0.5317333333333333,0.6656,0.3082666666666667,0.366984126984127,0.4682666666666667,1.1686908135442773,-0.07613333333333332,0.6404439259925857,0.3605398076568264,0.29733333333333334,0.43699999999999994,0.1529999999999999,0.34299999999999997,0.5426666666666666,0.403,0.687,0.497
resnet101,CNN,n01734418,king_snake,0.9,0.98,0.5701333333333334,0.7269333333333333,0.32986666666666664,0.36651851851851847,0.4298666666666666,1.2505800487493692,-0.10893333333333333,0.6828719244868262,0.4061790389382716,0.32133333333333336,0.457,0.20500000000000007,0.3340000000000001,0.5786666666666667,0.443,0.695,0.566
resnet101,CNN,n03028079,church,0.6,0.92,0.38026666666666664,0.7088,0.21973333333333334,0.3662222222222222,0.6197333333333334,0.8330460470246406,-0.05173333333333334,0.4570186997810379,0.24831207805523875,0.13999999999999996,0.26699999999999996,0.12,0.33199999999999996,0.46,0.333,0.48,0.268
resnet101,CNN,n03794056,mousetrap,0.92,0.98,0.5832,0.7133333333333334,0.3368,0.3660869565217391,0.41679999999999995,1.2768654822719914,-0.10013333333333332,0.6964201832842082,0.4041626340464613,0.4053333333333333,0.40700000000000003,0.21200000000000008,0.3400000000000001,0.5146666666666667,0.513,0.708,0.58
resnet101,CNN,n03017168,chime,0.76,0.96,0.48213333333333336,0.7173333333333334,0.27786666666666665,0.3656140350877193,0.5178666666666667,1.053439297329703,-0.0752,0.5730788563744863,0.31916640631594245,0.21733333333333338,0.29100000000000004,0.252,0.336,0.5426666666666666,0.469,0.508,0.424
resnet101,CNN,n03208938,disk_brake,0.92,1.0,0.5842666666666667,0.7389333333333333,0.33573333333333333,0.364927536231884,0.4157333333333333,1.2728215694223572,-0.11653333333333334,0.7529119697213172,0.4225590276800095,0.28933333333333333,0.6120000000000001,0.08500000000000008,0.3450000000000001,0.6306666666666667,0.308,0.835,0.575
resnet101,CNN,n01882714,koala,0.94,0.96,0.5970666666666666,0.6896,0.3429333333333333,0.364822695035461,0.40293333333333337,1.300117981157388,-0.1256,0.7479988211020827,0.42815870557911984,0.46399999999999997,0.42799999999999994,0.18099999999999994,0.32899999999999996,0.476,0.512,0.759,0.611
resnet101,CNN,n03594734,jean,0.74,0.84,0.47013333333333335,0.6336,0.26986666666666664,0.3646846846846847,0.5298666666666667,1.0231099509574468,-0.08479999999999999,0.5255061706807465,0.305828457407143,0.31466666666666665,0.33399999999999996,0.15000000000000002,0.292,0.42533333333333334,0.406,0.59,0.448
resnet101,CNN,n01664065,loggerhead,0.9,0.96,0.572,0.7498666666666667,0.32800000000000007,0.3644444444444445,0.42800000000000005,1.2435032012625098,-0.11186666666666667,0.6438961362186819,0.3872174686125741,0.38,0.42700000000000005,0.18700000000000006,0.33100000000000007,0.52,0.473,0.713,0.569
resnet101,CNN,n02108422,bull_mastiff,0.92,0.98,0.5848,0.8224,0.33520000000000005,0.36434782608695654,0.4152,1.2707996129975405,-0.09893333333333332,0.6712391591072082,0.4044021032376642,0.32666666666666666,0.536,0.21100000000000008,0.265,0.5933333333333334,0.384,0.709,0.655
resnet101,CNN,n01945685,slug,0.8,0.94,0.5096,0.6853333333333333,0.2904,0.363,0.49039999999999995,1.1009552733129047,-0.09293333333333334,0.6343227467359975,0.35651574745573883,0.31733333333333336,0.36700000000000005,0.18800000000000006,0.29600000000000004,0.4826666666666667,0.433,0.612,0.504
resnet101,CNN,n02113624,toy_poodle,0.66,0.98,0.4205333333333333,0.7176,0.23946666666666672,0.3628282828282829,0.5794666666666667,0.907858434742873,-0.09066666666666667,0.4562063996167853,0.260400436954288,0.3573333333333334,0.23600000000000004,0.21000000000000002,0.18400000000000005,0.30266666666666664,0.424,0.45,0.476
resnet101,CNN,n04591157,Windsor_tie,0.4,0.78,0.25493333333333335,0.568,0.14506666666666668,0.3626666666666667,0.7450666666666667,0.5499721475502481,-0.0336,0.2950040912843542,0.16905325445063543,0.22533333333333336,0.171,0.126,0.07800000000000001,0.17466666666666666,0.229,0.274,0.322
resnet101,CNN,n01728920,ringneck_snake,0.92,1.0,0.5864,0.7392,0.3336,0.3626086956521739,0.41359999999999997,1.264733743723089,-0.1044,0.7237032612226904,0.4123268246189555,0.4426666666666667,0.3320000000000001,0.277,0.31000000000000005,0.47733333333333333,0.588,0.643,0.61
resnet101,CNN,n02113023,Pembroke,0.94,1.0,0.5994666666666667,0.7992,0.34053333333333324,0.3622695035460992,0.4005333333333333,1.2910191772457107,-0.11000000000000001,0.6602985212951898,0.37977802197734073,0.5253333333333332,0.365,0.246,0.2719999999999999,0.4146666666666667,0.575,0.694,0.668
resnet101,CNN,n04275548,spider_web,0.74,0.98,0.47226666666666667,0.7221333333333333,0.2677333333333333,0.36180180180180177,0.5277333333333334,1.0150221252581784,-0.0596,0.5157376772235147,0.3125127336457497,0.31466666666666665,0.375,0.04300000000000004,0.35,0.42533333333333334,0.365,0.697,0.39
resnet101,CNN,n03124170,cowboy_hat,0.78,0.94,0.4978666666666667,0.7125333333333334,0.28213333333333335,0.3617094017094017,0.5021333333333333,1.06961494872824,-0.06999999999999999,0.5568653422873467,0.31260084016663403,0.20133333333333336,0.31000000000000005,0.22599999999999998,0.37100000000000005,0.5786666666666667,0.47,0.554,0.409
resnet101,CNN,n03530642,honeycomb,0.74,0.9,0.47253333333333336,0.6482666666666667,0.26746666666666663,0.3614414414414414,0.5274666666666666,1.0140111470457698,-0.05933333333333333,0.5547449105407577,0.31539655253643767,0.30133333333333334,0.43,0.14400000000000002,0.20299999999999996,0.43866666666666665,0.31,0.596,0.537
resnet101,CNN,n02101388,Brittany_spaniel,0.94,0.98,0.6002666666666666,0.7928,0.33973333333333333,0.3614184397163121,0.3997333333333334,1.2879862426084854,-0.11093333333333336,0.716999787184468,0.42177089117934424,0.5093333333333333,0.373,0.23399999999999999,0.2849999999999999,0.43066666666666664,0.567,0.706,0.655
resnet101,CNN,n03761084,microwave,0.62,0.86,0.396,0.6234666666666666,0.22399999999999998,0.36129032258064514,0.604,0.8492216984231772,-0.07306666666666665,0.4469264344160911,0.2476619784355095,0.14933333333333332,0.29,0.244,0.194,0.4706666666666667,0.33,0.376,0.426
resnet101,CNN,n03814639,neck_brace,0.76,0.88,0.48586666666666667,0.5773333333333334,0.27413333333333334,0.3607017543859649,0.5141333333333333,1.0392856023559836,-0.08573333333333333,0.591258263894124,0.3392193255774715,0.3506666666666667,0.325,0.23299999999999998,0.20699999999999996,0.4093333333333333,0.435,0.527,0.553
resnet101,CNN,n02089078,black-and-tan_coonhound,0.72,0.94,0.46053333333333335,0.7786666666666666,0.2594666666666666,0.36037037037037034,0.5394666666666666,0.9836818006735135,-0.06720000000000001,0.5155525999621022,0.3142070770996651,0.20799999999999996,0.43,0.20099999999999996,0.18599999999999994,0.512,0.29,0.519,0.534
resnet101,CNN,n02105855,Shetland_sheepdog,0.84,1.0,0.5373333333333333,0.7714666666666666,0.30266666666666664,0.3603174603174603,0.46266666666666667,1.1474602710836976,-0.0972,0.5899850753694773,0.3622947093753624,0.35866666666666663,0.22399999999999998,0.266,0.37599999999999995,0.48133333333333334,0.616,0.574,0.464
resnet101,CNN,n03201208,dining_table,0.84,0.98,0.5373333333333333,0.6882666666666667,0.30266666666666664,0.3603174603174603,0.46266666666666667,1.1474602710836976,-0.10959999999999999,0.6704290816001595,0.37014920784198907,0.32933333333333326,0.46799999999999997,0.14900000000000002,0.271,0.5106666666666667,0.372,0.691,0.569
resnet101,CNN,n04039381,racket,0.86,0.96,0.5504,0.7197333333333333,0.3096,0.36,0.4496,1.17374570460632,-0.09746666666666667,0.6467117357347161,0.3609762038342805,0.3773333333333333,0.415,0.18899999999999995,0.274,0.4826666666666667,0.445,0.671,0.586
resnet101,CNN,n04286575,spotlight,0.34,0.66,0.21786666666666665,0.5013333333333333,0.12213333333333337,0.3592156862745099,0.7821333333333333,0.46302802128311343,-0.020266666666666665,0.1988149668183177,0.12038633891222311,0.09200000000000003,0.137,0.16700000000000004,0.08500000000000002,0.248,0.203,0.173,0.255
resnet101,CNN,n02823750,beer_glass,0.82,0.98,0.5256,0.7482666666666666,0.2944,0.3590243902439025,0.47440000000000004,1.116119946499033,-0.09280000000000001,0.6188353253575042,0.345400823304676,0.35999999999999993,0.237,0.2859999999999999,0.31099999999999994,0.46,0.583,0.534,0.509
resnet101,CNN,n03924679,photocopier,0.98,1.0,0.6285333333333334,0.7477333333333334,0.3514666666666666,0.3586394557823129,0.3714666666666666,1.3324692839544612,-0.10333333333333332,0.7961675014346838,0.4571903511944381,0.48133333333333334,0.36,0.32999999999999996,0.267,0.49866666666666665,0.62,0.65,0.713
resnet101,CNN,n02457408,three-toed_sloth,1.0,1.0,0.6416,0.7677333333333334,0.35840000000000005,0.35840000000000005,0.35840000000000005,1.3587547174770838,-0.1268,0.8254094004631043,0.4652091294527514,0.4613333333333334,0.56,0.15800000000000003,0.28,0.5386666666666666,0.44,0.842,0.72
resnet101,CNN,n03935335,piggy_bank,0.96,0.96,0.6162666666666666,0.7373333333333333,0.34373333333333334,0.35805555555555557,0.38373333333333337,1.3031509157946137,-0.11639999999999999,0.7752412212467426,0.4270009577107168,0.4119999999999999,0.4109999999999999,0.29999999999999993,0.269,0.548,0.549,0.66,0.691
resnet101,CNN,n04258138,solar_dish,0.88,0.96,0.5650666666666667,0.7394666666666667,0.3149333333333333,0.35787878787878785,0.4349333333333333,1.1939652688544906,-0.1036,0.6570206708088517,0.38370909887341303,0.44133333333333336,0.406,0.16100000000000003,0.28300000000000003,0.43866666666666665,0.474,0.719,0.597
resnet101,CNN,n07873807,pizza,0.9,0.94,0.5784,0.7437333333333334,0.3216,0.35733333333333334,0.4216,1.2192397241647044,-0.10626666666666666,0.6940071944281226,0.3887305413112532,0.3853333333333333,0.30400000000000005,0.21699999999999997,0.396,0.5146666666666667,0.596,0.683,0.504
resnet101,CNN,n02085620,Chihuahua,0.74,0.92,0.4768,0.7584,0.2632,0.35567567567567565,0.5232,0.9978354956472332,-0.08413333333333335,0.5192011931701563,0.3194728303187594,0.288,0.347,0.18099999999999994,0.243,0.452,0.393,0.559,0.497
resnet101,CNN,n03706229,magnetic_compass,0.82,0.9,0.5290666666666667,0.7002666666666667,0.29093333333333327,0.3547967479674796,0.4709333333333333,1.1029772297377216,-0.07239999999999999,0.5878786040795967,0.3679024013487107,0.4466666666666666,0.32899999999999996,0.1399999999999999,0.2869999999999999,0.37333333333333335,0.491,0.68,0.533
resnet101,CNN,n03325584,feather_boa,0.9,0.94,0.5808,0.7181333333333333,0.31920000000000004,0.3546666666666667,0.4192,1.2101409202530278,-0.10799999999999998,0.6976330306683667,0.39869597969317006,0.45866666666666667,0.32300000000000006,0.263,0.267,0.44133333333333336,0.577,0.637,0.633
resnet101,CNN,n02104029,kuvasz,0.82,0.96,0.5293333333333333,0.8170666666666667,0.29066666666666663,0.3544715447154471,0.4706666666666667,1.1019662515253132,-0.11240000000000001,0.5676444842480123,0.35230852320848005,0.3253333333333333,0.46099999999999997,0.20799999999999996,0.17699999999999994,0.49466666666666664,0.359,0.612,0.643
resnet101,CNN,n09229709,bubble,0.9,0.96,0.5816,0.7309333333333333,0.3184,0.3537777777777778,0.4184,1.207107985615802,-0.1,0.7029480271833017,0.4076044311041885,0.38,0.405,0.14200000000000002,0.362,0.52,0.495,0.758,0.538
resnet101,CNN,n01675722,banded_gecko,0.9,0.98,0.5818666666666666,0.7170666666666666,0.3181333333333334,0.3534814814814815,0.41813333333333336,1.2060970074033937,-0.11800000000000002,0.697698246045038,0.4086353250310717,0.5333333333333334,0.389,0.16400000000000003,0.24,0.36666666666666664,0.511,0.736,0.66
resnet101,CNN,n04591713,wine_bottle,0.56,0.92,0.3621333333333333,0.66,0.19786666666666675,0.35333333333333344,0.6378666666666667,0.7501458336071402,-0.04653333333333333,0.3773001307062805,0.2149445478866463,0.09066666666666673,0.25500000000000006,0.16500000000000004,0.25400000000000006,0.4693333333333333,0.305,0.395,0.306
resnet101,CNN,n03691459,loudspeaker,0.64,0.82,0.41413333333333335,0.5965333333333334,0.22586666666666666,0.35291666666666666,0.5858666666666666,0.8562985459100371,-0.0492,0.4786914623962366,0.2747285194618874,0.14933333333333337,0.24,0.278,0.21700000000000003,0.49066666666666664,0.4,0.362,0.423
resnet101,CNN,n03314780,face_powder,0.86,0.94,0.5568,0.7594666666666666,0.3032,0.35255813953488374,0.44320000000000004,1.149482227508515,-0.10066666666666668,0.6488795340363868,0.36221359189741653,0.5133333333333333,0.29999999999999993,0.241,0.21099999999999997,0.3466666666666667,0.56,0.619,0.649
resnet101,CNN,n03775546,mixing_bowl,0.92,0.96,0.596,0.7714666666666666,0.32400000000000007,0.35217391304347834,0.404,1.2283385280763817,-0.09453333333333333,0.6836356177460402,0.4073246809062625,0.3413333333333334,0.392,0.30800000000000005,0.259,0.5786666666666667,0.528,0.612,0.661
resnet101,CNN,n03902125,pay-phone,0.88,0.96,0.5701333333333334,0.7058666666666666,0.3098666666666666,0.35212121212121206,0.4298666666666666,1.1747566828187284,-0.07173333333333334,0.6694297192827798,0.39504906714932775,0.17200000000000004,0.474,0.19899999999999995,0.36,0.708,0.406,0.681,0.52
resnet101,CNN,n02951358,canoe,0.98,1.0,0.6352,0.8328,0.3448,0.35183673469387755,0.3648,1.3071948286442479,-0.11906666666666668,0.8214454460144043,0.4725642220869175,0.5,0.5369999999999999,0.039000000000000035,0.34199999999999997,0.48,0.443,0.941,0.638
resnet101,CNN,n03485794,handkerchief,0.84,0.92,0.5445333333333333,0.7650666666666667,0.29546666666666666,0.35174603174603175,0.4554666666666667,1.1201638593486671,-0.08533333333333334,0.6361700874799863,0.35359026607121335,0.5213333333333333,0.352,0.22499999999999998,0.14,0.31866666666666665,0.488,0.615,0.7
resnet101,CNN,n02093859,Kerry_blue_terrier,0.92,0.98,0.5965333333333334,0.8037333333333333,0.3234666666666667,0.3515942028985507,0.40346666666666664,1.2263165716515643,-0.08586666666666667,0.6901438933424652,0.4113601662200807,0.44133333333333336,0.43600000000000005,0.20300000000000007,0.243,0.4786666666666667,0.484,0.717,0.677
resnet101,CNN,n02860847,bobsled,0.96,0.96,0.6226666666666667,0.7573333333333333,0.33733333333333326,0.3513888888888888,0.3773333333333333,1.2788874386968083,-0.10626666666666665,0.7496535168495029,0.44781851277505164,0.44399999999999995,0.36,0.22299999999999998,0.349,0.516,0.6,0.737,0.611
resnet101,CNN,n04204238,shopping_basket,0.68,0.94,0.4416,0.6730666666666667,0.23840000000000006,0.3505882352941177,0.5584,0.9038145218932389,-0.08053333333333333,0.5193401113525034,0.30046651297508986,0.26800000000000007,0.30600000000000005,0.14900000000000002,0.23800000000000004,0.412,0.374,0.531,0.442
resnet101,CNN,n02443114,polecat,0.56,0.96,0.36373333333333335,0.7637333333333334,0.1962666666666667,0.3504761904761905,0.6362666666666666,0.7440799643326887,-0.053200000000000004,0.3975554701173678,0.25162535001997305,0.3320000000000001,0.18700000000000006,0.16400000000000003,0.13600000000000007,0.228,0.373,0.396,0.424
resnet101,CNN,n01677366,common_iguana,0.86,0.96,0.5594666666666667,0.7394666666666667,0.3005333333333333,0.34945736434108526,0.44053333333333333,1.1393724453844294,-0.0964,0.6618608474219217,0.39759421625995306,0.29466666666666663,0.499,0.07699999999999996,0.32999999999999996,0.5653333333333334,0.361,0.783,0.53
resnet101,CNN,n02098413,Lhasa,0.78,0.98,0.5077333333333334,0.7866666666666666,0.27226666666666666,0.349059829059829,0.49226666666666663,1.0322087548691237,-0.08093333333333333,0.5985556343244389,0.3361421988821908,0.3146666666666667,0.28800000000000003,0.22099999999999997,0.276,0.4653333333333333,0.492,0.559,0.504
resnet101,CNN,n09472597,volcano,0.9,0.94,0.5861333333333333,0.7392,0.31386666666666674,0.3487407407407408,0.4138666666666667,1.189921356004857,-0.07946666666666666,0.6932836751593277,0.37519464412556647,0.3373333333333334,0.353,0.364,0.20700000000000007,0.5626666666666666,0.547,0.536,0.693
resnet101,CNN,n02113799,standard_poodle,0.92,1.0,0.5997333333333333,0.8170666666666667,0.3202666666666667,0.34811594202898555,0.40026666666666666,1.214184833102662,-0.11573333333333333,0.6898491194844246,0.40856957035858643,0.41733333333333333,0.459,0.15500000000000003,0.274,0.5026666666666667,0.461,0.765,0.646
resnet101,CNN,n07717410,acorn_squash,0.92,1.0,0.5997333333333333,0.784,0.3202666666666667,0.34811594202898555,0.40026666666666666,1.214184833102662,-0.11080000000000001,0.7030245355027728,0.4159700291644617,0.3520000000000001,0.33000000000000007,0.30600000000000005,0.30100000000000005,0.568,0.59,0.614,0.619
resnet101,CNN,n02102318,cocker_spaniel,0.8,0.98,0.5216,0.7669333333333334,0.2784000000000001,0.3480000000000001,0.47840000000000005,1.0554612537545207,-0.10746666666666667,0.6202110093086958,0.3451266163799403,0.2613333333333334,0.44400000000000006,0.15500000000000003,0.249,0.5386666666666666,0.356,0.645,0.551
resnet101,CNN,n04118776,rule,0.8,0.98,0.5216,0.6778666666666666,0.2784000000000001,0.3480000000000001,0.47840000000000005,1.0554612537545207,-0.07773333333333332,0.6148794653266668,0.3700757457167662,0.3653333333333334,0.30400000000000005,0.16300000000000003,0.30300000000000005,0.43466666666666665,0.496,0.637,0.497
resnet101,CNN,n02113978,Mexican_hairless,0.98,0.98,0.6392,0.7938666666666667,0.3408,0.34775510204081633,0.3608,1.2920301554581197,-0.11333333333333333,0.7691473951749503,0.45915665639385334,0.5306666666666666,0.397,0.20699999999999996,0.276,0.4493333333333333,0.583,0.773,0.704
resnet101,CNN,n03937543,pill_bottle,0.88,0.98,0.5741333333333334,0.7208,0.3058666666666666,0.34757575757575754,0.4258666666666666,1.1595920096326002,-0.09346666666666667,0.6539563329797238,0.38319933037175935,0.396,0.28300000000000003,0.28,0.28700000000000003,0.484,0.597,0.6,0.593
resnet101,CNN,n04579432,whistle,0.84,0.92,0.5482666666666667,0.7205333333333334,0.2917333333333333,0.3473015873015873,0.4517333333333333,1.1060101643749474,-0.09306666666666666,0.5970707824185957,0.3868321685682875,0.32533333333333325,0.34199999999999997,0.25,0.258,0.5146666666666667,0.498,0.59,0.582
resnet101,CNN,n02398521,hippopotamus,1.0,1.0,0.6530666666666667,0.7650666666666667,0.3469333333333333,0.3469333333333333,0.3469333333333333,1.315282654343516,-0.13146666666666668,0.7823897713422775,0.46696106111611485,0.484,0.41400000000000003,0.20099999999999996,0.32299999999999995,0.516,0.586,0.799,0.677
resnet101,CNN,n02105056,groenendael,0.86,1.0,0.5621333333333334,0.7754666666666666,0.2978666666666666,0.3463565891472868,0.4378666666666666,1.1292626632603437,-0.07786666666666667,0.6300385941565037,0.3792089779583113,0.33999999999999997,0.32699999999999996,0.271,0.264,0.52,0.533,0.589,0.596
resnet101,CNN,n04429376,throne,0.8,0.96,0.5234666666666666,0.7016,0.2765333333333334,0.34566666666666673,0.47653333333333336,1.0483844062676608,-0.09200000000000001,0.5983864669362083,0.3490737642349966,0.21200000000000008,0.47200000000000003,0.14900000000000002,0.257,0.588,0.328,0.651,0.543
resnet101,CNN,n01491361,tiger_shark,0.88,0.96,0.576,0.8573333333333333,0.30400000000000005,0.3454545454545455,0.42400000000000004,1.1525151621457408,-0.08946666666666667,0.6741607860522345,0.41474605463447994,0.3453333333333334,0.42,0.19899999999999995,0.262,0.5346666666666666,0.46,0.681,0.618
resnet101,CNN,n02256656,cicada,0.96,1.0,0.6285333333333334,0.7496,0.3314666666666666,0.3452777777777777,0.3714666666666666,1.2566459180238203,-0.12013333333333334,0.7739528734982014,0.4553508527769649,0.34533333333333327,0.51,0.09399999999999997,0.38,0.6146666666666667,0.45,0.866,0.58
resnet101,CNN,n03814906,necklace,0.94,1.0,0.6157333333333334,0.8026666666666666,0.3242666666666666,0.3449645390070921,0.38426666666666665,1.2293495062887896,-0.09706666666666668,0.6670061708986759,0.4017069651940284,0.2866666666666666,0.5379999999999999,0.119,0.344,0.6533333333333333,0.402,0.821,0.596
resnet101,CNN,n13052670,hen-of-the-woods,0.9,1.0,0.5896,0.7477333333333334,0.3104,0.3448888888888889,0.4104,1.1767786392435455,-0.11466666666666667,0.735736382380128,0.40980463978114706,0.464,0.5700000000000001,0.121,0.125,0.436,0.33,0.779,0.775
resnet101,CNN,n13133613,ear,0.6,0.98,0.3930666666666667,0.7405333333333334,0.2069333333333333,0.34488888888888886,0.6069333333333333,0.7845190928290303,-0.0648,0.40610299076884987,0.26306538188057693,0.32266666666666666,0.26599999999999996,0.14699999999999996,0.121,0.2773333333333333,0.334,0.453,0.479
resnet101,CNN,n02112706,Brabancon_griffon,1.0,1.0,0.6552,0.7978666666666666,0.3448,0.3448,0.3448,1.3071948286442479,-0.11493333333333333,0.7616605222225189,0.46838148024457427,0.41733333333333333,0.44099999999999995,0.29700000000000004,0.242,0.5826666666666667,0.559,0.703,0.758
resnet101,CNN,n01632777,axolotl,0.96,1.0,0.6290666666666667,0.7442666666666666,0.3309333333333333,0.3447222222222222,0.37093333333333334,1.2546239615990034,-0.1024,0.7484550331532955,0.4492079346952739,0.45999999999999996,0.30699999999999994,0.30699999999999994,0.2819999999999999,0.5,0.653,0.653,0.678
resnet101,CNN,n03729826,matchstick,0.82,0.98,0.5376,0.7424,0.2824,0.34439024390243905,0.46240000000000003,1.0706259269406484,-0.06546666666666665,0.6282739550992846,0.36594139548154203,0.3213333333333333,0.245,0.246,0.32699999999999996,0.49866666666666665,0.575,0.574,0.493
resnet101,CNN,n02096177,cairn,0.9,1.0,0.5901333333333333,0.7986666666666666,0.30986666666666673,0.3442962962962964,0.4098666666666667,1.1747566828187288,-0.11173333333333332,0.6704598395526409,0.38662324401733933,0.3973333333333333,0.40900000000000003,0.122,0.3330000000000001,0.5026666666666667,0.491,0.778,0.567
resnet101,CNN,n04040759,radiator,0.8,0.94,0.5248,0.6808,0.2752,0.344,0.47519999999999996,1.0433295152056177,-0.08306666666666666,0.6167058553826064,0.35366569782281193,0.28800000000000003,0.4,0.15900000000000003,0.257,0.512,0.4,0.641,0.543
resnet101,CNN,n02607072,anemone_fish,0.96,1.0,0.6301333333333333,0.8013333333333333,0.32986666666666664,0.3436111111111111,0.3698666666666667,1.2505800487493692,-0.096,0.7250364748528227,0.4351270615066236,0.32133333333333325,0.45799999999999996,0.18499999999999994,0.353,0.6386666666666667,0.502,0.775,0.607
resnet101,CNN,n02206856,bee,0.82,1.0,0.5384,0.7938666666666667,0.28159999999999996,0.34341463414634144,0.4616,1.0675929923034226,-0.10253333333333332,0.6237053334433585,0.36624146966782156,0.3386666666666666,0.30399999999999994,0.19899999999999995,0.29899999999999993,0.48133333333333334,0.516,0.621,0.521
resnet101,CNN,n03895866,passenger_car,0.6,0.92,0.39413333333333334,0.6568,0.20586666666666664,0.3431111111111111,0.6058666666666667,0.7804751799793961,-0.07013333333333334,0.4749715726694558,0.26295601773511196,0.23466666666666663,0.25999999999999995,0.14799999999999996,0.188,0.36533333333333334,0.34,0.452,0.412
resnet101,CNN,n02106382,Bouvier_des_Flandres,0.88,0.98,0.5781333333333334,0.7850666666666667,0.3018666666666666,0.34303030303030296,0.4218666666666666,1.144427336446472,-0.10066666666666668,0.6699450473114849,0.39830275924568603,0.42533333333333334,0.462,0.118,0.23299999999999998,0.45466666666666666,0.418,0.762,0.647
