wnid,mean_drift,spillover_rate,n_par,model
n03337140,0.39169394969940186,0.425,40,resnet50
n03344393,0.29057806730270386,0.175,40,resnet50
n03345487,0.33682358264923096,0.175,40,resnet50
n03347037,0.3529816269874573,0.325,40,resnet50
n03355925,0.33432045578956604,0.1,40,resnet50
n03372029,0.3897216320037842,0.4,40,resnet50
n03376595,0.36526697874069214,0.25,40,resnet50
n03379051,0.3751384913921356,0.35,40,resnet50
n03384352,0.34905487298965454,0.275,40,resnet50
n03388043,0.4052763879299164,0.35,40,resnet50
n03388183,0.35293981432914734,0.225,40,resnet50
n03388549,0.37914830446243286,0.375,40,resnet50
n03393912,0.378338485956192,0.25,40,resnet50
n03394916,0.3765777349472046,0.4,40,resnet50
n03400231,0.333164781332016,0.225,40,resnet50
n03404251,0.47992953658103943,0.525,40,resnet50
n03417042,0.34852081537246704,0.4,40,resnet50
n03424325,0.3580157160758972,0.25,40,resnet50
n03425413,0.4031701982021332,0.425,40,resnet50
n03443371,0.42040714621543884,0.425,40,resnet50
n03444034,0.34268951416015625,0.25,40,resnet50
n03445777,0.38579875230789185,0.4,40,resnet50
n03445924,0.3660804331302643,0.3,40,resnet50
n03447447,0.3819196820259094,0.325,40,resnet50
n03447721,0.3252921402454376,0.125,40,resnet50
n03450230,0.42476320266723633,0.525,40,resnet50
n03452741,0.35430634021759033,0.325,40,resnet50
n03457902,0.4201112389564514,0.35,40,resnet50
n03459775,0.3032066822052002,0.375,40,resnet50
n03461385,0.4415179193019867,0.55,40,resnet50
n03467068,0.41944393515586853,0.4,40,resnet50
n03476684,0.41506367921829224,0.475,40,resnet50
n03476991,0.3706064224243164,0.775,40,resnet50
n03478589,0.3325307071208954,0.25,40,resnet50
n03481172,0.39281946420669556,0.625,40,resnet50
n03482405,0.4294123649597168,0.275,40,resnet50
n03483316,0.35065388679504395,0.45,40,resnet50
n03485407,0.2516253590583801,0.225,40,resnet50
n03485794,0.5126608610153198,0.55,40,resnet50
n03492542,0.35029101371765137,0.325,40,resnet50
n03494278,0.37491196393966675,0.25,40,resnet50
n03495258,0.407318651676178,0.3,40,resnet50
n03496892,0.3456428349018097,0.225,40,resnet50
n03498962,0.39547526836395264,0.4,40,resnet50
n03527444,0.44595780968666077,0.4,40,resnet50
n03529860,0.3610721528530121,0.3,40,resnet50
n03530642,0.44165724515914917,0.425,40,resnet50
n03532672,0.40498608350753784,0.35,40,resnet50
n03534580,0.4219347834587097,0.325,40,resnet50
n03535780,0.36932697892189026,0.55,40,resnet50
n03538406,0.38711583614349365,0.4,40,resnet50
n03544143,0.29454222321510315,0.2,40,resnet50
n03584254,0.32888418436050415,0.15,40,resnet50
n03584829,0.3344556987285614,0.4,40,resnet50
n03590841,0.2891486585140228,0.15,40,resnet50
n03594734,0.4093014597892761,0.3,40,resnet50
n03594945,0.3681519031524658,0.525,40,resnet50
n03595614,0.3703249394893646,0.35,40,resnet50
n03598930,0.4660361409187317,0.5,40,resnet50
n03599486,0.36977049708366394,0.275,40,resnet50
n03602883,0.3342978358268738,0.25,40,resnet50
n03617480,0.4421789050102234,0.625,40,resnet50
n03623198,0.30165594816207886,0.125,40,resnet50
n03627232,0.38619059324264526,0.15,40,resnet50
n03630383,0.36944976449012756,0.325,40,resnet50
n03633091,0.3697606921195984,0.4,40,resnet50
n03637318,0.38001227378845215,0.5,40,resnet50
n03642806,0.3400764465332031,0.4,40,resnet50
n03649909,0.3769950270652771,0.3,40,resnet50
n03657121,0.33468374609947205,0.325,40,resnet50
n03658185,0.3618634343147278,0.175,40,resnet50
n03661043,0.40698879957199097,0.4,40,resnet50
n03662601,0.3050774037837982,0.2,40,resnet50
n03666591,0.312770813703537,0.45,40,resnet50
n03670208,0.2886606752872467,0.05,40,resnet50
n03673027,0.3819296956062317,0.375,40,resnet50
n03676483,0.374602347612381,0.475,40,resnet50
n03680355,0.4419094920158386,0.675,40,resnet50
n03690938,0.31869813799858093,0.225,40,resnet50
n03691459,0.34908634424209595,0.575,40,resnet50
n03692522,0.30346444249153137,0.4,40,resnet50
n03697007,0.4504183828830719,0.4,40,resnet50
n03706229,0.32613062858581543,0.325,40,resnet50
n03709823,0.34288525581359863,0.325,40,resnet50
n03710193,0.36447635293006897,0.525,40,resnet50
n03710637,0.3988470733165741,0.65,40,resnet50
n03710721,0.4101143777370453,0.425,40,resnet50
n03717622,0.459529310464859,0.475,40,resnet50
n03720891,0.3071337640285492,0.175,40,resnet50
n03721384,0.38593295216560364,0.375,40,resnet50
n03724870,0.43837136030197144,0.475,40,resnet50
n03729826,0.3844028115272522,0.35,40,resnet50
n03733131,0.3388635218143463,0.225,40,resnet50
n03733281,0.3962656855583191,0.15,40,resnet50
n03733805,0.43082913756370544,0.35,40,resnet50
n03742115,0.4340013861656189,0.45,40,resnet50
n03743016,0.40764275193214417,0.275,40,resnet50
n03759954,0.34826865792274475,0.525,40,resnet50
n03761084,0.38497233390808105,0.425,40,resnet50
n03763968,0.37004274129867554,0.275,40,resnet50
n03764736,0.40722140669822693,0.575,40,resnet50
n03769881,0.25742363929748535,0.15,40,resnet50
n03770439,0.4400571882724762,0.4,40,resnet50
n03770679,0.2996547222137451,0.25,40,resnet50
n03773504,0.3581400513648987,0.45,40,resnet50
n03775071,0.41684800386428833,0.425,40,resnet50
n03775546,0.368168443441391,0.55,40,resnet50
n03776460,0.3579716086387634,0.175,40,resnet50
n03777568,0.34285393357276917,0.3,40,resnet50
n03777754,0.3309893310070038,0.325,40,resnet50
n03781244,0.35230860114097595,0.175,40,resnet50
n03782006,0.3900166451931,0.35,40,resnet50
n03785016,0.36040547490119934,0.375,40,resnet50
n03786901,0.3913382887840271,0.425,40,resnet50
n03787032,0.32141485810279846,0.2,40,resnet50
n03788195,0.3076159358024597,0.125,40,resnet50
n03788365,0.5206655263900757,0.525,40,resnet50
n03791053,0.3837955594062805,0.2,40,resnet50
n03792782,0.39135321974754333,0.225,40,resnet50
n03792972,0.4506033957004547,0.325,40,resnet50
n03793489,0.3904306888580322,0.375,40,resnet50
n03794056,0.429028183221817,0.325,40,resnet50
n03796401,0.34310030937194824,0.2,40,resnet50
n03803284,0.37867268919944763,0.45,40,resnet50
n03804744,0.3692220151424408,0.375,40,resnet50
n03814639,0.3661036491394043,0.5,40,resnet50
n03814906,0.4081133306026459,0.4,40,resnet50
n03825788,0.396190345287323,0.475,40,resnet50
n03832673,0.37989258766174316,0.525,40,resnet50
n03837869,0.3338070511817932,0.325,40,resnet50
n03838899,0.3387588858604431,0.375,40,resnet50
n03840681,0.34233587980270386,0.45,40,resnet50
n03841143,0.26008906960487366,0.175,40,resnet50
n03843555,0.34551382064819336,0.475,40,resnet50
n03854065,0.3187940716743469,0.2,40,resnet50
n03857828,0.2789278030395508,0.225,40,resnet50
n03866082,0.43515366315841675,0.5,40,resnet50
n03868242,0.39424365758895874,0.275,40,resnet50
n03868863,0.39287152886390686,0.55,40,resnet50
n03871628,0.3938799798488617,0.35,40,resnet50
n03873416,0.43128594756126404,0.35,40,resnet50
n03874293,0.293682336807251,0.25,40,resnet50
n03874599,0.3695586323738098,0.325,40,resnet50
n03876231,0.36084017157554626,0.375,40,resnet50
n03877472,0.4187965393066406,0.525,40,resnet50
n03877845,0.32667407393455505,0.225,40,resnet50
n03884397,0.365861177444458,0.475,40,resnet50
n03887697,0.4611373841762543,0.525,40,resnet50
n03888257,0.36270225048065186,0.125,40,resnet50
n03888605,0.34957680106163025,0.425,40,resnet50
n03891251,0.39960628747940063,0.3,40,resnet50
n03891332,0.3771205246448517,0.55,40,resnet50
n03895866,0.35385626554489136,0.375,40,resnet50
n03899768,0.44936394691467285,0.475,40,resnet50
n03902125,0.3822845220565796,0.4,40,resnet50
n03903868,0.3670247793197632,0.175,40,resnet50
n03908618,0.39792507886886597,0.65,40,resnet50
n03908714,0.42429494857788086,0.425,40,resnet50
n03916031,0.3124401569366455,0.4,40,resnet50
n03920288,0.3529399037361145,0.075,40,resnet50
n03924679,0.36044710874557495,0.25,40,resnet50
n03929660,0.32615846395492554,0.3,40,resnet50
n03929855,0.43622294068336487,0.4,40,resnet50
n03930313,0.35038453340530396,0.225,40,resnet50
n03930630,0.2977360486984253,0.25,40,resnet50
n03933933,0.3458355963230133,0.35,40,resnet50
n03935335,0.3199930787086487,0.1,40,resnet50
n03937543,0.3530755639076233,0.5,40,resnet50
n03938244,0.41964417695999146,0.675,40,resnet50
n03942813,0.40216031670570374,0.475,40,resnet50
n03944341,0.37137308716773987,0.2,40,resnet50
n03947888,0.30780649185180664,0.1,40,resnet50
n03950228,0.35242950916290283,0.35,40,resnet50
n03954731,0.4407137930393219,0.625,40,resnet50
n03956157,0.2528572380542755,0.05,40,resnet50
n03958227,0.4592263102531433,0.625,40,resnet50
n03961711,0.40305766463279724,0.425,40,resnet50
n03967562,0.43968716263771057,0.55,40,resnet50
n03970156,0.35784515738487244,0.45,40,resnet50
n03976467,0.30907922983169556,0.55,40,resnet50
n03976657,0.3765406906604767,0.35,40,resnet50
n03977966,0.2753440737724304,0.175,40,resnet50
n03980874,0.39504820108413696,0.4,40,resnet50
n03982430,0.3842613101005554,0.325,40,resnet50
n03983396,0.35927098989486694,0.35,40,resnet50
n03991062,0.4186909794807434,0.375,40,resnet50
n03992509,0.41650232672691345,0.275,40,resnet50
n03995372,0.3888244330883026,0.4,40,resnet50
n03998194,0.4048570692539215,0.375,40,resnet50
n04004767,0.3611012101173401,0.4,40,resnet50
n04005630,0.3450688123703003,0.3,40,resnet50
n04008634,0.3989934027194977,0.425,40,resnet50
n04009552,0.34942492842674255,0.4,40,resnet50
n04019541,0.30619537830352783,0.375,40,resnet50
n04023962,0.39666494727134705,0.25,40,resnet50
n04026417,0.4036317765712738,0.25,40,resnet50
n04033901,0.4351552426815033,0.5,40,resnet50
n04033995,0.45787113904953003,0.375,40,resnet50
n04037443,0.39369282126426697,0.3,40,resnet50
n04039381,0.42158007621765137,0.4,40,resnet50
n04040759,0.3761930465698242,0.275,40,resnet50
n04041544,0.28008073568344116,0.425,40,resnet50
n04044716,0.3172777593135834,0.175,40,resnet50
n04049303,0.41010966897010803,0.55,40,resnet50
n04065272,0.2923721671104431,0.25,40,resnet50
n04067472,0.41142815351486206,0.5,40,resnet50
n04069434,0.3124486804008484,0.225,40,resnet50
n04070727,0.462411105632782,0.325,40,resnet50
n04074963,0.3745865225791931,0.475,40,resnet50
n04081281,0.410724401473999,0.3,40,resnet50
n04086273,0.32241326570510864,0.075,40,resnet50
n04090263,0.38192254304885864,0.5,40,resnet50
n04099969,0.39162176847457886,0.3,40,resnet50
n04111531,0.4062827527523041,0.175,40,resnet50
n04116512,0.37869834899902344,0.525,40,resnet50
n04118538,0.41678887605667114,0.65,40,resnet50
n04118776,0.4261469841003418,0.35,40,resnet50
n04120489,0.37512049078941345,0.35,40,resnet50
n04125021,0.4098993241786957,0.425,40,resnet50
n04127249,0.3949586749076843,0.35,40,resnet50
n04131690,0.3044636845588684,0.25,40,resnet50
n04133789,0.47722238302230835,0.575,40,resnet50
n04136333,0.45754891633987427,0.725,40,resnet50
n04141076,0.38744330406188965,0.3,40,resnet50
n04141327,0.4196951389312744,0.475,40,resnet50
n04141975,0.3315597176551819,0.375,40,resnet50
n04146614,0.258574903011322,0.35,40,resnet50
n04147183,0.32418331503868103,0.125,40,resnet50
n04149813,0.367856502532959,0.425,40,resnet50
n04152593,0.3621414601802826,0.5277777777777778,36,resnet50
n04153751,0.30594801902770996,0.175,40,resnet50
n04154565,0.4001489579677582,0.4,40,resnet50
n04162706,0.46795693039894104,0.775,40,resnet50
n04179913,0.4383857250213623,0.45,40,resnet50
n04192698,0.3722972869873047,0.4,40,resnet50
n04200800,0.4743179380893707,0.475,40,resnet50
n04201297,0.34222787618637085,0.4,40,resnet50
n04204238,0.3273760676383972,0.575,40,resnet50
n04204347,0.3640744090080261,0.525,40,resnet50
n04208210,0.42921537160873413,0.425,40,resnet50
n04209133,0.38507458567619324,0.45,40,resnet50
n04209239,0.45450305938720703,0.5,40,resnet50
n04228054,0.42646828293800354,0.375,40,resnet50
n04229816,0.35723504424095154,0.3,40,resnet50
n04235860,0.4660760760307312,0.475,40,resnet50
n04238763,0.4044950008392334,0.475,40,resnet50
n04239074,0.41171687841415405,0.375,40,resnet50
n04243546,0.3447941839694977,0.175,40,resnet50
n04251144,0.3923625349998474,0.325,40,resnet50
n04252077,0.37013062834739685,0.35,40,resnet50
n04252225,0.3723391592502594,0.275,40,resnet50
n04254120,0.3316478133201599,0.425,40,resnet50
n04254680,0.29757919907569885,0.15,40,resnet50
n04254777,0.39063483476638794,0.325,40,resnet50
n04258138,0.40759825706481934,0.525,40,resnet50
n04259630,0.36742103099823,0.275,40,resnet50
n04263257,0.3379546105861664,0.425,40,resnet50
n04264628,0.30761098861694336,0.3,40,resnet50
n04265275,0.3503117561340332,0.075,40,resnet50
n04266014,0.44974011182785034,0.475,40,resnet50
n04270147,0.39368486404418945,0.6,40,resnet50
n04273569,0.3142758905887604,0.1,40,resnet50
n04275548,0.41928520798683167,0.175,40,resnet50
n04277352,0.4539876878261566,0.575,40,resnet50
n04285008,0.28486424684524536,0.275,40,resnet50
n04286575,0.35099077224731445,0.125,40,resnet50
n04296562,0.4278383255004883,0.225,40,resnet50
n04310018,0.3983149528503418,0.325,40,resnet50
n04311004,0.29069191217422485,0.1,40,resnet50
n04311174,0.3876650631427765,0.45,40,resnet50
n04317175,0.3964889943599701,0.45,40,resnet50
n04325704,0.39846014976501465,0.6,40,resnet50
n04326547,0.45283931493759155,0.525,40,resnet50
n04328186,0.25867944955825806,0.6,40,resnet50
n04330267,0.4510788321495056,0.4,40,resnet50
n04332243,0.33463308215141296,0.425,40,resnet50
n04335435,0.37887510657310486,0.35,40,resnet50
n04336792,0.4444887638092041,0.4,40,resnet50
n04344873,0.37520450353622437,0.275,40,resnet50
n04346328,0.3239569365978241,0.175,40,resnet50
n04347754,0.3769339621067047,0.225,40,resnet50
n04350905,0.3782276213169098,0.325,40,resnet50
n04355338,0.4285506308078766,0.475,40,resnet50
n04355933,0.369064599275589,0.475,40,resnet50
n04356056,0.38137301802635193,0.5,40,resnet50
n04357314,0.3439182639122009,0.85,40,resnet50
n04366367,0.4301413893699646,0.425,40,resnet50
n04367480,0.374582976102829,0.3,40,resnet50
n04370456,0.38666537404060364,0.375,40,resnet50
n04371430,0.3960603177547455,0.3,40,resnet50
n04371774,0.3831494450569153,0.35,40,resnet50
n04372370,0.3827236592769623,0.275,40,resnet50
n04376876,0.36968332529067993,0.425,40,resnet50
n04380533,0.35237884521484375,0.35,40,resnet50
n04389033,0.3788386583328247,0.175,40,resnet50
n04392985,0.33595889806747437,0.4,40,resnet50
n04398044,0.32627570629119873,0.325,40,resnet50
n04399382,0.428435742855072,0.475,40,resnet50
n04404412,0.35946208238601685,0.325,40,resnet50
n04409515,0.30262622237205505,0.35,40,resnet50
n04417672,0.4016643464565277,0.2,40,resnet50
n04418357,0.3306082785129547,0.125,40,resnet50
n04423845,0.34388643503189087,0.275,40,resnet50
n04428191,0.3504108786582947,0.35,40,resnet50
n04429376,0.3969118893146515,0.275,40,resnet50
n04435653,0.3827272653579712,0.325,40,resnet50
n04442312,0.3315731883049011,0.375,40,resnet50
n04443257,0.42748990654945374,0.375,40,resnet50
n04447861,0.36423259973526,0.45,40,resnet50
n04456115,0.4047652781009674,0.275,40,resnet50
n04458633,0.3751581311225891,0.25,40,resnet50
n04461696,0.3192179799079895,0.2,40,resnet50
n04462240,0.4353041648864746,0.525,40,resnet50
n04465501,0.3432103097438812,0.15,40,resnet50
n04467665,0.3551057279109955,0.325,40,resnet50
n04476259,0.3933335542678833,0.525,40,resnet50
n04479046,0.34937092661857605,0.325,40,resnet50
n04482393,0.37143969535827637,0.575,40,resnet50
n04483307,0.327895849943161,0.275,40,resnet50
n04485082,0.37090176343917847,0.3,40,resnet50
n04486054,0.3152383267879486,0.1,40,resnet50
n04487081,0.31355077028274536,0.25,40,resnet50
n04487394,0.42324361205101013,0.35,40,resnet50
n04493381,0.4290475845336914,0.65,40,resnet50
n04501370,0.38666900992393494,0.275,40,resnet50
n04505470,0.314089298248291,0.4,40,resnet50
n04507155,0.40673914551734924,0.3,40,resnet50
n04509417,0.36718231439590454,0.225,40,resnet50
n04515003,0.263084352016449,0.1,40,resnet50
n04517823,0.46245846152305603,0.7,40,resnet50
n04522168,0.3629963994026184,0.35,40,resnet50
n04523525,0.4497823715209961,0.325,40,resnet50
n04525038,0.40973225235939026,0.5,40,resnet50
n04525305,0.35268455743789673,0.3,40,resnet50
n04532106,0.41204023361206055,0.475,40,resnet50
n04532670,0.27671486139297485,0.05,40,resnet50
n04536866,0.3755521774291992,0.325,40,resnet50
n04540053,0.33196505904197693,0.25,40,resnet50
n04542943,0.3542361259460449,0.475,40,resnet50
n04548280,0.37621304392814636,0.325,40,resnet50
n04548362,0.4338299334049225,0.4,40,resnet50
n04550184,0.40710610151290894,0.475,40,resnet50
n04552348,0.3187040686607361,0.125,40,resnet50
n04553703,0.399892657995224,0.325,40,resnet50
n04554684,0.3398815989494324,0.325,40,resnet50
n04557648,0.4169294834136963,0.425,40,resnet50
n04560804,0.3869786858558655,0.45,40,resnet50
n04562935,0.23940105736255646,0.025,40,resnet50
n04579145,0.2699725031852722,0.175,40,resnet50
n04579432,0.3357619047164917,0.325,40,resnet50
n04584207,0.32407984137535095,0.225,40,resnet50
n04589890,0.36578112840652466,0.175,40,resnet50
n04590129,0.342453271150589,0.325,40,resnet50
n04591157,0.3057189881801605,0.075,40,resnet50
n04591713,0.340613454580307,0.175,40,resnet50
n04592741,0.3357601761817932,0.275,40,resnet50
n04596742,0.3793742060661316,0.425,40,resnet50
n04597913,0.3823363184928894,0.4,40,resnet50
n04599235,0.32163703441619873,0.275,40,resnet50
n04604644,0.34234413504600525,0.1,40,resnet50
n04606251,0.4609254002571106,0.525,40,resnet50
n04612504,0.348745197057724,0.525,40,resnet50
n04613696,0.35078635811805725,0.3,40,resnet50
n06359193,0.38092732429504395,0.275,40,resnet50
n06596364,0.3973368704319,0.575,40,resnet50
n06785654,0.3057617247104645,0.375,40,resnet50
n06794110,0.3395436704158783,0.2,40,resnet50
n06874185,0.31982824206352234,0.275,40,resnet50
n07248320,0.3812078535556793,0.55,40,resnet50
n07565083,0.337746798992157,0.225,40,resnet50
n07579787,0.4077697694301605,0.25,40,resnet50
n07583066,0.43675142526626587,0.45,40,resnet50
n07584110,0.34611746668815613,0.3,40,resnet50
n07590611,0.35661500692367554,0.25,40,resnet50
n07613480,0.3896629214286804,0.3,40,resnet50
n07614500,0.39991235733032227,0.575,40,resnet50
n07615774,0.40571480989456177,0.5,40,resnet50
n07684084,0.48803988099098206,0.45,40,resnet50
n07693725,0.418301522731781,0.45,40,resnet50
n07695742,0.317798912525177,0.15,40,resnet50
n07697313,0.4477049708366394,0.55,40,resnet50
n07697537,0.44781628251075745,0.475,40,resnet50
n07711569,0.38541969656944275,0.25,40,resnet50
n07714571,0.4068123698234558,0.275,40,resnet50
n07714990,0.38500699400901794,0.2,40,resnet50
n07715103,0.3077108860015869,0.175,40,resnet50
n07716358,0.41338419914245605,0.375,40,resnet50
n07716906,0.4186246395111084,0.25,40,resnet50
n07717410,0.3712063431739807,0.425,40,resnet50
n07717556,0.4494662284851074,0.475,40,resnet50
n07718472,0.3620481789112091,0.325,40,resnet50
n07718747,0.3776797354221344,0.45,40,resnet50
n07720875,0.29459744691848755,0.125,40,resnet50
n07730033,0.2380153387784958,0.025,40,resnet50
n07734744,0.4025539457798004,0.325,40,resnet50
n07742313,0.3060420751571655,0.1,40,resnet50
n07745940,0.299752414226532,0.2,40,resnet50
n07747607,0.3847581744194031,0.275,40,resnet50
n07749582,0.30723118782043457,0.175,40,resnet50
n07753113,0.379629522562027,0.275,40,resnet50
n07753275,0.40450534224510193,0.35,40,resnet50
n07753592,0.4573081433773041,0.65,40,resnet50
n07754684,0.375634104013443,0.175,40,resnet50
n07760859,0.3168564438819885,0.2,40,resnet50
n07768694,0.3320636749267578,0.25,40,resnet50
n07802026,0.4350919723510742,0.3,40,resnet50
n07831146,0.3777082860469818,0.3,40,resnet50
n07836838,0.46728724241256714,0.475,40,resnet50
n07860988,0.4275282025337219,0.55,40,resnet50
n07871810,0.4109369218349457,0.5,40,resnet50
n07873807,0.35955810546875,0.275,40,resnet50
n07875152,0.4158811569213867,0.3,40,resnet50
n07880968,0.4822562336921692,0.725,40,resnet50
n07892512,0.38150787353515625,0.375,40,resnet50
n07920052,0.34855371713638306,0.25,40,resnet50
n07930864,0.3435173034667969,0.325,40,resnet50
n07932039,0.3895341753959656,0.5,40,resnet50
n09193705,0.3879159986972809,0.3,40,resnet50
n09229709,0.3902149200439453,0.375,40,resnet50
n09246464,0.4430271089076996,0.425,40,resnet50
n09256479,0.37291544675827026,0.075,40,resnet50
n09288635,0.4163312017917633,0.3,40,resnet50
n09332890,0.3706780970096588,0.275,40,resnet50
n09399592,0.4477764070034027,0.4,40,resnet50
n09421951,0.4393620491027832,0.325,40,resnet50
n09428293,0.4191564917564392,0.375,40,resnet50
n09468604,0.4155939221382141,0.55,40,resnet50
n09472597,0.38252711296081543,0.175,40,resnet50
n09835506,0.3690880835056305,0.2,40,resnet50
n10148035,0.4566865861415863,0.625,40,resnet50
n10565667,0.3789657652378082,0.125,40,resnet50
n11879895,0.27894195914268494,0.15,40,resnet50
n11939491,0.18938569724559784,0.0,40,resnet50
n12057211,0.21114568412303925,0.025,40,resnet50
n12144580,0.3704790472984314,0.55,40,resnet50
n12267677,0.4870203137397766,0.525,40,resnet50
n12620546,0.34785914421081543,0.15,40,resnet50
n12768682,0.3795008063316345,0.4,40,resnet50
n12985857,0.3680271506309509,0.2,40,resnet50
n12998815,0.2735065817832947,0.2,40,resnet50
n13037406,0.3795120120048523,0.225,40,resnet50
n13040303,0.40543994307518005,0.3,40,resnet50
n13044778,0.3554150462150574,0.175,40,resnet50
n13052670,0.44471949338912964,0.35,40,resnet50
n13054560,0.4336831569671631,0.35,40,resnet50
n13133613,0.4103519916534424,0.3,40,resnet50
n15075141,0.4294576644897461,0.65,40,resnet50
