model,family,wnid,name,acc_clean,acc_clean_top5,mPC_top1,mPC_top5,abs_drop,rel_drop,mce_class,rmce_class,sev_slope,prob_clean,prob_corr,drop_noise,drop_blur,drop_weather,drop_digital,acc_noise,acc_blur,acc_weather,acc_digital,brightness,contrast,colorfulness,saturation,hf_ratio,edge_strength,entropy,margin_clean,pred_entropy_clean,n_confusable
resnet101,CNN,n03476684,hair_slide,0.54,0.76,0.38266666666666665,0.5858666666666666,0.15733333333333338,0.2913580246913581,0.6173333333333333,0.5964771453210413,-0.0728,0.35636699517199305,0.2455947108840128,0.24933333333333335,0.20900000000000002,0.07700000000000001,0.11700000000000005,0.2906666666666667,0.331,0.463,0.423,0.5753943490982055,0.17873040050268174,0.19336150586605072,0.27454769492149356,0.008683976507745684,0.03365501694381237,6.876364641811797,0.36207719999999993,1.1505602055305075,20
resnet101,CNN,n02174001,rhinoceros_beetle,0.94,1.0,0.6661333333333334,0.7965333333333333,0.2738666666666666,0.2913475177304964,0.33386666666666664,1.0382746241435747,-0.10026666666666668,0.7593005054537207,0.48542488259294475,0.18533333333333324,0.45999999999999996,0.1389999999999999,0.2889999999999999,0.7546666666666667,0.48,0.801,0.651,0.47339886069297793,0.25275386452674864,0.1472380617260933,0.300248447060585,0.015104685546830296,0.04250674206763506,7.334496597928569,0.7712266,0.19490321478215805,3
resnet101,CNN,n04251144,snorkel,0.94,1.0,0.6661333333333334,0.8234666666666667,0.2738666666666666,0.2913475177304964,0.33386666666666664,1.0382746241435747,-0.10746666666666667,0.7181313254311681,0.4673926758774188,0.29066666666666663,0.42299999999999993,0.1289999999999999,0.2569999999999999,0.6493333333333333,0.517,0.811,0.683,0.4284199571609497,0.1766502645611763,0.24085849419236183,0.5004690372943879,0.010449724085628987,0.030696586556732654,7.050096562732182,0.6896452,0.42912702505818295,4
resnet101,CNN,n02493793,spider_monkey,0.52,0.92,0.3685333333333333,0.7418666666666667,0.1514666666666667,0.2912820512820513,0.6314666666666666,0.5742356246480533,-0.05333333333333333,0.4302746815193677,0.26238122597650676,0.15466666666666667,0.16000000000000003,0.14,0.15200000000000002,0.36533333333333334,0.36,0.38,0.368,0.40610886216163633,0.223552924990654,0.1551130562275648,0.33424025762826204,0.017659141020849346,0.04443274550139904,7.292775114384667,0.587178,0.7480046183139136,11
resnet101,CNN,n12768682,buckeye,0.98,1.0,0.6946666666666667,0.8157333333333333,0.2853333333333333,0.291156462585034,0.30533333333333335,1.0817466872771424,-0.10173333333333331,0.8047483803331852,0.512221379255695,0.33866666666666667,0.29999999999999993,0.24,0.276,0.6413333333333333,0.68,0.74,0.704,0.3746495723724365,0.22262782990932464,0.23301970452070236,0.5293052113056183,0.021136469608172774,0.04303444467484951,7.32491387164479,0.7985149999999999,0.15947911382063432,2
resnet101,CNN,n04523525,vault,0.84,0.98,0.5965333333333334,0.7906666666666666,0.2434666666666666,0.2898412698412698,0.40346666666666664,0.9230231079290008,-0.0824,0.6213380846381188,0.373374042813833,0.30399999999999994,0.351,0.19999999999999996,0.134,0.536,0.489,0.64,0.706,0.35094858705997467,0.161240773499012,0.11091433808207513,0.35993151128292084,0.018489723252132537,0.03416892774403095,6.9643691146774485,0.603998,0.7141791798693933,7
resnet101,CNN,n03840681,ocarina,0.88,0.94,0.6256,0.7504,0.25439999999999996,0.28909090909090907,0.37439999999999996,0.9644732146377512,-0.10200000000000001,0.7134439133713022,0.46212653693778655,0.264,0.357,0.18600000000000005,0.21299999999999997,0.616,0.523,0.694,0.667,0.46496330738067626,0.21742342293262482,0.16405778780579566,0.29523526489734647,0.009264543866738677,0.032917260862886905,7.303070265808465,0.704437,0.3607223507336105,7
resnet101,CNN,n03485407,hand-held_computer,0.66,0.88,0.4693333333333333,0.7008,0.1906666666666667,0.2888888888888889,0.5306666666666666,0.7228494218721093,-0.07533333333333334,0.47400792735425057,0.3111184249982706,0.3413333333333334,0.17100000000000004,0.16700000000000004,0.121,0.31866666666666665,0.489,0.493,0.539,0.46770886778831483,0.23772366523742675,0.16712158530950547,0.2707426397502422,0.016533085741102696,0.036063200160861016,7.021579988832066,0.5304856,0.8706476345901438,10
resnet101,CNN,n03126707,crane,0.84,0.98,0.5973333333333334,0.7626666666666667,0.2426666666666666,0.2888888888888888,0.4026666666666666,0.919990173291775,-0.06880000000000001,0.6269192874804139,0.4104600534414688,0.16933333333333334,0.40599999999999997,0.08599999999999997,0.2909999999999999,0.6706666666666666,0.434,0.754,0.549,0.5324422156810761,0.19376540273427964,0.17254292145371436,0.32768595188856126,0.01443760926835239,0.03384675893932581,6.658010797163189,0.6144714,0.5478770931778871,6
resnet101,CNN,n06359193,web_site,1.0,1.0,0.7112,0.8674666666666667,0.28879999999999995,0.28879999999999995,0.28879999999999995,1.0948894040384534,-0.11066666666666666,0.7957416623830795,0.47226168999266227,0.42933333333333334,0.30400000000000005,0.20799999999999996,0.249,0.5706666666666667,0.696,0.792,0.751,0.6254945826530457,0.256922020316124,0.14503210708498954,0.15602724447846414,0.028159645600244403,0.05737282764166594,6.180468009293095,0.7758192000000002,0.23293822653024787,1
resnet101,CNN,n02128385,leopard,0.86,1.0,0.6117333333333334,0.8389333333333333,0.24826666666666664,0.2886821705426356,0.38826666666666665,0.9412207157523547,-0.1024,0.6608907883986831,0.4257872261332969,0.2306666666666667,0.437,0.08699999999999997,0.23399999999999999,0.6293333333333333,0.423,0.773,0.626,0.4252295470237732,0.2146431562304497,0.1363101024925709,0.33129995346069335,0.02992292558774352,0.064971277192235,7.373471732342921,0.6033392,0.51822074820058,3
resnet101,CNN,n04458633,totem_pole,0.96,1.0,0.6829333333333333,0.8002666666666667,0.2770666666666667,0.28861111111111115,0.3170666666666667,1.0504063626924776,-0.1044,0.7524956043064595,0.4872971397324019,0.2746666666666666,0.469,0.041999999999999926,0.32199999999999995,0.6853333333333333,0.491,0.918,0.638,0.4718315315246582,0.21833671241998673,0.15181816950440408,0.2978375765681267,0.021127636665478348,0.045712210573256015,7.167169523100503,0.7075698,0.36757935883121684,3
resnet101,CNN,n04505470,typewriter_keyboard,0.78,1.0,0.5549333333333333,0.8325333333333333,0.22506666666666675,0.28854700854700865,0.4450666666666667,0.8532656112728118,-0.05346666666666666,0.5450952835776843,0.376641703995195,0.06266666666666665,0.383,0.09999999999999998,0.314,0.7173333333333334,0.397,0.68,0.466,0.3501015889644623,0.24273040562868117,0.09547681838274003,0.23796563297510148,0.05200776742771268,0.05382559053599834,7.161085663758858,0.46277960000000007,0.7292792227449418,4
resnet101,CNN,n01608432,kite,0.88,1.0,0.6261333333333333,0.848,0.2538666666666667,0.2884848484848485,0.3738666666666667,0.9624512582129343,-0.06333333333333332,0.6648002008162439,0.437523449371434,0.2773333333333333,0.32299999999999995,0.19599999999999995,0.22499999999999998,0.6026666666666667,0.557,0.684,0.655,0.5878117036819458,0.20249282628297804,0.13854330323636532,0.2715070378035307,0.01015150407794863,0.03273616302758455,6.087188852192231,0.6753544000000001,0.4539439686736304,4
resnet101,CNN,n02127052,lynx,0.76,0.92,0.5408,0.7312,0.21920000000000006,0.288421052631579,0.45920000000000005,0.8310240905998236,-0.09573333333333334,0.6101599186492968,0.39034926433686246,0.20933333333333337,0.374,0.06600000000000006,0.22499999999999998,0.5506666666666666,0.386,0.694,0.535,0.4354643207788467,0.19547298103570937,0.12140045106410981,0.31046352922916415,0.013232095371931792,0.04372387133538723,7.3758135544262835,0.6900766,0.3677425102738973,8
resnet101,CNN,n07802026,hay,0.92,1.0,0.6546666666666666,0.804,0.2653333333333334,0.28840579710144937,0.3453333333333334,1.005923321346502,-0.0884,0.7350013814866543,0.4469334919587127,0.364,0.265,0.15900000000000003,0.29800000000000004,0.556,0.655,0.761,0.622,0.46339296221733095,0.20297163039445876,0.18068649023771285,0.34682097733020784,0.017846693061292173,0.04312914974987507,7.283460316570455,0.7261330000000001,0.31412698940325834,5
resnet101,CNN,n02114367,timber_wolf,0.8,1.0,0.5693333333333334,0.8114666666666667,0.2306666666666667,0.28833333333333333,0.43066666666666664,0.874496153733391,-0.08146666666666666,0.47953526573255656,0.33107315404747106,0.28800000000000003,0.29800000000000004,0.08500000000000008,0.266,0.512,0.502,0.715,0.534,0.4363979995250702,0.21571180403232573,0.10844999358057976,0.2748716205358505,0.01489406393840909,0.042097444161772725,7.355915285225662,0.4054205999999999,1.2219978024798697,9
resnet101,CNN,n09399592,promontory,0.52,0.98,0.3701333333333333,0.7093333333333334,0.1498666666666667,0.2882051282051283,0.6298666666666667,0.568169755373602,-0.07933333333333334,0.39969570892862977,0.20776047678549944,0.23733333333333334,0.14400000000000002,0.22800000000000004,0.01200000000000001,0.2826666666666667,0.376,0.292,0.508,0.5155357813835144,0.19555569916963578,0.16730640649795533,0.2875651204586029,0.009043205643538386,0.030629204250872136,7.088564156026536,0.406686,1.1717396003502119,9
resnet101,CNN,n06785654,crossword_puzzle,0.88,0.96,0.6264,0.732,0.25360000000000005,0.28818181818181826,0.37360000000000004,0.9614402800005258,-0.07773333333333333,0.7113238778151572,0.46236965222070575,0.21866666666666668,0.374,0.123,0.29000000000000004,0.6613333333333333,0.506,0.757,0.59,0.524574083685875,0.18689304172992707,0.10178004435263574,0.21875943780876697,0.013532506795600056,0.04604400470852852,6.944892106472558,0.7200165999999999,0.30185550485567875,6
resnet101,CNN,n04380533,table_lamp,0.62,0.94,0.4416,0.7512,0.1784,0.28774193548387095,0.5584,0.6763444241013161,-0.052666666666666674,0.4018202883377671,0.283084600947718,0.24533333333333335,0.16799999999999998,0.20500000000000002,0.11199999999999999,0.37466666666666665,0.452,0.415,0.508,0.4440940636396408,0.24259911417961122,0.2211640727519989,0.4401980736851692,0.01134063709527254,0.02776846520602703,7.202997570538499,0.3364566,1.0561643778339644,9
resnet101,CNN,n03623198,knee_pad,0.82,0.92,0.5842666666666667,0.7541333333333333,0.23573333333333324,0.28747967479674785,0.4157333333333333,0.8937047397691529,-0.07973333333333334,0.6238165265065618,0.4157082763193476,0.2466666666666666,0.18899999999999995,0.31399999999999995,0.19599999999999995,0.5733333333333334,0.631,0.506,0.624,0.5173712050914765,0.29649348437786105,0.1546804464235902,0.22492437846958638,0.007941890459042042,0.0257939475402236,6.2458114463742085,0.645497,0.539539019135235,10
resnet101,CNN,n02814533,beach_wagon,0.7,0.92,0.4992,0.7424,0.20079999999999998,0.28685714285714287,0.5008,0.7612665939436338,-0.06080000000000001,0.5110258071820135,0.3333235092014598,0.08933333333333326,0.37399999999999994,0.06399999999999995,0.24799999999999994,0.6106666666666667,0.326,0.636,0.452,0.40846428215503694,0.23730893909931183,0.13637992158532142,0.29499263733625414,0.026405576262623073,0.049863038137555125,7.423012889312932,0.5366333999999999,0.8851447122774637,9
resnet101,CNN,n01443537,goldfish,0.94,0.98,0.6706666666666666,0.8008,0.2693333333333333,0.28652482269503543,0.32933333333333337,1.0210879945326297,-0.09773333333333334,0.7429492194764316,0.47360678184133526,0.4733333333333333,0.242,0.244,0.16899999999999993,0.4666666666666667,0.698,0.696,0.771,0.40487305879592894,0.1774083375930786,0.2739853757619858,0.5105255633592606,0.010148035906022415,0.025300317667424677,6.877647072253905,0.7507472000000002,0.20418572170187643,4
resnet101,CNN,n02086079,Pekinese,0.9,0.98,0.6424,0.8090666666666667,0.25760000000000005,0.28622222222222227,0.35760000000000003,0.976604953186654,-0.1024,0.7104205144190928,0.4776390211947806,0.352,0.31300000000000006,0.20700000000000007,0.18200000000000005,0.548,0.587,0.693,0.718,0.4661660861968994,0.21364989757537842,0.14211029842495917,0.2957664093375206,0.00676290909294039,0.03103703636676073,7.482387724976408,0.7555716,0.24739582690598705,5
resnet101,CNN,n01774750,tarantula,0.94,1.0,0.6712,0.8384,0.26879999999999993,0.2859574468085106,0.3288,1.0190660381078125,-0.10746666666666667,0.7567917187511921,0.4829910487137754,0.2693333333333333,0.32699999999999996,0.08099999999999996,0.3979999999999999,0.6706666666666666,0.613,0.859,0.542,0.45341201186180113,0.22510303139686585,0.11888246726244688,0.2724234448373318,0.018338206862099467,0.05062947623431682,7.2383705213248355,0.7753868,0.17756609191080103,2
resnet101,CNN,n01855672,goose,0.86,1.0,0.6141333333333333,0.8034666666666667,0.24586666666666668,0.2858914728682171,0.3858666666666667,0.9321219118406779,-0.09333333333333334,0.6723086379468441,0.43532274427758044,0.30399999999999994,0.356,0.124,0.21399999999999997,0.556,0.504,0.736,0.646,0.5013686126470566,0.19060223966836928,0.11406880125403404,0.25136336803436277,0.015996034317649902,0.04667861107736826,6.91344227215542,0.6619508,0.48279883484136066,8
resnet101,CNN,n02226429,grasshopper,0.66,0.96,0.47146666666666665,0.7410666666666667,0.18853333333333339,0.2856565656565657,0.5285333333333333,0.7147615961728411,-0.08280000000000001,0.524759828014212,0.32763731126716106,0.1906666666666667,0.28900000000000003,0.04600000000000004,0.22900000000000004,0.4693333333333333,0.371,0.614,0.431,0.47304502725601194,0.213243308365345,0.16613146409392357,0.34388498932123185,0.015133911315351724,0.04232732512056828,7.202612940573117,0.48758160000000006,0.727254857389639,4
resnet101,CNN,n04273569,speedboat,0.98,1.0,0.7002666666666667,0.8552,0.2797333333333333,0.28544217687074824,0.2997333333333333,1.0605161448165628,-0.0984,0.7658657650649547,0.49356849602530956,0.368,0.18299999999999994,0.26,0.32999999999999996,0.612,0.797,0.72,0.65,0.48589481055736544,0.19896664291620256,0.1491776330769062,0.2651593706011772,0.014366819225251674,0.04005095820873976,7.0310994399202755,0.7615886000000001,0.2511378641650364,2
resnet101,CNN,n02672831,accordion,0.9,0.98,0.6432,0.7456,0.25680000000000003,0.2853333333333334,0.3568,0.9735720185494283,-0.08080000000000001,0.7303273289091885,0.4657999936631158,0.17466666666666664,0.351,0.15400000000000003,0.32700000000000007,0.7253333333333334,0.549,0.746,0.573,0.29733690977096555,0.2335195654630661,0.0918716618232429,0.19268785834312438,0.05065148400142789,0.04716755345463753,6.6707222708138625,0.7334985999999999,0.3233990593900533,6
resnet101,CNN,n03344393,fireboat,1.0,1.0,0.7146666666666667,0.836,0.2853333333333333,0.2853333333333333,0.2853333333333333,1.0817466872771424,-0.10813333333333333,0.7889553689956665,0.5097179867943574,0.352,0.349,0.21299999999999997,0.244,0.648,0.651,0.787,0.756,0.5347979974746704,0.2036228334903717,0.13620517998933793,0.21706986755132676,0.011714086537249386,0.03348481118679047,7.238102981964452,0.7805332,0.1665476919417506,1
resnet101,CNN,n01981276,king_crab,0.82,0.94,0.5861333333333333,0.7490666666666667,0.23386666666666667,0.28520325203252034,0.4138666666666667,0.8866278922822933,-0.11426666666666667,0.6760337480437011,0.4291587280946706,0.22933333333333328,0.4139999999999999,0.10399999999999998,0.18699999999999994,0.5906666666666667,0.406,0.716,0.633,0.41467292785644533,0.20525253504514696,0.23032726019620894,0.4390578642487526,0.017373470165766777,0.045180485248565674,7.409212560112858,0.669325,0.4590214454465327,7
resnet101,CNN,n03271574,electric_fan,0.9,0.96,0.6434666666666666,0.7442666666666666,0.2565333333333334,0.2850370370370371,0.35653333333333337,0.9725610403370198,-0.07866666666666668,0.7178902485314756,0.4736004722046598,0.20000000000000007,0.395,0.11199999999999999,0.30500000000000005,0.7,0.505,0.788,0.595,0.46759699285030365,0.2379875111579895,0.1371358136832714,0.21676709562540053,0.02831144436262548,0.05330057971179485,7.119629969292077,0.7419641999999999,0.277578915941217,6
resnet101,CNN,n02795169,barrel,0.66,0.96,0.47226666666666667,0.7152,0.18773333333333336,0.2844444444444445,0.5277333333333334,0.7117286615356153,-0.057733333333333324,0.503488383963122,0.31789249837439953,0.21466666666666667,0.18700000000000006,0.124,0.23200000000000004,0.44533333333333336,0.473,0.536,0.428,0.431191211938858,0.20691316485404967,0.15748946443200112,0.35769972175359727,0.015381317273713647,0.037709521576762196,7.226237366658504,0.5318214,0.7318071615352205,9
resnet101,CNN,n03788195,mosque,0.98,1.0,0.7013333333333334,0.8330666666666666,0.2786666666666666,0.2843537414965986,0.29866666666666664,1.0564722319669286,-0.10106666666666668,0.7863404482603074,0.5019871519206407,0.33333333333333337,0.41400000000000003,0.15500000000000003,0.22599999999999998,0.6466666666666666,0.566,0.825,0.754,0.49456042736768724,0.2130954709649086,0.15876183584332465,0.2920349985361099,0.014555198606103659,0.03233407337218523,6.935951766137012,0.76069,0.2680236782659394,2
