model,family,wnid,name,acc_clean,acc_clean_top5,mPC_top1,mPC_top5,abs_drop,rel_drop,mce_class,rmce_class,sev_slope,prob_clean,prob_corr,drop_noise,drop_blur,drop_weather,drop_digital,acc_noise,acc_blur,acc_weather,acc_digital,brightness,contrast,colorfulness,saturation,hf_ratio,edge_strength,entropy,margin_clean,pred_entropy_clean,n_confusable
resnet50,CNN,n01737021,water_snake,0.8,0.98,0.3546666666666667,0.5346666666666666,0.44533333333333336,0.5566666666666666,0.6453333333333333,1.3900148656679645,-0.09746666666666666,0.34778542153537273,0.1297991436072295,0.5893333333333334,0.529,0.17900000000000005,0.52,0.21066666666666667,0.271,0.621,0.28,0.46802757382392884,0.18411276906728744,0.14694252416491507,0.3177324804663658,0.015971802780404686,0.046663149110972885,7.275824239590188,0.31386,1.156297790188799,9
resnet50,CNN,n03476991,hair_spray,0.66,0.94,0.29333333333333333,0.5202666666666667,0.3666666666666667,0.5555555555555556,0.7066666666666667,1.1444733175409887,-0.06,0.28465221337974067,0.11116644270738466,0.556,0.31500000000000006,0.24400000000000005,0.399,0.104,0.345,0.416,0.261,0.41401694506406783,0.24197692960500716,0.18143934391438962,0.31850973337888716,0.015231762072071433,0.03413990415632725,6.884768456013367,0.2444558,1.5180259944714733,14
resnet50,CNN,n04033995,quilt,0.68,0.92,0.3024,0.5522666666666667,0.37760000000000005,0.5552941176470588,0.6976,1.1785994310094838,-0.08053333333333333,0.3202789039677009,0.11556617397368338,0.4640000000000001,0.49300000000000005,0.18500000000000005,0.39000000000000007,0.216,0.187,0.495,0.29,0.4942146122455597,0.1988344594836235,0.15538473680615425,0.28193710058927535,0.01467066773213446,0.03539821490645409,7.249537064152898,0.2823622,1.2729645856548304,14
resnet50,CNN,n03697007,lumbermill,0.78,0.96,0.3469333333333333,0.5232,0.4330666666666667,0.5552136752136753,0.6530666666666667,1.351727031044775,-0.09106666666666666,0.37622247958555816,0.1424511231816393,0.5773333333333334,0.5630000000000001,0.236,0.392,0.20266666666666666,0.217,0.544,0.388,0.39745871126651766,0.2142891001701355,0.1530824825167656,0.36171372652053835,0.02585090007632971,0.04966963037848473,7.425154844960044,0.39046719999999996,0.8839666831131686,12
resnet50,CNN,n03146219,cuirass,0.56,0.96,0.24933333333333332,0.5626666666666666,0.31066666666666676,0.5547619047619049,0.7506666666666667,0.9696810290438198,-0.0708,0.24382633783738125,0.10292733997158256,0.3400000000000001,0.393,0.20900000000000007,0.30800000000000005,0.22,0.167,0.351,0.252,0.37628826856613157,0.19776576936244963,0.14305567771196365,0.3530667647719383,0.018835619166493414,0.040395387187600135,7.37927619065945,0.14225040000000003,1.4162868233346828,7
resnet50,CNN,n02808440,bathtub,0.44,0.88,0.196,0.4896,0.244,0.5545454545454546,0.804,0.7615949713090943,-0.058800000000000005,0.22377278907573778,0.0813157650541339,0.30133333333333334,0.29800000000000004,0.211,0.18,0.13866666666666666,0.142,0.229,0.26,0.5321240985393524,0.22054652392864227,0.13441092379391192,0.2473102280497551,0.009016859236580785,0.028941139969974758,7.100074019972206,0.1411992,1.4721712493801262,13
resnet50,CNN,n02097474,Tibetan_terrier,0.82,1.0,0.36533333333333334,0.6984,0.4546666666666666,0.5544715447154471,0.6346666666666667,1.419146913750826,-0.10266666666666666,0.3607294810190797,0.14023088117724786,0.5599999999999999,0.591,0.31099999999999994,0.38299999999999995,0.26,0.229,0.509,0.437,0.44245500206947325,0.22006728053092955,0.13517050951719284,0.2862696677446365,0.010720779113471508,0.04051364131271839,7.517338216220594,0.3138404,1.165431503505469,4
resnet50,CNN,n09246464,cliff,0.66,1.0,0.2949333333333333,0.5805333333333333,0.3650666666666667,0.5531313131313131,0.7050666666666667,1.1394792521553554,-0.08133333333333334,0.31307927556335924,0.10966100821771246,0.48000000000000004,0.544,0.14100000000000001,0.324,0.18,0.116,0.519,0.336,0.49404961347579956,0.18727468311786652,0.15855964615941048,0.2679855951666832,0.013305418398231269,0.044335821345448494,7.203753118207155,0.3008178,1.2524136262850036,10
resnet50,CNN,n04208210,shovel,0.76,0.9,0.34053333333333335,0.5125333333333333,0.41946666666666665,0.5519298245614035,0.6594666666666666,1.309277475266891,-0.08133333333333333,0.3671968446346,0.13762649776457786,0.404,0.647,0.19600000000000006,0.427,0.356,0.113,0.564,0.333,0.467872377038002,0.2243363493680954,0.1390880714915693,0.26515065409243105,0.02334323722869158,0.051968917809426786,7.327156114952881,0.3549784,1.0700123844371887,12
resnet50,CNN,n02791270,barbershop,0.7,0.94,0.3144,0.5165333333333333,0.38559999999999994,0.5508571428571428,0.6856,1.2035697579376505,-0.06506666666666666,0.33817518923431633,0.12761614000981883,0.46533333333333327,0.524,0.137,0.43599999999999994,0.23466666666666666,0.176,0.563,0.264,0.46251668691635134,0.26101420938968656,0.13861390382051467,0.25183417797088625,0.0213192433770746,0.04800073027610779,7.446983545827712,0.27783640000000004,1.3170483831888016,11
resnet50,CNN,n03843555,oil_filter,0.72,0.92,0.3234666666666667,0.5157333333333334,0.3965333333333333,0.5507407407407408,0.6765333333333333,1.2376958714061455,-0.09133333333333334,0.39521111712558193,0.1363215388963697,0.47866666666666663,0.474,0.31899999999999995,0.33499999999999996,0.24133333333333334,0.246,0.401,0.385,0.3773341378569603,0.22994535207748412,0.13559316009283065,0.2742675793170929,0.02138087961822748,0.037485305592417716,7.302863113327484,0.366206,1.0924461634420073,13
resnet50,CNN,n03866082,overskirt,0.38,0.82,0.17093333333333333,0.48,0.20906666666666668,0.5501754385964912,0.8290666666666666,0.6525578770560984,-0.053733333333333334,0.1462275553308427,0.0637805774640568,0.3,0.281,0.161,0.11699999999999999,0.08,0.099,0.219,0.263,0.44806470394134523,0.20233429223299026,0.1598159119486809,0.3009366384148598,0.014100214214995504,0.03969241835176945,7.205922309590997,0.16519219999999998,1.6826852889094521,14
resnet50,CNN,n02109047,Great_Dane,0.78,0.92,0.3509333333333333,0.5685333333333333,0.4290666666666667,0.5500854700854702,0.6490666666666667,1.3392418675806916,-0.08600000000000001,0.3005199084524065,0.1334848657673787,0.5093333333333334,0.589,0.239,0.399,0.27066666666666667,0.191,0.541,0.381,0.45864973187446595,0.2264324814081192,0.12753838241100313,0.27242024928331376,0.01475208591669798,0.042551553323864934,7.412688480323681,0.3029598,0.9980250493645603,9
resnet50,CNN,n03777754,modem,0.74,0.9,0.3330666666666667,0.5264,0.4069333333333333,0.5499099099099098,0.6669333333333334,1.2701572964127628,-0.09426666666666668,0.34788036402082073,0.12990036197853036,0.44266666666666665,0.448,0.388,0.358,0.29733333333333334,0.292,0.352,0.382,0.39294328540563583,0.2326470810174942,0.11658324241638184,0.2782213771343231,0.01608729939907789,0.02376602040603757,6.383878567821793,0.3469076,1.176094363168262,9
resnet50,CNN,n01667114,mud_turtle,0.64,0.98,0.2896,0.6010666666666666,0.3504,0.5475,0.7103999999999999,1.0937003194537158,-0.076,0.2800960919819772,0.12247079120270399,0.38933333333333336,0.452,0.22500000000000003,0.34500000000000003,0.25066666666666665,0.188,0.415,0.295,0.4310078930854797,0.21145365357398987,0.142119382917881,0.3570704734325409,0.01441785587463528,0.04059326056391001,7.263347642765919,0.24737659999999997,1.3161882597878807,7
resnet50,CNN,n01755581,diamondback,0.78,0.96,0.35306666666666664,0.5461333333333334,0.4269333333333334,0.5473504273504274,0.6469333333333334,1.3325831137331805,-0.08493333333333333,0.33057392206043007,0.14499544915971926,0.49733333333333335,0.577,0.11299999999999999,0.538,0.2826666666666667,0.203,0.667,0.242,0.4706872344017029,0.17394163995981216,0.10499902233481408,0.23258993268013,0.02638294826261699,0.06421728119254112,7.293218931118816,0.29518900000000003,1.1352205456072175,9
resnet50,CNN,n04597913,wooden_spoon,0.78,0.96,0.35306666666666664,0.5464,0.4269333333333334,0.5473504273504274,0.6469333333333334,1.3325831137331805,-0.08693333333333333,0.34268343676347285,0.12817109769852633,0.49600000000000005,0.46900000000000003,0.29100000000000004,0.46900000000000003,0.284,0.311,0.489,0.311,0.4145601326227188,0.20323439121246337,0.21156622648239135,0.4962678521871567,0.011477423054166137,0.02914000704884529,7.195675858476412,0.3034664,1.2276947211384381,11
resnet50,CNN,n04330267,stove,0.66,0.94,0.30133333333333334,0.5197333333333334,0.3586666666666667,0.5434343434343435,0.6986666666666667,1.1195029906128218,-0.07666666666666667,0.2257615177100524,0.10400696830940234,0.3493333333333334,0.468,0.29200000000000004,0.323,0.31066666666666665,0.192,0.368,0.337,0.3894798555970192,0.21929693400859832,0.15737304359674453,0.25990054100751875,0.017251595761626957,0.035113395527005195,7.056920998784428,0.20975199999999997,1.448716069939724,15
resnet50,CNN,n01773797,garden_spider,0.6,0.98,0.27413333333333334,0.7946666666666666,0.32586666666666664,0.5431111111111111,0.7258666666666667,1.0171246502073368,-0.060933333333333325,0.32839881028048695,0.15438558436497113,0.4013333333333333,0.44999999999999996,0.05599999999999994,0.415,0.19866666666666666,0.15,0.544,0.185,0.4252206787467003,0.18521971255540848,0.14890797808766365,0.35333520263433454,0.015433138655498623,0.033217042312026025,6.904949643270485,0.2954576,1.1436180514873646,5
resnet50,CNN,n03045698,cloak,0.5,0.78,0.2288,0.4888,0.2712,0.5424,0.7712,0.8464940828648622,-0.048799999999999996,0.20541140655172055,0.08763150081795074,0.23199999999999998,0.325,0.252,0.266,0.268,0.175,0.248,0.234,0.38994943737983706,0.23285205602645875,0.15466782748699187,0.3359540481492877,0.020885290447622537,0.03785775065422058,7.232958765157543,0.20925340000000003,1.5302896142759699,17
resnet50,CNN,n04462240,toyshop,0.72,0.92,0.3296,0.5309333333333334,0.39039999999999997,0.5422222222222222,0.6704,1.2185519540945509,-0.07946666666666666,0.3481300465785898,0.13924473236396148,0.5386666666666666,0.5489999999999999,0.16399999999999992,0.347,0.18133333333333335,0.171,0.556,0.373,0.42790508151054385,0.230079727768898,0.22396941632032394,0.38983353316783903,0.02505002450197935,0.05642559543251991,7.611757853148245,0.3449997999999999,1.2147663886026059,13
resnet50,CNN,n02090721,Irish_wolfhound,0.8,0.88,0.3685333333333333,0.5861333333333333,0.4314666666666667,0.5393333333333333,0.6314666666666666,1.3467329656591418,-0.0984,0.3266169088857714,0.14461467283817858,0.5266666666666667,0.5710000000000001,0.254,0.398,0.2733333333333333,0.229,0.546,0.402,0.43029462575912475,0.21010563910007476,0.13495055273175238,0.2921630677580833,0.014921989357098937,0.043872526213526726,7.3449737635514625,0.3209026,0.8669105745133296,8
resnet50,CNN,n03089624,confectionery,0.62,0.94,0.28586666666666666,0.5530666666666667,0.33413333333333334,0.5389247311827957,0.7141333333333333,1.0429273213664427,-0.06786666666666667,0.3135125821607653,0.12140285522313687,0.472,0.431,0.08199999999999996,0.386,0.148,0.189,0.538,0.234,0.4296811646223068,0.21457877576351167,0.2344281965494156,0.3888848507404327,0.034102134360000494,0.06587834089994431,7.560341702595379,0.2888208,1.258487686164901,10
resnet50,CNN,n04296562,stage,0.78,0.9,0.3605333333333333,0.5629333333333333,0.4194666666666667,0.5377777777777778,0.6394666666666666,1.3092774752668912,-0.0904,0.3678947765380144,0.13476992367569662,0.504,0.599,0.20200000000000007,0.394,0.276,0.181,0.578,0.386,0.296367649435997,0.23315900444984436,0.1782892356812954,0.4245712783932686,0.03711815690621734,0.0403421713411808,6.967916055458416,0.342298,1.1741948910894628,10
resnet50,CNN,n09399592,promontory,0.58,0.96,0.26826666666666665,0.5922666666666667,0.3117333333333333,0.5374712643678161,0.7317333333333333,0.973010405967575,-0.0728,0.21249650793150063,0.08976852977514495,0.42799999999999994,0.344,0.32699999999999996,0.17699999999999994,0.152,0.236,0.253,0.403,0.5155357813835144,0.19555569916963578,0.16730640649795533,0.2875651204586029,0.009043205643538386,0.030629204250872136,7.088564156026536,0.1867148,1.5347157088446042,10
resnet50,CNN,n02412080,ram,0.78,1.0,0.36106666666666665,0.7098666666666666,0.4189333333333334,0.5370940170940172,0.6389333333333334,1.3076127868050134,-0.07546666666666668,0.3362060722708702,0.17326547241219473,0.47600000000000003,0.507,0.22099999999999997,0.48600000000000004,0.304,0.273,0.559,0.294,0.4825010395050049,0.2080811530351639,0.1204059761762619,0.281706215441227,0.01467657171189785,0.05059025503695011,7.513525219460353,0.2264594,0.9431875935050119,3
resnet50,CNN,n01729322,hognose_snake,0.72,0.86,0.3333333333333333,0.5768,0.38666666666666666,0.5370370370370371,0.6666666666666667,1.2068991348614062,-0.09079999999999999,0.35168611917179077,0.1448888094973401,0.48666666666666664,0.54,0.131,0.414,0.23333333333333334,0.18,0.589,0.306,0.4499033999443054,0.1952526295185089,0.13579621464014052,0.3226758137345314,0.021325272768735887,0.05479655914008617,7.402921857415127,0.39563799999999993,0.8716509801178195,10
resnet50,CNN,n03666591,lighter,0.74,0.96,0.3432,0.5493333333333333,0.3968,0.5362162162162162,0.6568,1.2385282156370845,-0.08426666666666668,0.3230010366719216,0.13438132220364443,0.43066666666666664,0.39799999999999996,0.347,0.42,0.30933333333333335,0.342,0.393,0.32,0.36958124220371247,0.21530362844467163,0.22169509202241897,0.4396258240938187,0.012019334258511663,0.029068407118320466,7.094520738567642,0.29716119999999996,1.1548171504001405,12
resnet50,CNN,n10148035,groom,0.74,0.92,0.3432,0.49573333333333336,0.3968,0.5362162162162162,0.6568,1.2385282156370845,-0.08746666666666666,0.3929598508402705,0.13005185942242675,0.536,0.518,0.16600000000000004,0.40199999999999997,0.204,0.222,0.574,0.338,0.4258584290742874,0.2581358963251114,0.1897760285437107,0.38436165675520895,0.01661583060398698,0.04255717165768146,7.480496628086172,0.3889588,0.9819720965866304,14
resnet50,CNN,n01986214,hermit_crab,0.98,1.0,0.456,0.5968,0.524,0.5346938775510205,0.544,1.6355564137949403,-0.1248,0.3903900706768036,0.16629286122074502,0.6693333333333333,0.633,0.267,0.563,0.31066666666666665,0.347,0.713,0.417,0.4891540145874023,0.21437069475650788,0.1568409276008606,0.3296159629523754,0.011194966863840819,0.04019156649708748,7.272881441123198,0.37198040000000004,0.5440157206522611,2
resnet50,CNN,n02910353,buckle,0.64,0.8,0.2986666666666667,0.4690666666666667,0.3413333333333333,0.5333333333333333,0.7013333333333334,1.065400615601793,-0.0748,0.29052812936250116,0.12456101598676173,0.2853333333333333,0.447,0.265,0.35400000000000004,0.3546666666666667,0.193,0.375,0.286,0.4639391049742699,0.2562031537294388,0.1530353644490242,0.2830657394230366,0.02008932011667639,0.035868700966238974,6.7800403607786,0.308105,1.231747369984313,18
resnet50,CNN,n04476259,tray,0.68,0.88,0.3176,0.5642666666666667,0.36240000000000006,0.5329411764705883,0.6824,1.1311558098459664,-0.08213333333333332,0.33147186166606846,0.1377244755091126,0.4266666666666667,0.4700000000000001,0.22300000000000003,0.34600000000000003,0.25333333333333335,0.21,0.457,0.334,0.463455650806427,0.2158046692609787,0.20816805481910705,0.4116824069619179,0.014525269251316785,0.04188261963427067,7.248458027619745,0.3445112,1.2216333051939114,17
resnet50,CNN,n07615774,ice_lolly,0.9,1.0,0.4205333333333333,0.5882666666666667,0.4794666666666667,0.5327407407407407,0.5794666666666667,1.496554927228144,-0.1068,0.3831112607941031,0.15182804152715249,0.5746666666666667,0.535,0.32900000000000007,0.503,0.3253333333333333,0.365,0.571,0.397,0.44166716158390046,0.21392674177885054,0.23323652267456055,0.3861275112628937,0.009978859070688486,0.032052182853221894,7.401855104364315,0.35889740000000003,0.8379287291164875,6
resnet50,CNN,n04557648,water_bottle,0.64,0.8,0.2992,0.4746666666666667,0.3408,0.5325,0.7008,1.0637359271399154,-0.07239999999999999,0.2458465615258319,0.11200246735751372,0.396,0.401,0.20700000000000002,0.373,0.244,0.239,0.433,0.267,0.4225841915607452,0.20550922334194183,0.21464364275336265,0.34413846865296366,0.017862048465758562,0.038276096917688844,7.163631384250123,0.21454739999999997,1.4364558524560984,18
resnet50,CNN,n04136333,sarong,0.7,0.9,0.3274666666666667,0.49093333333333333,0.37253333333333327,0.5321904761904761,0.6725333333333333,1.1627848906216443,-0.0772,0.3310577354457928,0.11875395562745199,0.5413333333333332,0.5339999999999999,0.10999999999999999,0.347,0.15866666666666668,0.166,0.59,0.353,0.4435311782360077,0.21104962050914763,0.22709465265274048,0.33044405877590177,0.016512979846447708,0.04323730573058129,7.354743589368053,0.30614820000000004,1.2345175525880459,15
resnet50,CNN,n03481172,hammer,0.64,0.92,0.29973333333333335,0.5021333333333333,0.34026666666666666,0.5316666666666666,0.7002666666666666,1.0620712386780375,-0.0712,0.260449271206744,0.11428641279430284,0.3906666666666667,0.438,0.21800000000000003,0.327,0.24933333333333332,0.202,0.422,0.313,0.47468529105186463,0.21134824216365813,0.13179873630404473,0.26783900156617163,0.010812866855412722,0.03567722525447607,7.117164628484794,0.2514286,1.3434855640723784,18
resnet50,CNN,n03188531,diaper,0.74,0.92,0.3466666666666667,0.5285333333333333,0.3933333333333333,0.5315315315315315,0.6533333333333333,1.2277077406348786,-0.11440000000000002,0.3391441420535557,0.1288626727215596,0.528,0.437,0.317,0.325,0.212,0.303,0.423,0.415,0.48427013218402865,0.20238027453422547,0.1671533876657486,0.3038780510425568,0.007822266421280802,0.02939091242849827,7.11853948836748,0.32306959999999996,1.2299546049543428,14
resnet50,CNN,n07583066,guacamole,0.8,0.98,0.3757333333333333,0.5642666666666667,0.42426666666666674,0.5303333333333334,0.6242666666666667,1.3242596714237915,-0.10906666666666667,0.31463421296328303,0.13025588944081096,0.6226666666666667,0.48600000000000004,0.2320000000000001,0.406,0.17733333333333334,0.314,0.568,0.394,0.42509051084518434,0.21691942512989043,0.2655554485321045,0.5751565182209015,0.014011845514178277,0.04194543316960335,7.42958112662049,0.29642479999999993,0.9047197910697665,7
resnet50,CNN,n03908618,pencil_box,0.74,0.98,0.3488,0.5784,0.3912,0.5286486486486487,0.6512,1.2210489867873675,-0.09146666666666667,0.40779572062194347,0.152049283557164,0.4613333333333333,0.475,0.22099999999999997,0.425,0.2786666666666667,0.265,0.519,0.315,0.5119110715389251,0.20467923432588578,0.2637044176459312,0.3763043421506882,0.013935183561407029,0.037791009098291396,6.956072278271341,0.38051399999999996,1.128261888849942,10
resnet50,CNN,n02869837,bonnet,0.74,0.88,0.3490666666666667,0.5610666666666667,0.3909333333333333,0.5282882882882882,0.6509333333333334,1.2202166425564285,-0.09746666666666667,0.3267887220066041,0.1326020063849544,0.5386666666666666,0.495,0.22699999999999998,0.33999999999999997,0.20133333333333334,0.245,0.513,0.4,0.5346321046352387,0.21186073690652849,0.21230296969413756,0.3374005700647831,0.009000165462493897,0.036794036626815796,7.263264543185427,0.3119986,1.1860094448747942,14
resnet50,CNN,n02097658,silky_terrier,0.74,0.98,0.34933333333333333,0.6488,0.39066666666666666,0.527927927927928,0.6506666666666667,1.2193842983254897,-0.08773333333333333,0.34543513422831895,0.14468150282187897,0.5733333333333334,0.386,0.23199999999999998,0.417,0.16666666666666666,0.354,0.508,0.323,0.42966086745262144,0.22494853407144547,0.14580004841089247,0.35503630340099335,0.013140215016901493,0.04102790154516697,7.405506711038723,0.3258622,1.021285026320088,5
resnet50,CNN,n03141823,crutch,0.56,0.8,0.26453333333333334,0.4176,0.2954666666666667,0.5276190476190477,0.7354666666666667,0.9222374078803023,-0.06573333333333334,0.23651171692647036,0.10175253893290642,0.31600000000000006,0.42600000000000005,0.15300000000000008,0.29200000000000004,0.244,0.134,0.407,0.268,0.5080088365077973,0.21177038967609405,0.15169942520558835,0.2599991998076439,0.014484009617008268,0.03593345738947391,6.906488351904667,0.2406522,1.2967096014173365,20
resnet50,CNN,n01945685,slug,0.88,0.96,0.41573333333333334,0.5469333333333334,0.46426666666666666,0.5275757575757576,0.5842666666666667,1.4491113060646263,-0.10679999999999998,0.356988593749702,0.16326423918669652,0.5800000000000001,0.5589999999999999,0.271,0.476,0.3,0.321,0.609,0.404,0.41003858208656313,0.1954902121424675,0.16667279094457627,0.3736586181819439,0.020688719907775523,0.04548090234398842,7.317681500221404,0.35901580000000005,0.6997127707363662,6
resnet50,CNN,n03063599,coffee_mug,0.54,0.8,0.2554666666666667,0.504,0.28453333333333336,0.5269135802469136,0.7445333333333333,0.8881112944118074,-0.06466666666666668,0.20039205911103633,0.08455329497493605,0.3106666666666667,0.29500000000000004,0.266,0.273,0.22933333333333333,0.245,0.274,0.267,0.4699612033367157,0.22715764999389648,0.22443834945559502,0.43793967485427854,0.012264112108387053,0.03388187915086746,7.3723919053781355,0.17935679999999998,1.5968748700701771,15
resnet50,CNN,n01682714,American_chameleon,0.84,1.0,0.3984,0.7216,0.4416,0.5257142857142857,0.6016,1.3783620464348199,-0.0984,0.27630438864231105,0.1486981724101002,0.49066666666666664,0.564,0.29799999999999993,0.426,0.34933333333333333,0.276,0.542,0.414,0.46847861528396606,0.18680207043886185,0.21941998854279518,0.4655517891049385,0.00953339328058064,0.03245344303548336,7.136872743915904,0.11299580000000002,1.1773875693267555,3
resnet50,CNN,n03529860,home_theater,0.76,0.96,0.3605333333333333,0.6165333333333334,0.3994666666666667,0.5256140350877193,0.6394666666666666,1.2468516579464737,-0.0872,0.3249720218474977,0.13399803282538483,0.32933333333333337,0.518,0.363,0.37,0.43066666666666664,0.242,0.397,0.39,0.37650708109140396,0.2380556881427765,0.16435756385326386,0.33033367156982424,0.016976102869957686,0.03131975218653679,7.1737748540545825,0.2716116,1.357760378331727,7
resnet50,CNN,n03032252,cinema,0.78,0.9,0.3701333333333333,0.5309333333333334,0.4098666666666667,0.5254700854700856,0.6298666666666667,1.2793130829530908,-0.09706666666666666,0.3260900865518488,0.13936301110517862,0.4266666666666667,0.525,0.263,0.42900000000000005,0.35333333333333333,0.255,0.517,0.351,0.39842841237783433,0.23535485148429872,0.17185666248202325,0.36299050360918045,0.03167829556390643,0.0420724505931139,7.170524220830393,0.31864240000000005,1.053653833944546,9
resnet50,CNN,n03938244,pillow,0.84,0.96,0.3989333333333333,0.5965333333333334,0.44106666666666666,0.5250793650793651,0.6010666666666666,1.376697357972942,-0.09133333333333334,0.4151427408866584,0.1739974455086223,0.4533333333333333,0.69,0.18699999999999994,0.43699999999999994,0.38666666666666666,0.15,0.653,0.403,0.5720734786987305,0.20686084657907486,0.2361193898320198,0.3188831740617752,0.012168278722092508,0.042264170348644256,7.311767358390053,0.40692819999999996,0.9156841232361391,9
resnet50,CNN,n01883070,wombat,0.86,0.94,0.40853333333333336,0.5362666666666667,0.4514666666666666,0.5249612403100775,0.5914666666666666,1.409158782979559,-0.10786666666666664,0.3810626532661263,0.16476060253192357,0.52,0.633,0.256,0.414,0.34,0.227,0.604,0.446,0.44418293595314023,0.1937001496553421,0.10979332864284515,0.22314352333545684,0.012401066161692143,0.04186964526772499,7.350290825486828,0.40792719999999993,0.5143133161221044,5
resnet50,CNN,n03291819,envelope,0.64,0.84,0.3042666666666667,0.5789333333333333,0.33573333333333333,0.5245833333333333,0.6957333333333333,1.0479213867520762,-0.05053333333333334,0.29561775037203913,0.10617383751648202,0.3,0.522,0.201,0.311,0.34,0.118,0.439,0.329,0.5654737877845765,0.17925850689411163,0.18929324060678482,0.29174332424998284,0.008707311851903796,0.03187895230948925,6.604834922033583,0.29288420000000004,1.3431164342857125,16
resnet50,CNN,n02236044,mantis,0.9,0.96,0.4282666666666667,0.5944,0.47173333333333334,0.5241481481481481,0.5717333333333333,1.4724169445309157,-0.1,0.38411945072934034,0.17058540058556632,0.5960000000000001,0.48500000000000004,0.32600000000000007,0.511,0.304,0.415,0.574,0.389,0.4286680269241333,0.1794981586933136,0.21480961114168168,0.4994864052534103,0.008940728101879358,0.02758745428174734,6.847672007766903,0.34627900000000006,0.8323070210141986,5
resnet50,CNN,n04162706,seat_belt,0.86,0.94,0.4093333333333333,0.5525333333333333,0.45066666666666666,0.524031007751938,0.5906666666666667,1.4066617502867425,-0.11960000000000001,0.4945829059090465,0.1650681604724125,0.5506666666666666,0.504,0.368,0.40499999999999997,0.30933333333333335,0.356,0.492,0.455,0.37277370154857636,0.2456732138991356,0.1437315537035465,0.2783476088941097,0.012821674095466733,0.030472578704357146,7.127234753134253,0.4775404,0.7779762304913969,8
resnet50,CNN,n02894605,breakwater,0.7,0.94,0.3333333333333333,0.6018666666666667,0.36666666666666664,0.5238095238095238,0.6666666666666667,1.1444733175409887,-0.0964,0.36976829877588896,0.14467904633709305,0.3493333333333333,0.479,0.25599999999999995,0.37799999999999995,0.3506666666666667,0.221,0.444,0.322,0.5211608469486236,0.21130430042743684,0.11136880919337272,0.21149497836828232,0.011120212553068996,0.03396987222135067,6.928474980463531,0.3405154,1.1596922868034,12
resnet50,CNN,n01950731,sea_slug,0.94,0.98,0.4496,0.6610666666666667,0.49039999999999995,0.5217021276595745,0.5504,1.5306810406966385,-0.09946666666666668,0.4802912774961442,0.204258634602195,0.7026666666666666,0.572,0.2919999999999999,0.44799999999999995,0.23733333333333334,0.368,0.648,0.492,0.4136959701776505,0.20736795395612717,0.21741509348154067,0.46916514694690703,0.015882220417261124,0.04219258025288582,7.392020381226951,0.4474508000000001,0.5448026364487777,4
resnet50,CNN,n01984695,spiny_lobster,0.88,0.94,0.42133333333333334,0.552,0.45866666666666667,0.5212121212121212,0.5786666666666667,1.4316320772149096,-0.10706666666666664,0.41195494642946867,0.18142163771291425,0.45066666666666666,0.694,0.18000000000000005,0.508,0.42933333333333334,0.186,0.7,0.372,0.39349639028310773,0.17961721628904342,0.20221727326512337,0.44013439744710925,0.028968256944790483,0.050154834613204004,7.18833767441961,0.38981720000000003,0.7645175495446856,5
resnet50,CNN,n09428293,seashore,0.48,0.88,0.23013333333333333,0.48693333333333333,0.24986666666666665,0.5205555555555555,0.7698666666666667,0.77990654438975,-0.0508,0.21069578439113681,0.0741444012042833,0.376,0.285,0.243,0.127,0.104,0.195,0.237,0.353,0.4815139412879944,0.21228304356336594,0.16183991715312004,0.28947944298386574,0.011710982668446376,0.032983671426773074,7.158160850785037,0.21399820000000003,1.5678925723779091,16
resnet50,CNN,n03868863,oxygen_mask,0.62,0.9,0.29733333333333334,0.528,0.32266666666666666,0.5204301075268817,0.7026666666666667,1.00713651943607,-0.07613333333333333,0.2380521941091865,0.11659592548239545,0.42533333333333334,0.419,0.20400000000000001,0.268,0.19466666666666665,0.201,0.416,0.352,0.44478753447532654,0.24198526263237,0.14408479034900665,0.29207631886005403,0.012111762147396803,0.03380740582942963,7.253173785114923,0.24629500000000001,1.1191668268933828,11
resnet50,CNN,n02939185,caldron,0.7,0.92,0.33573333333333333,0.5386666666666666,0.3642666666666666,0.5203809523809524,0.6642666666666667,1.1369822194625385,-0.06599999999999999,0.2684244377026334,0.13002722433987554,0.408,0.46399999999999997,0.22599999999999998,0.36999999999999994,0.292,0.236,0.474,0.33,0.4090286803245544,0.23960934817790985,0.15656287252902984,0.3191415923833847,0.021468970617279412,0.04737718030810356,7.503284292023482,0.274425,1.3205394872487084,10
resnet50,CNN,n04154565,screwdriver,0.5,0.8,0.24026666666666666,0.43546666666666667,0.25973333333333337,0.5194666666666667,0.7597333333333334,0.8107032809344896,-0.057999999999999996,0.22432680898811663,0.08804589858309089,0.29200000000000004,0.31,0.15300000000000002,0.29200000000000004,0.208,0.19,0.347,0.208,0.4615160572528839,0.21920958697795867,0.19255008183419706,0.34892584413290023,0.011887948964722455,0.030745600685477256,7.036215704136716,0.23773860000000002,1.4209522472621352,24
resnet50,CNN,n02747177,ashcan,0.66,0.92,0.31733333333333336,0.5312,0.3426666666666667,0.5191919191919192,0.6826666666666666,1.0695623367564877,-0.0704,0.28075471733696755,0.11100191909365817,0.2786666666666667,0.462,0.258,0.35600000000000004,0.38133333333333336,0.198,0.402,0.304,0.4440820682048798,0.21264440298080445,0.1768838396668434,0.32082215800881386,0.012728269444778562,0.03355476938188076,7.304695303335244,0.2498888,1.3665740409657547,17
