grupa,klasa,corruption,severity,prob_spadek,iou_spadek
podatne,paper_towel,glass_blur,3,0.4397134103346616,0.4632110864405482
podatne,paper_towel,glass_blur,4,0.44072262616828084,0.5325339961982747
podatne,paper_towel,glass_blur,5,0.44052901747636497,0.5346765951233756
podatne,paper_towel,motion_blur,1,0.22451739013195038,0.26486860304287685
podatne,paper_towel,motion_blur,2,0.32686660438776016,0.4239190143608256
podatne,paper_towel,motion_blur,3,0.2783001810312271,0.305016044587063
podatne,paper_towel,motion_blur,4,0.4228543620556593,0.4174091303319404
podatne,paper_towel,motion_blur,5,0.4400764633901417,0.2433047435673027
podatne,paper_towel,zoom_blur,1,0.2937958240509033,0.3453960926551809
podatne,paper_towel,zoom_blur,2,0.2975906580686569,0.42905220317758475
podatne,paper_towel,zoom_blur,3,0.33487313240766525,0.4279448621553885
podatne,paper_towel,zoom_blur,4,0.34028779715299606,0.3935974389755902
podatne,paper_towel,zoom_blur,5,0.3096463084220886,0.40647824706255953
podatne,paper_towel,snow,1,0.33930671215057373,0.4209657124882038
podatne,paper_towel,snow,2,0.4328061817213893,0.4813497768026027
podatne,paper_towel,snow,3,0.4091520868241787,0.5793757519994338
podatne,paper_towel,snow,4,0.4400804531760514,0.7221797810033104
podatne,paper_towel,snow,5,0.440999296028167,0.6928334309705135
podatne,paper_towel,frost,1,0.1321793794631958,0.4774330577258591
podatne,paper_towel,frost,2,0.4075513444840908,0.6373387644263409
podatne,paper_towel,frost,3,-0.030688554048538208,0.5476121562952243
podatne,paper_towel,frost,4,0.2424628883600235,0.6648040976518326
podatne,paper_towel,frost,5,0.39700187370181084,0.7122602168473728
podatne,paper_towel,fog,1,0.03580188751220703,0.3532693412092871
podatne,paper_towel,fog,2,-0.08375823497772217,0.3232812630523766
podatne,paper_towel,fog,3,0.11786207556724548,0.4242424242424242
podatne,paper_towel,fog,4,0.3974473513662815,0.5831862779699302
podatne,paper_towel,fog,5,0.43564599426463246,0.5468761311807717
podatne,paper_towel,brightness,1,-0.0712236762046814,0.41277874426696193
podatne,paper_towel,brightness,2,-0.04169195890426636,0.452078032230704
podatne,paper_towel,brightness,3,0.2388743907213211,0.4716579167617744
podatne,paper_towel,brightness,4,0.42034340649843216,0.5015304217991787
podatne,paper_towel,brightness,5,0.4156843554228544,0.4868896925858951
podatne,paper_towel,contrast,1,0.03612428903579712,0.15667187069519695
podatne,paper_towel,contrast,2,0.059784144163131714,0.14902250092216895
podatne,paper_towel,contrast,3,0.03034120798110962,0.14832227138643073
podatne,paper_towel,contrast,4,0.16157686710357666,0.33466069354571093
podatne,paper_towel,contrast,5,0.036994725465774536,0.36547231270358305
podatne,paper_towel,elastic_transform,1,0.3271605372428894,0.3738151178805801
podatne,paper_towel,elastic_transform,2,0.37012767791748047,0.3204752740356456
podatne,paper_towel,elastic_transform,3,0.40355751290917397,0.44028285026031544
podatne,paper_towel,elastic_transform,4,0.406948447227478,0.32914342795305085
podatne,paper_towel,elastic_transform,5,0.4219831880182028,0.38519710378117455
podatne,paper_towel,pixelate,1,0.20914049446582794,0.3485272338324832
podatne,paper_towel,pixelate,2,0.25717756152153015,0.3083017277707544
podatne,paper_towel,pixelate,3,0.24647530913352966,0.31398572028559424
podatne,paper_towel,pixelate,4,0.31736867129802704,0.411522633744856
podatne,paper_towel,pixelate,5,0.3350987136363983,0.4120253164556962
podatne,paper_towel,jpeg_compression,1,-0.16941946744918823,0.34402308326463316
podatne,paper_towel,jpeg_compression,2,0.03422477841377258,0.3379978471474704
podatne,paper_towel,jpeg_compression,3,-0.022509664297103882,0.41890508074044897
podatne,paper_towel,jpeg_compression,4,0.10951980948448181,0.4180915609487038
podatne,paper_towel,jpeg_compression,5,0.12757530808448792,0.4696553827386398
podatne,velvet,gaussian_noise,1,0.005954877124167979,0.1397583745194948
podatne,velvet,gaussian_noise,2,0.00638882810017094,0.3334440385254068
podatne,velvet,gaussian_noise,3,0.006281953596044332,0.45830133620027647
podatne,velvet,gaussian_noise,4,0.0064064473554026335,0.6589209401709402
podatne,velvet,gaussian_noise,5,0.00636960007250309,0.8912334972104071
podatne,velvet,shot_noise,1,0.004900363273918629,0.12358605216415819
podatne,velvet,shot_noise,2,0.00585710268933326,0.18828414116797543
podatne,velvet,shot_noise,3,0.005979045119602233,0.31610738255033555
podatne,velvet,shot_noise,4,0.0057357484474778175,0.5605877759636544
podatne,velvet,shot_noise,5,0.00620892591541633,0.605917488540075
podatne,velvet,impulse_noise,1,0.005541004706174135,0.3485272338324832
podatne,velvet,impulse_noise,2,0.006187637394759804,0.3889557749418091
podatne,velvet,impulse_noise,3,0.0062456182786263525,0.46050007669888016
podatne,velvet,impulse_noise,4,0.006423302518669516,0.7203876067831188
podatne,velvet,impulse_noise,5,0.005802551982924342,0.8710276168513414
podatne,velvet,defocus_blur,1,0.005412448430433869,0.2170900692840647
podatne,velvet,defocus_blur,2,0.005909892497584224,0.22904535027351336
podatne,velvet,defocus_blur,3,0.005917335627600551,0.4866169041694941
podatne,velvet,defocus_blur,4,0.005569065106101334,0.5404304828388597
podatne,velvet,defocus_blur,5,0.004876043647527695,0.6114147353856797
podatne,velvet,glass_blur,1,0.004138974007219076,0.42811301557486103
podatne,velvet,glass_blur,2,0.003721608780324459,0.3817815397017331
podatne,velvet,glass_blur,3,0.0034001818858087063,0.4726830010652868
podatne,velvet,glass_blur,4,0.0020151552744209766,0.4331650485436893
podatne,velvet,glass_blur,5,0.004820449743419886,0.539155749636099
podatne,velvet,motion_blur,1,0.004588743904605508,0.14765596160944994
podatne,velvet,motion_blur,2,0.0060155296814627945,0.31398572028559424
podatne,velvet,motion_blur,3,0.006419993180315942,0.27486033519553077
podatne,velvet,motion_blur,4,0.006283483002334833,0.30200490652229084
podatne,velvet,motion_blur,5,0.0063543018768541515,0.3929543634907926
podatne,velvet,zoom_blur,1,0.005683378432877362,0.20961555615020966
podatne,velvet,zoom_blur,2,0.005975785665214062,0.2892695815222024
podatne,velvet,zoom_blur,3,0.006205405981745571,0.34252683732452516
podatne,velvet,zoom_blur,4,0.006384724110830575,0.6087197615581895
podatne,velvet,zoom_blur,5,0.006416611693566665,0.5949881002379953
podatne,velvet,snow,1,0.005562028614804149,0.2895611418832552
podatne,velvet,snow,2,0.005541998776607215,0.8202656635711767
podatne,velvet,snow,3,0.006669276568572968,0.6074649646177328
podatne,velvet,snow,4,0.006672237199381925,0.6188674052157159
podatne,velvet,snow,5,0.005387031356804073,0.7778860204578666
podatne,velvet,frost,1,0.0029025087133049965,0.17726116963312755
podatne,velvet,frost,2,0.004796442110091448,0.11831247102457121
podatne,velvet,frost,3,0.0049461404560133815,0.227489406779661
podatne,velvet,frost,4,0.004555799998342991,0.4335882628375215
podatne,velvet,frost,5,0.004303240915760398,0.6198693709178411
podatne,velvet,fog,1,0.002091269940137863,0.20609527214228263
podatne,velvet,fog,2,0.0027855937369167805,0.16643829359641915
podatne,velvet,fog,3,0.004671874456107616,0.3806373537716822
podatne,velvet,fog,4,0.00500655360519886,0.2307624504186866
podatne,velvet,fog,5,0.0063166567124426365,0.5157139687939067
podatne,velvet,brightness,1,0.0006939489394426346,0.041565030734705855
podatne,velvet,brightness,2,0.0024615852162241936,0.08423161308785654
podatne,velvet,brightness,3,0.0008768322877585888,0.20881670533642693
podatne,velvet,brightness,4,-0.0057843527756631374,0.3094415901625537
podatne,velvet,brightness,5,-0.0132228615693748,0.30616033755274263
podatne,velvet,contrast,1,0.0019381577149033546,0.04917873457090094
podatne,velvet,contrast,2,0.000958773773163557,0.08910891089108908
podatne,velvet,contrast,3,0.001514313742518425,0.14371589753074998
podatne,velvet,contrast,4,0.0017754440195858479,0.24925867783010636
podatne,velvet,contrast,5,0.004266452509909868,0.3356550580431178
podatne,velvet,elastic_transform,1,0.0022638123482465744,0.44004041346079115
podatne,velvet,elastic_transform,2,0.0023789722472429276,0.4988407748111585
podatne,velvet,elastic_transform,3,0.00527551572304219,0.7180993741218546
podatne,velvet,elastic_transform,4,0.005111015634611249,0.5553476320713977
podatne,velvet,elastic_transform,5,0.004760914947837591,0.743143393863494
podatne,velvet,pixelate,1,0.00015924358740448952,0.48536511768255886
podatne,velvet,pixelate,2,0.0021243481896817684,0.22167094887924166
podatne,velvet,pixelate,3,0.0013993834145367146,0.5717945069019497
podatne,velvet,pixelate,4,0.005334552261047065,0.6018389523544163
podatne,velvet,pixelate,5,0.004262806149199605,0.24698689956331876
podatne,velvet,jpeg_compression,1,-2.3288186639547348e-05,0.2530896431679721
podatne,velvet,jpeg_compression,2,0.0013466724194586277,0.27574950605618076
podatne,velvet,jpeg_compression,3,0.003216500859707594,0.3107221006564551
podatne,velvet,jpeg_compression,4,0.0058587269159033895,0.31935024700661474
podatne,velvet,jpeg_compression,5,0.006093681033235043,0.27619374785297146
podatne,velvet,gaussian_noise,1,0.26592251658439636,0.40723694651642595
podatne,velvet,gaussian_noise,2,0.3010946102440357,0.3407456394147309
podatne,velvet,gaussian_noise,3,0.30654347501695156,0.6064014441435812
podatne,velvet,gaussian_noise,4,0.3248144551180303,0.6806888392270277
podatne,velvet,gaussian_noise,5,0.3269552154233679,0.7062842410570416
podatne,velvet,shot_noise,1,0.28934983164072037,0.40191082802547773
podatne,velvet,shot_noise,2,0.2946842648088932,0.4550492610837439
podatne,velvet,shot_noise,3,0.31872282922267914,0.5670022131791248
podatne,velvet,shot_noise,4,0.32237492268905044,0.6455226398542412
podatne,velvet,shot_noise,5,0.3243487705476582,0.6903301579016051
podatne,velvet,impulse_noise,1,0.308096157386899,0.39910671558462274
podatne,velvet,impulse_noise,2,0.3187764519825578,0.599944223663111
podatne,velvet,impulse_noise,3,0.3200306473299861,0.6821761386008662
podatne,velvet,impulse_noise,4,0.32327953493222594,0.5132953114584105
podatne,velvet,impulse_noise,5,0.3186484966427088,0.6698475811795892
podatne,velvet,defocus_blur,1,0.14735539257526398,0.6167734821859279
podatne,velvet,defocus_blur,2,0.24153009802103043,0.6723989681857265
podatne,velvet,defocus_blur,3,0.30679183080792427,0.8154617881380939
podatne,velvet,defocus_blur,4,0.32027615047991276,0.8023151739363924
podatne,velvet,defocus_blur,5,0.31871671229600906,0.7429859719438878
podatne,velvet,glass_blur,1,0.10176438093185425,0.5431847873421396
podatne,velvet,glass_blur,2,0.30352931283414364,0.6236028252074333
podatne,velvet,glass_blur,3,0.31463500391691923,0.768211107701749
podatne,velvet,glass_blur,4,0.27172447368502617,0.7944020661901616
podatne,velvet,glass_blur,5,0.31572565622627735,0.7259917486512218
podatne,velvet,motion_blur,1,0.2345481589436531,0.5983240223463687
podatne,velvet,motion_blur,2,0.28512321412563324,0.6288680920827925
podatne,velvet,motion_blur,3,0.3193494491279125,0.8219965960443688
podatne,velvet,motion_blur,4,0.3258625583257526,0.8307118723057206
podatne,velvet,motion_blur,5,0.3276731903315522,0.9120277521816901
podatne,velvet,zoom_blur,1,0.25169751048088074,0.6048516021408216
podatne,velvet,zoom_blur,2,0.2643614560365677,0.6751155115511551
podatne,velvet,zoom_blur,3,0.30235741659998894,0.7378482047412438
podatne,velvet,zoom_blur,4,0.3100896067917347,0.7589959193767776
podatne,velvet,zoom_blur,5,0.3074799384921789,0.7824082499241735
podatne,velvet,snow,1,0.24560044705867767,0.4895778463390774
podatne,velvet,snow,2,0.27224403247237206,0.49275362318840576
podatne,velvet,snow,3,0.0963822603225708,0.46262254901960786
podatne,velvet,snow,4,0.303073575720191,0.5994978028876334
podatne,velvet,snow,5,0.27941979095339775,0.536812946493658
podatne,velvet,frost,1,0.1945556253194809,0.5997907220090687
podatne,velvet,frost,2,0.22780315577983856,0.5369196005539763
podatne,velvet,frost,3,0.2984571307897568,0.4600276200705846
podatne,velvet,frost,4,0.30685934610664845,0.47488792644935796
podatne,velvet,frost,5,0.309684831649065,0.532319391634981
podatne,velvet,fog,1,0.28435539081692696,0.2840044455843379
podatne,velvet,fog,2,0.28924183547496796,0.26156244586869914
podatne,velvet,fog,3,0.30617997609078884,0.3355721393034826
podatne,velvet,fog,4,0.316572692245245,0.26396817159660957
podatne,velvet,fog,5,0.3172784270718694,0.41568070673607826
podatne,velvet,brightness,1,0.06684070825576782,0.10319410319410316
podatne,velvet,brightness,2,0.1391608566045761,0.24744608399545975
podatne,velvet,brightness,3,0.23118134588003159,0.4589635316698656
podatne,velvet,brightness,4,0.25666601210832596,0.5150551157801287
podatne,velvet,brightness,5,0.28690527752041817,0.5679646270146912
podatne,velvet,contrast,1,0.22363195568323135,0.4213628861117661
podatne,velvet,contrast,2,0.2371654435992241,0.4656780308821281
podatne,velvet,contrast,3,0.24076489359140396,0.5293083235638921
podatne,velvet,contrast,4,0.25659869611263275,0.5889630931458699
podatne,velvet,contrast,5,0.28979339823126793,0.5772611284377658
podatne,velvet,elastic_transform,1,0.22397590428590775,0.6685240464344941
podatne,velvet,elastic_transform,2,0.2189396694302559,0.5983240223463687
podatne,velvet,elastic_transform,3,0.2626882940530777,0.7030240372189196
podatne,velvet,elastic_transform,4,0.20586898922920227,0.7719040626529613
podatne,velvet,elastic_transform,5,0.25085869431495667,0.7346655739771796
podatne,velvet,pixelate,1,0.253341481089592,0.6063046799055687
podatne,velvet,pixelate,2,0.11326155066490173,0.7317073170731707
podatne,velvet,pixelate,3,0.19497402012348175,0.7832201745877788
podatne,velvet,pixelate,4,0.2774311378598213,0.8041703902293714
podatne,velvet,pixelate,5,0.20177192986011505,0.8322085175703979
podatne,velvet,jpeg_compression,1,0.12661218643188477,0.5007469375560203
podatne,velvet,jpeg_compression,2,0.22253289818763733,0.3819427650141072
podatne,velvet,jpeg_compression,3,0.2465973049402237,0.44860102025042514
podatne,velvet,jpeg_compression,4,0.23694898933172226,0.6215232470297369
podatne,velvet,jpeg_compression,5,0.29693300649523735,0.5599081647295164
podatne,patio,gaussian_noise,1,0.023525774478912354,0.36039862767521647
podatne,patio,gaussian_noise,2,0.02517176535911858,0.46120821833793313
podatne,patio,gaussian_noise,3,0.02639274508692324,0.4581348901520971
podatne,patio,gaussian_noise,4,0.027580694993957877,0.5606310505557548
podatne,patio,gaussian_noise,5,0.027998103469144553,0.4164102564102564
podatne,patio,shot_noise,1,0.025632787495851517,0.5334989406005699
podatne,patio,shot_noise,2,0.02707043697591871,0.4470406189555126
podatne,patio,shot_noise,3,0.02712825161870569,0.623791566678094
podatne,patio,shot_noise,4,0.02793973736697808,0.3657384790750692
podatne,patio,shot_noise,5,0.02824731418513693,0.44234052460034146
podatne,patio,impulse_noise,1,0.021363469772040844,0.47314772554389173
podatne,patio,impulse_noise,2,0.026021807454526424,0.5113105391975079
podatne,patio,impulse_noise,3,0.025834616739302874,0.4279448621553885
podatne,patio,impulse_noise,4,0.02758049953263253,0.36653645833333337
podatne,patio,impulse_noise,5,0.028067655861377716,0.4007648792924866
podatne,patio,defocus_blur,1,0.026099561247974634,0.43578553615960103
podatne,patio,defocus_blur,2,0.027845149335917085,0.445717825615611
podatne,patio,defocus_blur,3,0.02804869314422831,0.8511247209661725
podatne,patio,defocus_blur,4,0.02810688893077895,0.8499398384231938
podatne,patio,defocus_blur,5,0.027864142844919115,0.6893039049235994
podatne,patio,glass_blur,1,0.026670697727240622,0.5962116446494723
podatne,patio,glass_blur,2,0.027371751726604998,0.5107582727407627
podatne,patio,glass_blur,3,0.027016299194656312,0.5717945069019497
podatne,patio,glass_blur,4,0.02753356541506946,0.787703086307906
podatne,patio,glass_blur,5,0.02771277097053826,0.6642709789046384
podatne,patio,motion_blur,1,0.02290425729006529,0.6489870094904759
podatne,patio,motion_blur,2,0.027415387448854744,0.6581990774784411
podatne,patio,motion_blur,3,0.026472356636077166,0.7870437515107566
podatne,patio,motion_blur,4,0.028176207706565037,0.7040289256198347
podatne,patio,motion_blur,5,0.028131036029662937,0.9259992508962491
podatne,patio,zoom_blur,1,0.024029696825891733,0.38662486938349006
podatne,patio,zoom_blur,2,0.025923642329871655,0.41001267427122945
podatne,patio,zoom_blur,3,0.025949978502467275,0.45374008165780755
podatne,patio,zoom_blur,4,0.02536868746392429,0.5098737936154417
podatne,patio,zoom_blur,5,0.026345728896558285,0.3323363243602526
podatne,patio,snow,1,0.023691102862358093,0.4304035032843291
podatne,patio,snow,2,0.02760471624787897,0.43663836747410234
podatne,patio,snow,3,0.026103641605004668,0.38024531956100716
podatne,patio,snow,4,0.02220736537128687,0.42089528754621985
podatne,patio,snow,5,0.026755231549032032,0.4933193214232098
podatne,patio,frost,1,0.023342622444033623,0.2985504789353225
podatne,patio,frost,2,0.02150928508490324,0.44306546695625193
podatne,patio,frost,3,0.02655125898309052,0.5254187481633852
podatne,patio,frost,4,0.026148879900574684,0.6965978444357875
podatne,patio,frost,5,0.025918508414179087,0.7855759922555663
podatne,patio,fog,1,-0.0020100828260183334,0.3274727106074494
podatne,patio,fog,2,-0.006458684802055359,0.24007014467338883
podatne,patio,fog,3,0.015882081352174282,0.4247370899387851
podatne,patio,fog,4,0.008882774040102959,0.2369784804567413
podatne,patio,fog,5,0.017748849466443062,0.2741186586414446
podatne,patio,brightness,1,-0.007821552455425262,0.10086100861008607
podatne,patio,brightness,2,-0.014777000993490219,0.19154878817911525
podatne,patio,brightness,3,-0.01314743235707283,0.3037268655455083
podatne,patio,brightness,4,-0.0011754296720027924,0.375
podatne,patio,brightness,5,0.0036847516894340515,0.37762689945037176
podatne,patio,contrast,1,0.010454479604959488,0.14268529656703988
podatne,patio,contrast,2,0.009950319305062294,0.1537895511405445
podatne,patio,contrast,3,0.006149275228381157,0.17144939418784733
podatne,patio,contrast,4,0.011042803525924683,0.3312271366810775
podatne,patio,contrast,5,0.018932905979454517,0.22763796909492273
podatne,patio,elastic_transform,1,0.02761752065271139,0.5000747272455537
podatne,patio,elastic_transform,2,0.027456415817141533,0.4849033816425121
podatne,patio,elastic_transform,3,0.026998304296284914,0.5433962264150943
podatne,patio,elastic_transform,4,0.027841559320222586,0.5850066934404283
podatne,patio,elastic_transform,5,0.027906603645533323,0.7489404138618798
podatne,patio,pixelate,1,0.01112671010196209,0.3989790220946
podatne,patio,pixelate,2,0.0256177035626024,0.7635826044104965
podatne,patio,pixelate,3,0.025761719094589353,0.6713217287709312
podatne,patio,pixelate,4,0.026815847610123456,0.8250307323069719
podatne,patio,pixelate,5,0.027908003714401275,0.8407069423587847
podatne,patio,jpeg_compression,1,0.021175536327064037,0.44700603434937336
podatne,patio,jpeg_compression,2,0.02543956646695733,0.47927873323736647
podatne,patio,jpeg_compression,3,0.026843778090551496,0.5781681660409436
podatne,patio,jpeg_compression,4,0.022433101199567318,0.3443042151282686
podatne,patio,jpeg_compression,5,0.025595373939722776,0.3863654634616931
podatne,patio,gaussian_noise,1,0.17655086517333984,0.4886680219862962
podatne,patio,gaussian_noise,2,0.5079349987208843,0.47927873323736647
podatne,patio,gaussian_noise,3,0.547173049999401,0.4231282897321078
podatne,patio,gaussian_noise,4,0.5484997080639005,0.591141994805924
podatne,patio,gaussian_noise,5,0.5494157680950593,0.7673790223532302
podatne,patio,shot_noise,1,0.12511318922042847,0.47314772554389173
podatne,patio,shot_noise,2,0.4247864857316017,0.6159150462005241
podatne,patio,shot_noise,3,0.5426375605165958,0.6497140935082408
podatne,patio,shot_noise,4,0.5475484421476722,0.6375237578061363
podatne,patio,shot_noise,5,0.549468947618152,0.7012617275962472
podatne,patio,impulse_noise,1,0.22082969546318054,0.4057188244638602
podatne,patio,impulse_noise,2,0.5230658799409866,0.49782966621763214
podatne,patio,impulse_noise,3,0.5469323894940317,0.6609739826551033
podatne,patio,impulse_noise,4,0.5489798552007414,0.5220528679773213
podatne,patio,impulse_noise,5,0.549267404479906,0.700187665825406
podatne,patio,defocus_blur,1,0.27253326773643494,0.6027149321266969
podatne,patio,defocus_blur,2,0.4802275002002716,0.7608346709470305
podatne,patio,defocus_blur,3,0.5446936888620257,0.8078636336639544
podatne,patio,defocus_blur,4,0.5491304508177564,0.853127677806341
podatne,patio,defocus_blur,5,0.5492891112808138,0.8783715865304071
podatne,patio,glass_blur,1,0.4365890100598335,0.4829566926158265
podatne,patio,glass_blur,2,0.5454443194903433,0.7182630906768838
podatne,patio,glass_blur,3,0.5488550686859526,0.8496761992091237
podatne,patio,glass_blur,4,0.5491395388380624,0.9120867208672087
podatne,patio,glass_blur,5,0.5492699162859935,0.8084639126305793
podatne,patio,motion_blur,1,-0.019669413566589355,0.404197805692479
podatne,patio,motion_blur,2,0.4348860830068588,0.44330696447960294
podatne,patio,motion_blur,3,0.41534413397312164,0.611606834059625
podatne,patio,motion_blur,4,0.548482718411833,0.8088540739421992
podatne,patio,motion_blur,5,0.5491783000761643,0.8313245997088792
podatne,patio,zoom_blur,1,0.2530684769153595,0.3992343887072334
podatne,patio,zoom_blur,2,0.45222463458776474,0.4288062622309198
podatne,patio,zoom_blur,3,0.5197335854172707,0.34771155745801774
podatne,patio,zoom_blur,4,0.5408644834533334,0.406984126984127
podatne,patio,zoom_blur,5,0.5411830209195614,0.4777794630668891
podatne,patio,snow,1,0.19984188675880432,0.34348436081538336
podatne,patio,snow,2,0.496390487998724,0.31469353484466833
podatne,patio,snow,3,0.1720779836177826,0.2782638531480528
podatne,patio,snow,4,0.4250487759709358,0.317800871605766
podatne,patio,snow,5,0.5323941018432379,0.4958033573141487
podatne,patio,frost,1,-0.10290795564651489,0.3888264568951678
podatne,patio,frost,2,-0.08422285318374634,0.5481374321880651
podatne,patio,frost,3,0.205186665058136,0.5670022131791248
podatne,patio,frost,4,-0.033869385719299316,0.5311379436516648
podatne,patio,frost,5,0.06026986241340637,0.28868616250319723
podatne,patio,fog,1,-0.07296621799468994,0.18730244739456337
podatne,patio,fog,2,-0.19859075546264648,0.20078881319469344
podatne,patio,fog,3,-0.2067164182662964,0.359192348565356
podatne,patio,fog,4,-0.09298402070999146,0.3433476394849786
podatne,patio,fog,5,0.14428025484085083,0.48832655520409696
podatne,patio,brightness,1,0.014863312244415283,0.18336501040818176
podatne,patio,brightness,2,0.07472813129425049,0.2853237655902956
podatne,patio,brightness,3,0.10003730654716492,0.3685280013004958
podatne,patio,brightness,4,0.16573843359947205,0.42806797713211686
podatne,patio,brightness,5,0.23026719689369202,0.43882709807886755
podatne,patio,contrast,1,-0.12548446655273438,0.16593567251461994
podatne,patio,contrast,2,-0.13588827848434448,0.2115298939677448
podatne,patio,contrast,3,-0.15648359060287476,0.22167094887924166
podatne,patio,contrast,4,-0.12207210063934326,0.18974220299260858
podatne,patio,contrast,5,0.10954633355140686,0.23558368495077353
podatne,patio,elastic_transform,1,0.4533490464091301,0.42176442836924044
podatne,patio,elastic_transform,2,0.5415218202397227,0.6704643306617208
podatne,patio,elastic_transform,3,0.543240309227258,0.6242631939684715
podatne,patio,elastic_transform,4,0.5483868314186111,0.8427788988181032
podatne,patio,elastic_transform,5,0.5481711613247171,0.8854351687388987
podatne,patio,pixelate,1,0.287507563829422,0.24161191414805083
podatne,patio,pixelate,2,0.5461469271685928,0.933928192054387
podatne,patio,pixelate,3,0.532757518813014,0.779149686758713
podatne,patio,pixelate,4,0.548748875153251,0.8982334869431644
podatne,patio,pixelate,5,0.5490494762780145,0.9137352527329797
podatne,patio,jpeg_compression,1,0.28534993529319763,0.4391912908242612
podatne,patio,jpeg_compression,2,0.2570509612560272,0.5542437549492477
podatne,patio,jpeg_compression,3,0.3205157667398453,0.3688358111950605
podatne,patio,jpeg_compression,4,0.12057986855506897,0.4562375019227811
podatne,patio,jpeg_compression,5,0.5030406974256039,0.6629363176125767
odporne,zebra,gaussian_noise,1,0.03544160723686218,0.09924242424242424
odporne,zebra,gaussian_noise,2,-0.09779438376426697,0.10498489425981872
odporne,zebra,gaussian_noise,3,-0.3229607045650482,0.23527343063126427
odporne,zebra,gaussian_noise,4,-0.26641133427619934,0.3172367538564722
odporne,zebra,gaussian_noise,5,0.47653957083821297,0.713250849413424
odporne,zebra,shot_noise,1,0.05038958787918091,0.10940589398361733
odporne,zebra,shot_noise,2,-0.09607276320457458,0.22214348981399468
odporne,zebra,shot_noise,3,-0.3795059025287628,0.3151179383866365
odporne,zebra,shot_noise,4,0.47810618253424764,0.5432905145511285
odporne,zebra,shot_noise,5,0.48165381769649684,0.7041962556488057
odporne,zebra,impulse_noise,1,-0.17552492022514343,0.11971896955503514
odporne,zebra,impulse_noise,2,-0.09270820021629333,0.12376145073845579
odporne,zebra,impulse_noise,3,-0.3767562806606293,0.2272365980747152
odporne,zebra,impulse_noise,4,-0.22532203793525696,0.30071114121232645
odporne,zebra,impulse_noise,5,0.48109992826357484,0.7904790599578186
odporne,zebra,defocus_blur,1,0.0027409493923187256,0.22654179183601342
odporne,zebra,defocus_blur,2,0.37025749683380127,0.2723360302978137
odporne,zebra,defocus_blur,3,0.4560426417738199,0.4063517268757444
odporne,zebra,defocus_blur,4,0.48305822955444455,0.6738197424892705
odporne,zebra,defocus_blur,5,0.48350434098392725,0.887484757787385
odporne,zebra,glass_blur,1,0.48113613575696945,0.539155749636099
odporne,zebra,glass_blur,2,0.48233813396655023,0.5716928769657724
odporne,zebra,glass_blur,3,0.4808183058630675,0.7264019284445572
odporne,zebra,glass_blur,4,0.481639149133116,0.9241571528112773
odporne,zebra,glass_blur,5,0.48167842789553106,0.9414060439850219
odporne,zebra,motion_blur,1,-0.04308846592903137,0.14611619100397155
odporne,zebra,motion_blur,2,-0.24560269713401794,0.2434584755403868
odporne,zebra,motion_blur,3,0.06504878401756287,0.318082788671024
odporne,zebra,motion_blur,4,0.4499796889722347,0.46379917342721566
odporne,zebra,motion_blur,5,0.45960299856960773,0.3328123714732253
odporne,zebra,zoom_blur,1,-0.13776621222496033,0.4818119942524389
odporne,zebra,zoom_blur,2,-0.2261979877948761,0.6022284122562673
odporne,zebra,zoom_blur,3,0.03362402319908142,0.42738524204919315
odporne,zebra,zoom_blur,4,0.3224157243967056,0.4311395966859466
odporne,zebra,zoom_blur,5,0.34968018531799316,0.46120821833793313
odporne,zebra,snow,1,-0.06779292225837708,0.10712938513768389
odporne,zebra,snow,2,-0.06954166293144226,0.09689959230112832
odporne,zebra,snow,3,-0.08141389489173889,0.21439373721199184
odporne,zebra,snow,4,-0.038737982511520386,0.2240311449301009
odporne,zebra,snow,5,-0.3070228397846222,0.39192437109437595
odporne,zebra,frost,1,-0.09516337513923645,0.10426898375519456
odporne,zebra,frost,2,-0.0054802000522613525,0.11512818104986389
odporne,zebra,frost,3,-0.11429610848426819,0.17327994175464145
odporne,zebra,frost,4,-0.10862776637077332,0.19236311239193082
odporne,zebra,frost,5,-0.176847904920578,0.23060648801128347
odporne,zebra,fog,1,-0.033675581216812134,0.13567979197622582
odporne,zebra,fog,2,-0.17010685801506042,0.09635811836115327
odporne,zebra,fog,3,-0.13021615147590637,0.1957752808988764
odporne,zebra,fog,4,-0.1493719518184662,0.16961517417472183
odporne,zebra,fog,5,-0.06654080748558044,0.14491682070240297
odporne,zebra,brightness,1,-0.05832841992378235,0.11671983486582849
odporne,zebra,brightness,2,-0.09994009137153625,0.16392242956458103
odporne,zebra,brightness,3,-0.0884997546672821,0.20143369175627235
odporne,zebra,brightness,4,-0.14088210463523865,0.1887745894242916
odporne,zebra,brightness,5,-0.2040700614452362,0.2463742792241831
odporne,zebra,contrast,1,-0.024003833532333374,0.07185398655139286
odporne,zebra,contrast,2,-0.019989043474197388,0.09074479216208509
odporne,zebra,contrast,3,-0.04725340008735657,0.10408992160196462
odporne,zebra,contrast,4,-0.12355133891105652,0.11282437006393375
odporne,zebra,contrast,5,-0.308844655752182,0.28283001112156725
odporne,zebra,elastic_transform,1,-0.03818836808204651,0.41277874426696193
odporne,zebra,elastic_transform,2,0.16260668635368347,0.3313658658242581
odporne,zebra,elastic_transform,3,0.3290100395679474,0.30858683744838633
