wnid,CNN,ViT,diff,name
n02797295,0.4045858585858586,0.3158466898954704,-0.08873916869038823,barrow
n02799071,0.3000259219983504,0.17362664990571966,-0.12639927209263072,baseball
n02802426,0.3350945626477541,0.21355555555555555,-0.12153900709219856,basketball
n02804414,0.48607046070460697,0.35506006006006,-0.13101040064454694,bassinet
n02804610,0.33844219977553314,0.25835421888053467,-0.08008798089499847,bassoon
n02807133,0.3760412541807891,0.252991452991453,-0.12304980118933612,bathing_cap
n02814860,0.2399157051788631,0.23240350877192983,-0.007512196406933264,beacon
n02817516,0.22829083642913428,0.11074275362318839,-0.11754808280594589,bearskin
n02823428,0.3161084529505582,0.2984126984126984,-0.01769575453785982,beer_bottle
n02823750,0.4019980290711998,0.30307124400147656,-0.09892678506972324,beer_glass
n02825657,0.3947682579389897,0.3355476529160739,-0.05922060502291576,bell_cote
n02834397,0.31427791427791435,0.2895123177476119,-0.02476559653030247,bib
n02835271,0.32622222222222225,0.20689570119802675,-0.1193265210241955,bicycle-built-for-two
n02841315,0.38176011925237935,0.34902685390490273,-0.032733265347476614,binoculars
n02843684,0.26253824164575773,0.18848578811369512,-0.0740524535320626,birdhouse
n02859443,0.43591128678085206,0.32728682170542633,-0.10862446507542572,boathouse
n02860847,0.3658333333333333,0.2660144927536232,-0.09981884057971008,bobsled
n02865351,0.25171401962891327,0.1667036215816703,-0.08501039804724297,bolo_tie
n02869837,0.4411780421536518,0.3199462365591398,-0.12123180559451202,bonnet
n02877765,0.37094017094017095,0.26058760683760684,-0.11035256410256411,bottlecap
n02879718,0.3776674057649667,0.2977734877734878,-0.07989391799147894,bow
n02883205,0.2930293134944298,0.2985717424741815,0.005542428979751712,bow_tie
n02892201,0.32487247176254264,0.31078014184397157,-0.014092329918571067,brass
n02906734,0.40773504273504274,0.3512354312354313,-0.05649961149961147,broom
n02917067,0.2848691215616681,0.19499444444444441,-0.08987467711722369,bullet_train
n02927161,0.4591304347826087,0.3513116123642439,-0.10781882241836477,butcher_shop
n02930766,0.2394869710235564,0.16119658119658123,-0.07829038982697517,cab
n02950826,0.39747065474355026,0.327108518911276,-0.07036213583227424,cannon
n02951358,0.3743183673469388,0.2504353741496599,-0.12388299319727891,canoe
n02951585,0.37738001867413634,0.35154166666666664,-0.0258383520074697,can_opener
n02963159,0.4071823361823362,0.3155786555786556,-0.09160368060368057,cardigan
n02965783,0.15117981749865808,0.08902777777777775,-0.062152039720880334,car_mirror
n02966193,0.3129109599395314,0.21407346938775507,-0.09883749055177632,carousel
n02966687,0.4452524411446106,0.3711621621621622,-0.07409027898244841,carpenter's_kit
n02977058,0.4327740192623914,0.3633439153439153,-0.0694301039184761,cash_machine
n02980441,0.32338672433666016,0.24766424961546907,-0.07572247472119109,castle
n02981792,0.3984152046783626,0.3183580746738641,-0.08005713000449849,catamaran
n02992211,0.34580121286874294,0.20727272727272722,-0.13852848559601572,cello
n02992529,0.3940314780070879,0.34954954954954953,-0.044481928457538344,cellular_telephone
n03000134,0.3731043935921985,0.2954561878952123,-0.07764820569698622,chainlink_fence
n03000247,0.3141843381843383,0.2838392238392239,-0.030345114345114388,chain_mail
n03000684,0.34260861678004534,0.25925,-0.08335861678004536,chain_saw
n03014705,0.45811439167023243,0.3994736842105263,-0.05864070745970612,chest
n03017168,0.3833561631807246,0.3119776714513557,-0.07137849172936889,chime
n03018349,0.3536296296296297,0.27372797744890764,-0.07990165218072204,china_cabinet
n03026506,0.20377173091458803,0.1382685185185185,-0.06550321239606952,Christmas_stocking
n03042490,0.4354255319148936,0.3069907407407407,-0.1284347911741529,cliff_dwelling
n03047690,0.43229014844804325,0.3331746031746032,-0.09911554527344008,clog
n03065424,0.28004938271604946,0.2994594594594594,0.019410076743409943,coil
n03075370,0.34320413436692504,0.3082057416267943,-0.034998392740130724,combination_lock
n03085013,0.33905136715663037,0.24516290726817047,-0.0938884598884599,computer_keyboard
n03095699,0.33049739610100387,0.19048309178743966,-0.1400143043135642,container_ship
n03100240,0.3990596693897747,0.3295555555555556,-0.06950411383421912,convertible
n03109150,0.3241233254531127,0.2993019816622301,-0.024821343790882577,corkscrew
n03124043,0.3517777777777778,0.306002442002442,-0.045775335775335824,cowboy_boot
n03126707,0.32086821705426355,0.24314363143631434,-0.0777245856179492,crane
n03127747,0.30298497618802894,0.23305555555555557,-0.06992942063247337,crash_helmet
n03131574,0.43540108401084004,0.3188660676080445,-0.11653501640279557,crib
n03133878,0.4366474266474267,0.31830252434903594,-0.11834490229839073,Crock_Pot
n03134739,0.3371296296296296,0.1978333333333334,-0.13929629629629622,croquet_ball
n03160309,0.37468840417791066,0.3228512006050293,-0.05183720357288135,dam
n03187595,0.32982804232804236,0.23496296296296304,-0.09486507936507932,dial_telephone
n03188531,0.48596553696553696,0.4156330014224751,-0.07033253554306185,diaper
n03201208,0.36590379990379995,0.29096124031007753,-0.07494255959372242,dining_table
n03207743,0.38145370655885613,0.35433637284701114,-0.027117333711844993,dishrag
n03208938,0.3852831740158289,0.3037499999999999,-0.08153317401582899,disk_brake
n03218198,0.15937459703417153,0.09698877068557914,-0.062385826348592396,dogsled
n03220513,0.27832915622389304,0.25481196581196586,-0.02351719041192718,dome
n03240683,0.27744507257797424,0.15216380182002026,-0.12528127075795398,drilling_platform
n03259280,0.4397526484355753,0.35947368421052633,-0.08027896422504899,Dutch_oven
n03271574,0.2884938271604938,0.24647286821705428,-0.042020958943439546,electric_fan
n03272010,0.3885507807459026,0.29064285714285715,-0.09790792360304545,electric_guitar
n03272562,0.31996180204471414,0.2423607085346216,-0.07760109351009253,electric_locomotive
n03290653,0.27110494398190976,0.17330917874396135,-0.09779576523794842,entertainment_center
n03297495,0.42429610611895585,0.30139253700229307,-0.12290356911666278,espresso_maker
n03314780,0.36100792382131014,0.2463414634146341,-0.11466646040667605,face_powder
n03325584,0.3624502164502165,0.24968253968253967,-0.11276767676767685,feather_boa
n03337140,0.4165402405180389,0.3261169837914024,-0.09042325672663648,file
n03344393,0.3188934240362812,0.20949719018042,-0.10939623385586117,fireboat
n03345487,0.28718816067653274,0.2267833156592435,-0.06040484501728924,fire_engine
n03355925,0.29703523035230356,0.23341671878257245,-0.06361851156973111,flagpole
n03376595,0.40021693121693125,0.2940175438596492,-0.10619938735728207,folding_chair
n03379051,0.3163888888888889,0.16499999999999998,-0.1513888888888889,football_helmet
n03384352,0.32095145098845373,0.2125185185185185,-0.10843293246993524,forklift
n03388043,0.3025080328053028,0.2461717171717172,-0.0563363156335856,fountain
n03388183,0.38628878153515833,0.35695754290876247,-0.02933123862639586,fountain_pen
n03388549,0.37637438989376976,0.300341384863124,-0.07603300503064575,four-poster
n03393912,0.2382730158730159,0.1325277777777778,-0.10574523809523809,freight_car
n03394916,0.3162962962962963,0.2861419200954084,-0.0301543762008879,French_horn
n03404251,0.4536430260047281,0.36464216634429397,-0.08900085966043414,fur_coat
n03417042,0.29360544217687073,0.2176950354609929,-0.07591040671587784,garbage_truck
n03424325,0.3161346801346801,0.2501626016260162,-0.06597207850866388,gasmask
n03425413,0.4140010735373054,0.3546414499605989,-0.059359623576706544,gas_pump
n03444034,0.2889814814814815,0.19346938775510203,-0.09551209372637948,go-kart
n03445777,0.3014718881693905,0.24559343434343434,-0.05587845382595619,golf_ball
n03445924,0.3506948993242907,0.27323188405797105,-0.07746301526631966,golfcart
n03447447,0.24065759637188208,0.11810657596371882,-0.12255102040816326,gondola
n03447721,0.16846763723451183,0.13113612674588282,-0.03733151048862901,gong
n03452741,0.2992099792099792,0.25078378378378385,-0.04842619542619536,grand_piano
n03457902,0.37956602909024256,0.3715945165945166,-0.007971512495725974,greenhouse
n03459775,0.38713960113960116,0.305982905982906,-0.08115669515669516,grille
n03467068,0.3004286154794943,0.24874207188160674,-0.051686543597887546,guillotine
n03478589,0.3237182157492235,0.22825951825951823,-0.09545869748970526,half_track
n03482405,0.45093811760478425,0.3716911196911197,-0.07924699791366457,hamper
n03485794,0.38480423280423276,0.34805662805662807,-0.03674760474760469,handkerchief
n03492542,0.3870782017293645,0.32994444444444443,-0.057133757284920095,hard_disc
n03494278,0.3663528138528139,0.2623378378378379,-0.104014976014976,harmonica
n03495258,0.24607898715041573,0.20723429951690822,-0.03884468763350751,harp
n03496892,0.4083284524834912,0.32975772765246447,-0.07857072483102673,harvester
n03527444,0.4305441757547021,0.4063877642825011,-0.02415641147220099,holster
n03530642,0.3325066242713302,0.2948148148148148,-0.0376918094565154,honeycomb
n03534580,0.3410381488430269,0.2541303258145363,-0.0869078230284906,hoopskirt
n03535780,0.3906277856804173,0.2965176151761517,-0.09411017050426557,horizontal_bar
n03538406,0.3933333333333333,0.28861973775017247,-0.10471359558316085,horse_cart
n03544143,0.18848072562358276,0.10779273411492252,-0.08068799150866024,hourglass
n03584254,0.296678531345198,0.26167055167055175,-0.03500797967464625,iPod
n03584829,0.3490137265345406,0.2625716211661611,-0.08644210536837948,iron
n03590841,0.1382879818594104,0.06097222222222222,-0.07731575963718819,jack-o'-lantern
n03594945,0.30089331856773716,0.24771317829457368,-0.05318014027316348,jeep
n03595614,0.3234108527131783,0.18587867417135712,-0.1375321785418212,jersey
n03598930,0.4125833418987906,0.3404995374653099,-0.07208380443348067,jigsaw_puzzle
n03599486,0.2522931442080378,0.1642553191489361,-0.08803782505910168,jinrikisha
n03602883,0.34548148148148144,0.2425552825552826,-0.10292619892619884,joystick
n03617480,0.3540044893378227,0.2807724867724868,-0.07323200256533591,kimono
n03623198,0.3167814001506571,0.1801566951566952,-0.1366247049939619,knee_pad
n03627232,0.3373490460157127,0.2603682170542635,-0.0769808289614492,knot
n03630383,0.4101120098865296,0.29024796747967474,-0.11986404240685489,lab_coat
n03649909,0.3187980036774363,0.23729176975094834,-0.08150623392648798,lawn_mower
n03662601,0.21797675334909372,0.10161347517730496,-0.11636327817178876,lifeboat
n03670208,0.2801306372038079,0.2189371980676329,-0.061193439136174976,limousine
n03673027,0.32019753086419755,0.25818035426731084,-0.062017176596886714,liner
n03676483,0.2746959064327485,0.21970731707317068,-0.054988589359577816,lipstick
n03680355,0.37002070393374736,0.3458969404186796,-0.024123763515067786,Loafer
n03697007,0.47463787674314,0.38080551139374674,-0.09383236534939327,lumbermill
n03706229,0.3406381316754344,0.24168326220957792,-0.09895486946585647,magnetic_compass
n03710193,0.31082807402187246,0.2702356902356903,-0.040592383786182185,mailbox
n03717622,0.3313360544217687,0.3256944444444444,-0.0056416099773243245,manhole_cover
n03720891,0.19263207163207166,0.1975616631430585,0.004929591510986847,maraca
n03721384,0.32733950617283947,0.21259920634920632,-0.11474029982363315,marimba
n03729826,0.3736585365853658,0.2966441441441441,-0.07701439244122171,matchstick
n03733131,0.18985941043083898,0.1004652482269503,-0.08939416220388868,maypole
n03733281,0.1936829997699563,0.1247979797979798,-0.06888501997197649,maze
n03733805,0.4746813764118729,0.37191810773206124,-0.10276326867981167,measuring_cup
n03743016,0.42733066091067945,0.34925757575757577,-0.07807308515310368,megalith
n03763968,0.4422852501624432,0.34617543859649125,-0.09610981156595194,military_uniform
n03769881,0.2899168657648521,0.2536985236985237,-0.0362183420663284,minibus
n03775071,0.31370086389341845,0.27664285714285713,-0.03705800675056131,mitten
n03775546,0.3602692831017738,0.23044444444444442,-0.12982483865732938,mixing_bowl
n03777568,0.2778009761824351,0.1997101449275362,-0.07809083125489891,Model_T
n03785016,0.37360429693763025,0.27764957264957263,-0.09595472428805762,moped
n03786901,0.350977392977393,0.32791843971631207,-0.023058953261080928,mortar
n03788195,0.2731257940528457,0.22319444444444447,-0.04993134960840123,mosque
n03788365,0.3990530612244898,0.39444444444444443,-0.0046086167800453715,mosquito_net
n03791053,0.30475217289170775,0.2018604651162791,-0.10289170777542866,motor_scooter
n03792782,0.28384193026363286,0.1611155227831348,-0.12272640748049807,mountain_bike
n03792972,0.3481494329667318,0.22963960052105942,-0.11850983244567237,mountain_tent
n03794056,0.4058196128693023,0.3239033189033189,-0.08191629396598338,mousetrap
n03814906,0.34788547412660886,0.2875126262626263,-0.06037284786398256,necklace
n03825788,0.39808325442299153,0.3372831303063861,-0.0608001241166054,nipple
n03837869,0.25759980759980755,0.22342268842268842,-0.03417711917711913,obelisk
n03840681,0.2880791739436835,0.1943636363636364,-0.09371553758004708,ocarina
n03841143,0.14732615268329552,0.08413333333333334,-0.06319281934996218,odometer
n03843555,0.47356725146198836,0.3941569541569542,-0.07941029730503418,oil_filter
n03854065,0.32098658078368225,0.25211714039621014,-0.06886944038747211,organ
n03857828,0.21214933018124502,0.12278445883441255,-0.08936487134683246,oscilloscope
n03868242,0.3821133319005659,0.24914728682170542,-0.13296604507886048,oxcart
n03873416,0.3597757137942897,0.20497058823529418,-0.1548051255589955,paddle
n03874293,0.2570193467457905,0.16816527906259632,-0.0888540676831942,paddlewheel
n03874599,0.3148884818884819,0.23304388422035477,-0.08184459766812713,padlock
n03876231,0.39836036036036043,0.3006837606837607,-0.09767659967659975,paintbrush
n03877472,0.4635866602533269,0.38442342342342345,-0.07916323682990345,pajama
n03877845,0.34419362046813023,0.29626422764227645,-0.04792939282585379,palace
n03884397,0.32015254196814485,0.23143532590341093,-0.08871721606473393,panpipe
n03888257,0.10341080876795161,0.07503546099290775,-0.028375347775043858,parachute
n03888605,0.35315661103979457,0.26490257699560027,-0.0882540340441943,parallel_bars
n03891251,0.4011951914390938,0.2982017543859649,-0.10299343705312891,park_bench
n03891332,0.3548502758077226,0.27423167848699764,-0.08061859732072496,parking_meter
n03902125,0.37599636404489795,0.28132598939208486,-0.09467037465281308,pay-phone
n03908618,0.5094214515267147,0.4377777777777778,-0.07164367374893688,pencil_box
n03916031,0.4527461227461227,0.38578497525865946,-0.06696114748746324,perfume
n03920288,0.36457401889252683,0.3500717360114778,-0.014502282881049045,Petri_dish
n03924679,0.3755217831813576,0.25749999999999995,-0.11802178318135764,photocopier
n03929660,0.20012229865888398,0.1422105031861129,-0.05791179547277109,pick
n03929855,0.38431152133931484,0.31030440536963505,-0.0740071159696798,pickelhaube
n03930313,0.26858585858585854,0.1682188552188552,-0.10036700336700333,picket_fence
n03930630,0.38147238466536715,0.29999999999999993,-0.08147238466536721,pickup
n03935335,0.3593724089491897,0.2946316425120773,-0.06474076643711241,piggy_bank
n03937543,0.37765432098765433,0.23652439024390248,-0.14112993074375185,pill_bottle
n03938244,0.49125404493520436,0.4061899224806202,-0.08506412245458417,pillow
n03942813,0.34808572724884784,0.1542054693274205,-0.19388025792142735,ping-pong_ball
n03944341,0.2748431836091411,0.21703739522888454,-0.05780578838025657,pinwheel
n03947888,0.24920463552042493,0.2099035734543392,-0.039301062066085746,pirate
n03954731,0.36985104669887275,0.29658937198067636,-0.07326167471819639,plane
n03956157,0.2339952718676123,0.17990749306197962,-0.054087778805632675,planetarium
n03967562,0.4222222222222222,0.35390650406504065,-0.06831571815718157,plow
n03976467,0.3163873508059554,0.27053229974160203,-0.04585505106435339,Polaroid_camera
n03977966,0.2774512726410266,0.15516666666666673,-0.12228460597435986,police_van
n03980874,0.2551703120124173,0.22558558558558559,-0.029584726426831714,poncho
n03982430,0.3453985740849756,0.19663633299629263,-0.14876224108868297,pool_table
n03991062,0.3437632135306554,0.2308513708513708,-0.11291184267928461,pot
n03992509,0.33577475434618287,0.2439351851851852,-0.09183956916099767,potter's_wheel
n03998194,0.23488622457043506,0.23730759330759332,0.002421368737158258,prayer_rug
n04009552,0.40720489720489716,0.31686274509803924,-0.09034215210685792,projector
n04019541,0.2374259944495837,0.17673758865248224,-0.06068840579710147,puck
n04033901,0.42306915306915305,0.37051248923341945,-0.0525566638357336,quill
n04033995,0.5007135594978732,0.44166666666666665,-0.059046892831206566,quilt
n04037443,0.32097020097020096,0.26153429226599956,-0.0594359087042014,racer
n04039381,0.37622739018087853,0.2653333333333334,-0.11089405684754511,racket
n04040759,0.39832022351171287,0.2954822954822955,-0.10283792802941738,radiator
n04044716,0.24709810874704488,0.20280851063829783,-0.04428959810874705,radio_telescope
n04049303,0.41741836974395113,0.3452195121951219,-0.07219885754882921,rain_barrel
n04065272,0.3334411181837917,0.2767460317460317,-0.05669508643776,recreational_vehicle
n04067472,0.5230223254613499,0.3999145299145299,-0.12310779554681994,reel
n04069434,0.4082616234629848,0.33434552845528454,-0.07391609500770024,reflex_camera
n04070727,0.4758680940076288,0.3304302325581395,-0.14543786144948928,refrigerator
n04074963,0.38812011588755774,0.28518389469608985,-0.10293622119146789,remote_control
n04086273,0.19056223661219038,0.1481818181818182,-0.042380418430372185,revolver
n04099969,0.39573789173789176,0.29646153846153844,-0.09927635327635331,rocking_chair
n04111531,0.30631529767963883,0.22902396053558843,-0.0772913371440504,rotisserie
n04118538,0.4106194748430773,0.26153457653457657,-0.14908489830850075,rugby_ball
n04118776,0.3455507060333762,0.3154385964912281,-0.030112109542148102,rule
n04120489,0.38737822671156,0.32611904761904764,-0.061259179092512384,running_shoe
n04125021,0.39203276669130327,0.2968939393939394,-0.09513882729736389,safe
n04127249,0.3937830687830688,0.37252525252525254,-0.021257816257816253,safety_pin
n04133789,0.5193980887177293,0.38739215686274514,-0.13200593185498416,sandal
n04136333,0.47138392991024564,0.43506766917293227,-0.036316260737313366,sarong
n04141076,0.31565107212475635,0.24392876129718238,-0.07172231082757397,sax
n04141327,0.41264102822242354,0.3398406546080964,-0.07280037361432712,scabbard
n04141975,0.4914182475158085,0.4616924664602683,-0.02972578105554019,scale
n04146614,0.20686761229314418,0.09968056787932564,-0.10718704441381854,school_bus
n04147183,0.2579553435367388,0.17203252032520322,-0.0859228232115356,schooner
n04149813,0.3413888888888889,0.2446716003700277,-0.09671728851886122,scoreboard
n04153751,0.2077039610170309,0.13833937198067633,-0.06936458903635456,screw
n04162706,0.45082515073212753,0.35960869565217396,-0.09121645507995357,seat_belt
n04179913,0.4602516041877744,0.3698104793756968,-0.09044112481207761,sewing_machine
n04200800,0.49850241545893725,0.39581124072110285,-0.1026911747378344,shoe_shop
n04201297,0.28084126984126984,0.22929785661492974,-0.051543413226340096,shoji
n04204347,0.34708672086720865,0.30866923406076163,-0.03841748680644702,shopping_cart
n04208210,0.4788654970760234,0.4470853206147324,-0.031780176461291,shovel
n04209133,0.3540814568721545,0.29923944400734326,-0.05484201286481122,shower_cap
n04209239,0.3956167932638521,0.366724960254372,-0.02889183300948006,shower_curtain
n04228054,0.2821941765929287,0.18526029526029525,-0.09693388133263348,ski
n04229816,0.28471604938271605,0.21056628056628054,-0.07414976881643551,ski_mask
n04235860,0.45252051697872137,0.4212899896800826,-0.03123052729863879,sleeping_bag
n04238763,0.4466950574267647,0.3855840455840456,-0.06111101184271911,slide_rule
n04243546,0.3103420256991685,0.18556146572104015,-0.12478055997812837,slot
n04251144,0.3188502811684169,0.23573781291172596,-0.08311246825669094,snorkel
n04252077,0.2503533635676493,0.1619416099773242,-0.0884117535903251,snowmobile
n04252225,0.2559358618563059,0.1645137903861308,-0.09142207147017511,snowplow
n04254680,0.22954986249819073,0.16061868686868686,-0.06893117562950388,soccer_ball
n04258138,0.34781927677862634,0.31358110723964383,-0.03423816953898251,solar_dish
n04266014,0.2917444235377366,0.1905544809800129,-0.1011899425577237,space_shuttle
n04273569,0.301778356732764,0.18576266061980345,-0.11601569611296053,speedboat
n04275548,0.36338338338338333,0.3306530214424951,-0.03273036194088824,spider_web
n04277352,0.3922757369614513,0.37377068557919624,-0.018505051382255056,spindle
n04296562,0.5146198830409356,0.42729044834307994,-0.0873294346978557,stage
n04310018,0.34431746031746036,0.30455498866213154,-0.03976247165532881,steam_locomotive
n04311004,0.2762171286303263,0.16876830318690783,-0.1074488254434185,steel_arch_bridge
n04311174,0.3323055698313176,0.24087681159420293,-0.09142875823711466,steel_drum
n04326547,0.4503333333333334,0.3573237356958287,-0.09300959763750472,stone_wall
n04335435,0.3071347289318304,0.22410702772404895,-0.08302770120778147,streetcar
n04336792,0.44643883277216606,0.41182829888712236,-0.034610533885043704,stretcher
n04344873,0.3685238095238095,0.27105691056910564,-0.09746689895470384,studio_couch
n04346328,0.2136506435513527,0.18110323089046498,-0.0325474126608877,stupa
n04347754,0.4036233417682693,0.32405025868440496,-0.07957308308386435,submarine
n04355338,0.4788073299780617,0.4589566310496543,-0.019850698928407406,sundial
n04367480,0.4122850729517396,0.37622529644268776,-0.036059776509051844,swab
n04371430,0.3714556661925083,0.2646084656084655,-0.10684720058404279,swimming_trunks
n04371774,0.35848689767541814,0.2756060606060606,-0.08288083706935756,swing
n04389033,0.39034959349593495,0.3087619047619048,-0.08158768873403016,tank
n04398044,0.3259741602067183,0.2976969696969697,-0.02827719050974864,teapot
n04399382,0.30036812570145904,0.24232076866223204,-0.058047357039227004,teddy
n04409515,0.2186781510192363,0.10651162790697674,-0.11216652311225955,tennis_ball
n04417672,0.3582299882367721,0.32230417651694243,-0.03592581171982967,thatch
n04418357,0.24817528163332003,0.17348148148148146,-0.07469380015183857,theater_curtain
n04423845,0.3641084888581679,0.29160839160839164,-0.07250009724977624,thimble
n04429376,0.34376023391812865,0.2700770218228498,-0.07368321209527884,throne
n04435653,0.3832560032560033,0.3409505941213258,-0.04230540913467751,tile_roof
n04442312,0.4196429512218986,0.3296224796224796,-0.090020471599419,toaster
n04456115,0.37004884004884003,0.23111560953666216,-0.13893323051217787,torch
n04458633,0.312286470143613,0.22445883441258097,-0.08782763573103203,totem_pole
n04461696,0.41916285516285523,0.37565656565656563,-0.0435062895062896,tow_truck
n04465501,0.34104777241009127,0.24491208167895628,-0.09613569073113498,tractor
n04467665,0.3514621578099839,0.25465468639887245,-0.09680747141111146,trailer_truck
n04482393,0.3628215488215489,0.2693628593628594,-0.09345868945868946,tricycle
n04483307,0.31544444444444447,0.2437728937728938,-0.07167155067155068,trimaran
n04485082,0.3135308983319253,0.3089133089133089,-0.004617589418616397,tripod
n04486054,0.22834121355397943,0.15259944495837188,-0.07574176859560755,triumphal_arch
n04487081,0.2743800453514739,0.20814492753623187,-0.06623511781524205,trolleybus
n04501370,0.4088255683449482,0.31883312933496527,-0.08999243900998294,turnstile
n04505470,0.2632193732193732,0.22689724310776938,-0.036322130111603845,typewriter_keyboard
n04509417,0.3651943869335174,0.270593849416755,-0.0946005375167624,unicycle
n04515003,0.2686925064599483,0.151459135643988,-0.1172333708159603,upright
n04517823,0.42765690812202445,0.3982615629984051,-0.029395345123619354,vacuum
n04523525,0.3238095238095238,0.27958974358974364,-0.04421978021978018,vault
n04525305,0.30535923527597897,0.20544217687074834,-0.09991705840523063,vending_machine
n04532106,0.429023639023639,0.39775519421860883,-0.03126844480503016,vestment
n04532670,0.27805130671797335,0.18364433811802233,-0.09440696859995101,viaduct
n04536866,0.3857490511149047,0.30307992202729045,-0.08266912908761426,violin
n04540053,0.33848707482993196,0.23794030732860513,-0.10054676750132682,volleyball
n04542943,0.41544973544973546,0.35293007293007295,-0.06251966251966251,waffle_iron
n04550184,0.4568119658119658,0.41400000000000003,-0.04281196581196578,wardrobe
n04552348,0.22009783467678204,0.19812601626016263,-0.02197181841661941,warplane
n04553703,0.37805715693520564,0.30773809523809526,-0.07031906169711039,washbasin
n04554684,0.3935154423526516,0.3685952380952381,-0.024920204257413536,washer
n04562935,0.1510204081632653,0.09631205673758862,-0.05470835142567669,water_tower
n04579432,0.3675317665395184,0.27047173489278753,-0.09706003164673088,whistle
n04584207,0.30706846240179575,0.28984833164812945,-0.017220130753666296,wig
n04589890,0.20737026662516855,0.2336402116402116,0.02626994501504304,window_screen
n04597913,0.49813366650575946,0.47281313131313135,-0.025320535192628113,wooden_spoon
n04604644,0.3222887989203778,0.2222222222222223,-0.10006657669815552,worm_fence
n04606251,0.4256881488333848,0.3351580849141825,-0.09053006391920232,wreck
n04612504,0.3572511291779585,0.21104788999525842,-0.14620323918270006,yawl
n04613696,0.309837037037037,0.21771825396825392,-0.0921187830687831,yurt
n06359193,0.2907183480484392,0.24884897959183672,-0.041869368456602496,web_site
n06596364,0.4628298388247039,0.388015873015873,-0.07481396580883093,comic_book
n06785654,0.3291575327745541,0.21663485330505475,-0.11252267946949937,crossword_puzzle
n06794110,0.27366321787374415,0.18431009957325745,-0.0893531183004867,street_sign
n06874185,0.2644108788139796,0.20970340411189758,-0.05470747470208204,traffic_light
n07565083,0.4016252446950121,0.31016071090943464,-0.09146453378557745,menu
n07583066,0.4684525745257453,0.3285476718403548,-0.13990490268539046,guacamole
n07590611,0.4624636610002464,0.35651626016260163,-0.10594740083764476,hot_pot
n07613480,0.27576751740885475,0.15827718676122926,-0.11749033064762548,trifle
n07615774,0.4687557702630167,0.3838188153310105,-0.0849369549320062,ice_lolly
n07695742,0.3722338366240805,0.23019607843137257,-0.14203775819270792,pretzel
n07697313,0.37512570245489507,0.2512056737588652,-0.12392002869602986,cheeseburger
n07697537,0.39176585466132186,0.282010582010582,-0.10975527265073987,hotdog
n07711569,0.44566912777439094,0.3939881344759394,-0.05168099329845155,mashed_potato
n07714571,0.3177953447518665,0.2845972362655881,-0.03319810848627841,head_cabbage
n07714990,0.27152764358561465,0.1931497584541063,-0.07837788513150834,broccoli
n07715103,0.3842654263884606,0.25201581027667985,-0.13224961611178077,cauliflower
n07716358,0.43479674796747964,0.27351940457203616,-0.16127734339544347,zucchini
n07716906,0.397190438665616,0.3078000743218135,-0.08939036434380249,spaghetti_squash
n07717410,0.36289855072463767,0.2991759053954176,-0.06372264532922006,acorn_squash
n07717556,0.4033306233062331,0.32096073517126145,-0.08236988813497165,butternut_squash
n07718472,0.3804180853774349,0.3341014698909436,-0.0463166154864913,cucumber
n07718747,0.4205837094347733,0.30727946127946126,-0.11330424815531204,artichoke
n07720875,0.298622394154309,0.2380753968253968,-0.06054699732891222,bell_pepper
n07730033,0.16589440504334116,0.06862588652482265,-0.0972685185185185,cardoon
n07742313,0.2070488459473967,0.12424242424242425,-0.08280642170497245,Granny_Smith
n07747607,0.37272003335417964,0.3088400488400488,-0.06387998451413085,orange
n07749582,0.25541734417344175,0.17200000000000007,-0.08341734417344168,lemon
n07753113,0.326979093258163,0.2549259259259259,-0.0720531673322371,fig
n07753275,0.3402777777777777,0.24887449892075236,-0.09140327885702532,pineapple
n07753592,0.392705467372134,0.25669379844961243,-0.1360116689225216,banana
n07754684,0.31724444444444444,0.2261611111111111,-0.09108333333333335,jackfruit
n07760859,0.35194565542529066,0.21873015873015866,-0.133215496695132,custard_apple
n07768694,0.35385342789598107,0.24107537522678535,-0.11277805266919572,pomegranate
n07802026,0.33065063213074314,0.2807123719464145,-0.04993826018432862,hay
n07831146,0.4054904601571268,0.2394590869939707,-0.1660313731631561,carbonara
n07871810,0.53530899320373,0.3730030959752322,-0.16230589722849786,meat_loaf
n07873807,0.378589617101245,0.2770555555555556,-0.10153406154568939,pizza
n07875152,0.43501839501839495,0.3335675675675676,-0.10145082745082734,potpie
n07880968,0.5656916996047431,0.4456694855532065,-0.12002221405153657,burrito
n09229709,0.38148577563070313,0.2536602870813397,-0.12782548854936343,bubble
n09256479,0.3217293447293448,0.2908333333333334,-0.03089601139601139,coral_reef
n09288635,0.33055366591080876,0.20297872340425524,-0.12757494250655352,geyser
n09468604,0.3872410656270305,0.2505755755755756,-0.1366654900514549,valley
n09472597,0.3715897031783557,0.3345185185185185,-0.03707118465983722,volcano
n09835506,0.2748728928263812,0.19404656319290461,-0.0808263296334766,ballplayer
n10148035,0.5159316548539463,0.38392857142857145,-0.13200308342537487,groom
n10565667,0.3200113453374323,0.2423703703703704,-0.0776409749670619,scuba_diver
n11879895,0.07579999999999998,0.08373333333333333,0.007933333333333348,rapeseed
n11939491,0.09859410430839001,0.03387517730496452,-0.06471892700342549,daisy
n12057211,0.11164444444444444,0.03413333333333335,-0.07751111111111109,yellow_lady's_slipper
n12267677,0.3446222222222222,0.2506814814814815,-0.09394074074074071,acorn
