wnid,CNN,ViT,diff,name
n01632777,0.34564412238325276,0.21556998556998558,-0.13007413681326718,axolotl
n01641577,0.36948754678022966,0.2868846153846154,-0.08260293139561425,bullfrog
n01644373,0.34972234421509785,0.23239577927694166,-0.11732656493815619,tree_frog
n01664065,0.4000187244878853,0.3571212121212122,-0.04289751236667311,loggerhead
n01665541,0.3968024164515393,0.3436992481203007,-0.05310316833123857,leatherback_turtle
n01669191,0.3686845196147522,0.2911400180668473,-0.07754450154790488,box_turtle
n01675722,0.37912345679012344,0.27230434782608703,-0.1068191089640364,banded_gecko
n01677366,0.3529472670141984,0.2875555555555556,-0.06539171145864275,common_iguana
n01682714,0.40391337022613927,0.3579202059202059,-0.045993164305933365,American_chameleon
n01685808,0.31372492319640016,0.24754674403610577,-0.06617817916029439,whiptail
n01687978,0.3671999060371154,0.25820751064653497,-0.10899239539058042,agama
n01688243,0.4155555555555555,0.3618578100674623,-0.053697745488093196,frilled_lizard
n01692333,0.4132098765432099,0.2936507936507936,-0.11955908289241629,Gila_monster
n01694178,0.2840728436077273,0.2547475893363585,-0.029325254271368784,African_chameleon
n01695060,0.3428703703703704,0.2884669887278583,-0.05440338164251207,Komodo_dragon
n01697457,0.5756967290603138,0.4571421532397142,-0.11855457582059958,African_crocodile
n01698640,0.4527365379563961,0.4247826086956522,-0.027953929260743915,American_alligator
n01704323,0.3832013396375098,0.29906330749354004,-0.08413803214396975,triceratops
n01728572,0.4012737127371273,0.33887606837606843,-0.06239764436105888,thunder_snake
n01728920,0.3852551492382337,0.2605415713196033,-0.12471357791863036,ringneck_snake
n01734418,0.3847607039663778,0.31256459948320414,-0.07219610448317365,king_snake
n01735189,0.33936424029988194,0.22092929292929292,-0.11843494737058902,garter_snake
n01737021,0.5086046511627907,0.43128205128205127,-0.07732259988073947,water_snake
n01742172,0.4332734879246507,0.3775193798449613,-0.05575410807968939,boa_constrictor
n01748264,0.3455365587114829,0.21784848484848487,-0.12768807386299805,Indian_cobra
n01751748,0.3003787046626704,0.2496448438168592,-0.05073386084581122,sea_snake
n01755581,0.520955192955193,0.4197408536585366,-0.10121433929665641,diamondback
n01768244,0.3190022675736961,0.2693452380952381,-0.049657029478458015,trilobite
n01770081,0.3143764172335601,0.24539682539682534,-0.06897959183673474,harvestman
n01770393,0.3025354609929078,0.2078640936829952,-0.0946713673099126,scorpion
n01773157,0.2673640661938534,0.18042553191489358,-0.08693853427895981,black_and_gold_garden_spider
n01774384,0.25758750293634014,0.20273901808785535,-0.054848484848484785,black_widow
n01774750,0.29401340441613993,0.19958063521430774,-0.09443276920183219,tarantula
n01775062,0.44574420574420576,0.42807017543859655,-0.017674030305609212,wolf_spider
n01776313,0.12300600600600602,0.06732793522267212,-0.055678070783333894,tick
n01784675,0.3243815937149271,0.27035772357723575,-0.05402387013769133,centipede
n01795545,0.10154589371980678,0.05525925925925927,-0.04628663446054751,black_grouse
n01796340,0.35634948778565795,0.26503342366756993,-0.09131606411808801,ptarmigan
n01797886,0.3403081282893257,0.23970370370370375,-0.10060442458562197,ruffed_grouse
n01798484,0.23490740740740737,0.12366545893719802,-0.11124194847020935,prairie_chicken
n01806143,0.2215959457068879,0.15231973995271864,-0.06927620575416926,peacock
n01806567,0.26529550827423165,0.17362922705314007,-0.09166628122109158,quail
n01807496,0.2327000933353741,0.190036075036075,-0.042664018299299084,partridge
n01817953,0.3186394557823129,0.17464371980676324,-0.14399573597554965,African_grey
n01818515,0.19330370370370367,0.08514112027789834,-0.10816258342580533,macaw
n01819313,0.3087528344671202,0.1956944444444444,-0.11305839002267581,sulphur-crested_cockatoo
n01820546,0.13804444444444444,0.05306666666666665,-0.08497777777777779,lorikeet
n01824575,0.25042894935752075,0.13969424743892822,-0.11073470191859253,coucal
n01828970,0.17442176870748297,0.07885770975056691,-0.09556405895691605,bee_eater
n01829413,0.2994214663643235,0.2368777777777778,-0.06254368858654569,hornbill
n01833805,0.23320483749055168,0.1529166666666666,-0.08028817082388509,hummingbird
n01843065,0.15153664302600467,0.055460992907801335,-0.09607565011820333,jacamar
n01843383,0.20520094562647748,0.094235836627141,-0.11096510899933648,toucan
n01847000,0.32165972864631515,0.2028989898989899,-0.11876073874732523,drake
n01855032,0.17457052797478323,0.0691161616161616,-0.10545436635862163,red-breasted_merganser
n01855672,0.31267089499647643,0.27921212121212124,-0.03345877378435519,goose
n01860187,0.15210884353741494,0.06619614512471654,-0.0859126984126984,black_swan
n01871265,0.26102839681787054,0.15284020862968234,-0.1081881881881882,tusker
n01872401,0.27599999999999997,0.205178231292517,-0.07082176870748297,echidna
n01873310,0.3911058682545033,0.2640758873929009,-0.1270299808616024,platypus
n01877812,0.39898316498316494,0.40442032730404825,0.005437162320883315,wallaby
n01882714,0.397919621749409,0.30403664302600464,-0.09388297872340434,koala
n01883070,0.46203194738078457,0.3768508771929825,-0.08518107018780208,wombat
n01910747,0.25197793538219065,0.18102415458937204,-0.07095378079281861,jellyfish
n01917289,0.3162568951930654,0.26421214924452663,-0.05204474594853875,brain_coral
n01924916,0.2794263199369582,0.20253787878787877,-0.07688844114907945,flatworm
n01930112,0.17293075684380033,0.1257745571658615,-0.047156199677938826,nematode
n01943899,0.40730976430976434,0.3057777777777778,-0.10153198653198653,conch
n01944390,0.3331568163908589,0.2714781144781145,-0.06167870191274444,snail
n01945685,0.40596969696969704,0.3469746588693957,-0.05899503810030132,slug
n01950731,0.459069791345462,0.32592631032693303,-0.13314348101852896,sea_slug
n01955084,0.3613593380614657,0.2585608465608466,-0.1027984915006191,chiton
n01968897,0.2330284487385937,0.16701962724723732,-0.0660088214913564,chambered_nautilus
n01978287,0.3948021680216802,0.33171428571428574,-0.06308788230739448,Dungeness_crab
n01978455,0.522525701370374,0.4673121693121693,-0.05521353205820473,rock_crab
n01980166,0.38571273712737125,0.2656905083220873,-0.12002222880528396,fiddler_crab
n01981276,0.34788428814520705,0.22243902439024388,-0.12544526375496318,king_crab
n01983481,0.40292391616422635,0.23871834625322996,-0.16420556991099639,American_lobster
n01984695,0.45763448437867044,0.37456140350877193,-0.08307308086989851,spiny_lobster
n01985128,0.5607913602332207,0.5148677248677248,-0.04592363536549593,crayfish
n01986214,0.45556462585034013,0.35844696969696965,-0.09711765615337048,hermit_crab
n01990800,0.39485882049296683,0.30831785345717233,-0.0865409670357945,isopod
n02002556,0.216,0.12501317523056654,-0.09098682476943346,white_stork
n02002724,0.22994627122286693,0.1710043066322136,-0.05894196459065332,black_stork
n02006656,0.1672888888888889,0.07991564625850335,-0.08737324263038555,spoonbill
n02007558,0.22630385487528346,0.1166042553191489,-0.10969959955613455,flamingo
n02009229,0.2532253696384131,0.1953993216157878,-0.05782604802262528,little_blue_heron
n02009912,0.20906011237879876,0.14402096823928456,-0.0650391441395142,American_egret
n02011460,0.2878841607565011,0.19948616600790514,-0.08839799474859594,bittern
n02012849,0.3026341463414634,0.22862121212121217,-0.07401293422025124,crane
n02013706,0.16897777777777775,0.06500000000000003,-0.10397777777777772,limpkin
n02017213,0.20780045351473922,0.12476190476190474,-0.08303854875283448,European_gallinule
n02018207,0.2632624113475177,0.19556763285024148,-0.06769477849727623,American_coot
n02018795,0.20110536001840348,0.15305555555555553,-0.048049804462847956,bustard
n02025239,0.2003555555555556,0.09093333333333331,-0.10942222222222228,ruddy_turnstone
n02027492,0.29680134680134684,0.2064055448098001,-0.09039580199154673,red-backed_sandpiper
n02028035,0.18827423167848698,0.1278014184397163,-0.060472813238770684,redshank
n02033041,0.2470038030630075,0.17795454545454548,-0.06904925760846203,dowitcher
