model,family,class,corruption,severity,method,iou,centroid_shift,prob_corr,correct
resnet101,CNN,backpack,defocus_blur,5,cam,0.4110369068541301,14.607883996258925,0.0006907486240379512,False
resnet101,CNN,backpack,glass_blur,1,cam,1.0,0.0,0.6017680168151855,True
resnet101,CNN,backpack,glass_blur,2,cam,1.0,0.0,0.6017680168151855,True
resnet101,CNN,backpack,glass_blur,3,cam,1.0,0.0,0.6017680168151855,True
resnet101,CNN,backpack,glass_blur,4,cam,1.0,0.0,0.6017680168151855,True
resnet101,CNN,backpack,glass_blur,5,cam,1.0,0.0,0.6017680168151855,True
resnet101,CNN,backpack,motion_blur,1,cam,0.7580800560567574,4.969868128551378,0.36464938521385193,True
resnet101,CNN,backpack,motion_blur,2,cam,0.7900651030054401,5.858629250921957,0.15780645608901978,True
resnet101,CNN,backpack,motion_blur,3,cam,0.4702607676530911,19.220803727940236,0.0026302034966647625,False
resnet101,CNN,backpack,motion_blur,4,cam,0.31714679440908194,20.43839828526029,0.0012973733246326447,False
resnet101,CNN,backpack,motion_blur,5,cam,0.16697674418604652,17.037026856921077,0.0005861861282028258,False
resnet101,CNN,backpack,zoom_blur,1,cam,0.5669008587041374,15.80535708377664,0.10858485102653503,False
resnet101,CNN,backpack,zoom_blur,2,cam,0.6658643870860652,11.56857834071197,0.05745656415820122,False
resnet101,CNN,backpack,zoom_blur,3,cam,0.7501089894498213,7.6903245141983545,0.013074485585093498,False
resnet101,CNN,backpack,zoom_blur,4,cam,0.7126279863481229,7.600019861003904,0.006090707145631313,False
resnet101,CNN,backpack,zoom_blur,5,cam,0.5486459378134403,10.861195430267754,0.00019421294564381242,False
resnet101,CNN,backpack,snow,1,cam,0.6631038197033723,10.862517909281507,0.05160344019532204,False
resnet101,CNN,backpack,snow,2,cam,0.38657087593257805,33.58870286952458,0.0012027238262817264,False
resnet101,CNN,backpack,snow,3,cam,0.4154149918905578,23.96839873699286,0.02357388101518154,False
resnet101,CNN,backpack,snow,4,cam,0.5040839265642563,6.491709275205877,0.0050109317526221275,False
resnet101,CNN,backpack,snow,5,cam,0.19256134513694967,24.90798945508499,0.0013726934557780623,False
