wnid,compactness,dispersion,margin,n_imgs,model
n03841143,0.11936779320240021,0.011751704356273117,0.5042084455490112,49,resnet50
n03843555,0.3850216567516327,0.051679783831011086,0.4226473569869995,36,resnet50
n03854065,0.23372384905815125,0.021782840644931883,0.5432980060577393,46,resnet50
n03857828,0.23003050684928894,0.015895023670310458,0.5391077995300293,47,resnet50
n03866082,0.33628979325294495,0.04744185240366634,0.24351763725280762,19,resnet50
n03868242,0.2839360237121582,0.02389499408993243,0.26397866010665894,47,resnet50
n03868863,0.4042010009288788,0.04654186281837244,0.2823282480239868,31,resnet50
n03871628,0.3593667447566986,0.06398334403570345,0.32924050092697144,28,resnet50
n03873416,0.29509836435317993,0.028974510207333527,0.21169573068618774,38,resnet50
n03874293,0.2709139883518219,0.02061477669599776,0.6002809405326843,47,resnet50
n03874599,0.35679948329925537,0.02936354877631448,0.34399545192718506,39,resnet50
n03876231,0.35815000534057617,0.036511235799480124,0.43749481439590454,37,resnet50
n03877472,0.36951538920402527,0.05738358630891858,0.3243243098258972,36,resnet50
n03877845,0.2788741886615753,0.0320211260947524,0.23989450931549072,39,resnet50
n03884397,0.3171514868736267,0.03046164602313388,0.5096428990364075,45,resnet50
n03887697,0.4091801941394806,0.0459262942158699,0.19158828258514404,38,resnet50
n03888257,0.2032790333032608,0.012790067883789039,0.6819499135017395,48,resnet50
n03888605,0.35584452748298645,0.04046316882660736,0.21507716178894043,38,resnet50
n03891251,0.35980623960494995,0.04799613983044858,0.43947166204452515,41,resnet50
n03891332,0.3493824005126953,0.03522174641945365,0.4965749979019165,47,resnet50
n03895866,0.3191470503807068,0.03863944660335376,0.3279740810394287,30,resnet50
n03899768,0.3607304096221924,0.05775712100470216,0.30233776569366455,34,resnet50
n03902125,0.3125423192977905,0.030343979702052517,0.4035492539405823,43,resnet50
n03903868,0.31505367159843445,0.038910266121288256,0.3629707098007202,34,resnet50
n03908618,0.3719806671142578,0.04460963414389928,0.2901153564453125,37,resnet50
n03908714,0.3941292464733124,0.044383139037707936,0.2870710492134094,35,resnet50
n03916031,0.34646639227867126,0.04043417997267093,0.22350633144378662,42,resnet50
n03920288,0.3518112301826477,0.047761955605345685,0.44173282384872437,34,resnet50
n03924679,0.15628011524677277,0.015117940099469485,0.2560123801231384,47,resnet50
n03929660,0.328960120677948,0.02687759459318305,0.5738823413848877,39,resnet50
n03929855,0.21105866134166718,0.032255060725721776,0.48498958349227905,43,resnet50
n03930313,0.26802298426628113,0.02915215599923946,0.5575110912322998,44,resnet50
n03930630,0.23374901711940765,0.021575755918600472,0.296694815158844,36,resnet50
n03933933,0.336172878742218,0.039418361878150066,0.23342621326446533,33,resnet50
n03935335,0.2833549976348877,0.022972660158723446,0.5185756683349609,46,resnet50
n03937543,0.3435630202293396,0.039895569896178304,0.4055408239364624,44,resnet50
n03938244,0.3290574550628662,0.03971918680758246,0.39685988426208496,42,resnet50
n03942813,0.313222199678421,0.033505275652285005,0.4447396397590637,44,resnet50
n03944341,0.3057556450366974,0.03257744805486386,0.4193756580352783,45,resnet50
n03947888,0.22648562490940094,0.017501240759963493,0.3968028426170349,39,resnet50
n03950228,0.3129294514656067,0.03274459887083981,0.17955076694488525,29,resnet50
n03954731,0.3021574914455414,0.033485374115372925,0.44475507736206055,48,resnet50
n03956157,0.23876884579658508,0.01713371401881949,0.6044778823852539,46,resnet50
n03958227,0.43248000741004944,0.06415963640833353,0.4446794390678406,27,resnet50
n03961711,0.3368111252784729,0.03257106533894204,0.4766154885292053,29,resnet50
n03967562,0.39866331219673157,0.039512603413988726,0.38107430934906006,41,resnet50
n03970156,0.42088013887405396,0.05977692610318533,0.3547170162200928,32,resnet50
n03976467,0.19362609088420868,0.04067691807964378,0.30886363983154297,43,resnet50
n03976657,0.45508214831352234,0.0716454898737521,0.37124961614608765,26,resnet50
n03977966,0.20903414487838745,0.01953900398151178,0.28568506240844727,43,resnet50
n03980874,0.36191728711128235,0.03628729736589744,0.3082613945007324,39,resnet50
n03982430,0.3178465962409973,0.02918569807428721,0.5749402642250061,44,resnet50
n03983396,0.2972813844680786,0.027481576937743873,0.28520870208740234,34,resnet50
n03991062,0.3683103621006012,0.04468107677118885,0.5003730058670044,43,resnet50
n03992509,0.3356807231903076,0.04077589931430314,0.45617592334747314,48,resnet50
n03995372,0.377636194229126,0.065352231441167,0.2916153073310852,31,resnet50
n03998194,0.2981312870979309,0.033448969889626826,0.5637931227684021,37,resnet50
n04004767,0.30768880248069763,0.04008408888220441,0.2560123801231384,28,resnet50
n04005630,0.39917922019958496,0.06590647734657995,0.37910252809524536,39,resnet50
n04008634,0.30161312222480774,0.030542691439075828,0.13789737224578857,19,resnet50
n04009552,0.35735923051834106,0.04135126903902183,0.40881264209747314,39,resnet50
n04019541,0.3194097578525543,0.031308407336362684,0.5729188919067383,47,resnet50
n04023962,0.35851365327835083,0.05175017126380668,0.38839608430862427,33,resnet50
n04026417,0.33840885758399963,0.04511826677901563,0.20696139335632324,30,resnet50
n04033901,0.34586355090141296,0.033246763280549825,0.48580384254455566,39,resnet50
n04033995,0.32851386070251465,0.03612464284145629,0.2585049867630005,34,resnet50
n04037443,0.30258709192276,0.03712197263732719,0.31997150182724,37,resnet50
n04039381,0.352899432182312,0.0472615274909579,0.47641122341156006,43,resnet50
n04040759,0.40623852610588074,0.04526112843819284,0.3925241231918335,44,resnet50
n04041544,0.3552587032318115,0.03887726460987853,0.19418001174926758,36,resnet50
n04044716,0.1900816410779953,0.014913066336080083,0.5342851877212524,47,resnet50
n04049303,0.38465553522109985,0.048765979236437385,0.3559950590133667,43,resnet50
n04065272,0.21581736207008362,0.021097792617090147,0.35668230056762695,41,resnet50
n04067472,0.40200328826904297,0.052169563105325764,0.4532017111778259,42,resnet50
n04069434,0.29664555191993713,0.0431236880377952,0.4814378023147583,43,resnet50
n04070727,0.3828531801700592,0.04708870600451719,0.32966387271881104,43,resnet50
n04074963,0.3037874400615692,0.025999885382903175,0.5231282711029053,43,resnet50
n04081281,0.3139375150203705,0.05540842612182604,0.33254021406173706,27,resnet50
n04086273,0.2492893934249878,0.013607363154638761,0.43833720684051514,46,resnet50
n04090263,0.41426441073417664,0.049716424102255796,0.2367810606956482,27,resnet50
n04099969,0.35985055565834045,0.04002738536468712,0.3634744882583618,39,resnet50
n04111531,0.3004157245159149,0.026715495728256607,0.5344604849815369,45,resnet50
n04116512,0.434459388256073,0.04860838077562666,0.30622541904449463,34,resnet50
n04118538,0.23734840750694275,0.044347046368420795,0.5170660018920898,46,resnet50
n04118776,0.32648760080337524,0.028611684606995584,0.5342625379562378,38,resnet50
n04120489,0.28437432646751404,0.02320479908813218,0.46639561653137207,44,resnet50
n04125021,0.24596722424030304,0.03107966167042948,0.499935507774353,40,resnet50
n04127249,0.4150444567203522,0.049028905324996874,0.3803383708000183,35,resnet50
n04131690,0.3651754856109619,0.0408698705928907,0.42998629808425903,32,resnet50
n04133789,0.3542449474334717,0.038896820404343876,0.30322927236557007,38,resnet50
n04136333,0.38587161898612976,0.07110105074505056,0.31759941577911377,35,resnet50
n04141076,0.33295929431915283,0.035851402172222574,0.34845566749572754,39,resnet50
n04141327,0.3361453711986542,0.03197810580743521,0.3047334551811218,42,resnet50
n04141975,0.449502170085907,0.06512372041368003,0.40951913595199585,39,resnet50
n04146614,0.23368434607982635,0.02037390995372558,0.5268508195877075,48,resnet50
n04147183,0.1620917171239853,0.010962616328810836,0.39680272340774536,39,resnet50
n04149813,0.265516459941864,0.03420587707795031,0.5298701524734497,45,resnet50
n04152593,0.28004705905914307,0.03242210101543482,0.18466389179229736,9,resnet50
n04153751,0.20837044715881348,0.015227081881347521,0.5713139176368713,47,resnet50
n04154565,0.3931044042110443,0.05578874235350102,0.32265323400497437,25,resnet50
n04162706,0.34092795848846436,0.061981453176114074,0.445088267326355,43,resnet50
n04179913,0.36602982878685,0.04070828584737665,0.42989933490753174,42,resnet50
n04192698,0.4347981810569763,0.05323518379204221,0.31185752153396606,35,resnet50
n04200800,0.391696959733963,0.06224270420382951,0.3371579647064209,44,resnet50
n04201297,0.2443859577178955,0.030974839502730448,0.4553924798965454,40,resnet50
n04204238,0.4656948149204254,0.05577658166313713,0.2309626340866089,39,resnet50
n04204347,0.29381808638572693,0.036840700489848915,0.501861572265625,41,resnet50
n04208210,0.4161667227745056,0.057070480766810885,0.3609517812728882,38,resnet50
n04209133,0.3545970320701599,0.043567378884550284,0.42108678817749023,42,resnet50
n04209239,0.42331621050834656,0.05271696743735685,0.4579543471336365,36,resnet50
n04228054,0.2889412045478821,0.029623370377313864,0.4444437026977539,40,resnet50
n04229816,0.3476784825325012,0.03220558575089591,0.45833849906921387,40,resnet50
n04235860,0.37097403407096863,0.043258113331745666,0.43655258417129517,35,resnet50
n04238763,0.2784818112850189,0.019912345633281998,0.5342623591423035,42,resnet50
n04239074,0.33487263321876526,0.048898363435924734,0.3023377060890198,22,resnet50
n04243546,0.22907595336437225,0.02298471664529944,0.5180936455726624,49,resnet50
n04251144,0.28382182121276855,0.0239029638894973,0.46597975492477417,45,resnet50
n04252077,0.28225404024124146,0.02393042928764432,0.44444382190704346,49,resnet50
n04252225,0.2698442041873932,0.025172013272457827,0.4093133807182312,47,resnet50
n04254120,0.3993828296661377,0.053422932437282966,0.3079270124435425,36,resnet50
n04254680,0.28385668992996216,0.024094923327168685,0.646174967288971,47,resnet50
n04254777,0.32349199056625366,0.03148636957489594,0.5148271918296814,34,resnet50
n04258138,0.3666561543941498,0.03443470697395964,0.47741496562957764,41,resnet50
n04259630,0.33893924951553345,0.04575237501588075,0.20853489637374878,37,resnet50
n04263257,0.32522326707839966,0.029374681378234086,0.28687429428100586,30,resnet50
n04264628,0.17811822891235352,0.010248427868869077,0.27638065814971924,19,resnet50
n04265275,0.34689754247665405,0.041639731559696976,0.39252424240112305,32,resnet50
n04266014,0.2907086908817291,0.018061354719961432,0.533086359500885,47,resnet50
n04270147,0.44179433584213257,0.06545842731301493,0.26497572660446167,28,resnet50
n04273569,0.27245867252349854,0.021097632687857457,0.5018708109855652,47,resnet50
n04275548,0.311486154794693,0.0324316056843,0.543022871017456,37,resnet50
n04277352,0.3250371515750885,0.03076701612153272,0.5602467060089111,49,resnet50
n04285008,0.24075326323509216,0.022581112448514393,0.17751288414001465,28,resnet50
n04286575,0.40859460830688477,0.06314073911739995,0.35984253883361816,13,resnet50
n04296562,0.33006298542022705,0.06289621501453259,0.3424795866012573,39,resnet50
n04310018,0.2308887392282486,0.018446650320936744,0.49870938062667847,49,resnet50
n04311004,0.22031442821025848,0.016101024594301128,0.31787359714508057,45,resnet50
n04311174,0.31617048382759094,0.03275645784137399,0.4182116985321045,45,resnet50
n04317175,0.3767358362674713,0.06019225838503513,0.410383939743042,35,resnet50
n04325704,0.38083866238594055,0.03711298236534587,0.30826133489608765,39,resnet50
n04326547,0.3431028127670288,0.03344832893588917,0.46228575706481934,40,resnet50
n04328186,0.33256736397743225,0.027509697827027054,0.33527910709381104,33,resnet50
n04330267,0.4191230535507202,0.04555861386945583,0.31293314695358276,33,resnet50
n04332243,0.4070677161216736,0.048647472007829304,0.4072376489639282,34,resnet50
n04335435,0.2159782201051712,0.015746029092448745,0.3810356855392456,45,resnet50
n04336792,0.372379869222641,0.07441157190106168,0.3782227039337158,33,resnet50
n04344873,0.28840821981430054,0.04086447945811319,0.2585051655769348,40,resnet50
n04346328,0.2563324570655823,0.019457797177837584,0.5821365118026733,45,resnet50
n04347754,0.29061058163642883,0.027665497526283986,0.42275285720825195,45,resnet50
n04350905,0.33886873722076416,0.056551686804013304,0.32482385635375977,33,resnet50
n04355338,0.36904650926589966,0.03548116901406782,0.4897240996360779,40,resnet50
n04355933,0.40793025493621826,0.06466847742093468,0.16166388988494873,16,resnet50
n04356056,0.3787781596183777,0.06946086792565488,0.16166388988494873,19,resnet50
n04357314,0.4315364956855774,0.07348795396774832,0.30029380321502686,27,resnet50
n04366367,0.3352552354335785,0.03363147967660506,0.23342609405517578,34,resnet50
n04367480,0.40583181381225586,0.039850365390923494,0.4805929660797119,44,resnet50
n04370456,0.3335060775279999,0.045765051549048155,0.23671716451644897,22,resnet50
n04371430,0.3413771688938141,0.05785385063450477,0.28412455320358276,37,resnet50
n04371774,0.3943158984184265,0.05767896099670439,0.35376685857772827,43,resnet50
n04372370,0.38760268688201904,0.039638152157447246,0.5074047446250916,34,resnet50
n04376876,0.38487035036087036,0.040805779501526744,0.33615148067474365,36,resnet50
n04380533,0.30906832218170166,0.03151684240036739,0.1546018123626709,25,resnet50
n04389033,0.2465163767337799,0.01987999358413816,0.33320289850234985,40,resnet50
n04392985,0.37110307812690735,0.037672861353909036,0.16908252239227295,26,resnet50
n04398044,0.30932268500328064,0.030019989881153147,0.25439828634262085,40,resnet50
n04399382,0.2937314808368683,0.03279891066856909,0.4883631467819214,45,resnet50
n04404412,0.3870201110839844,0.05150178405902386,0.3398686647415161,36,resnet50
n04409515,0.3026996850967407,0.02248731019777828,0.4842596650123596,43,resnet50
n04417672,0.33361032605171204,0.032275652169796165,0.5216720104217529,46,resnet50
n04418357,0.28561314940452576,0.03050800672146594,0.46099746227264404,44,resnet50
n04423845,0.33166664838790894,0.029900150525125176,0.5073761940002441,39,resnet50
n04428191,0.3171411454677582,0.03295048618314052,0.20113074779510498,35,resnet50
n04429376,0.3123917877674103,0.033969469931443924,0.4241846203804016,38,resnet50
n04435653,0.39179691672325134,0.04171817088760067,0.5147890448570251,39,resnet50
n04442312,0.34779688715934753,0.044528413995869806,0.37723398208618164,38,resnet50
n04443257,0.34513750672340393,0.04497177518637653,0.24015265703201294,28,resnet50
n04447861,0.39129936695098877,0.05327557154747086,0.4164784550666809,38,resnet50
n04456115,0.39929190278053284,0.057850465353915206,0.4214248061180115,40,resnet50
n04458633,0.2072906494140625,0.014640100094882053,0.6370669007301331,48,resnet50
n04461696,0.29622209072113037,0.030658512460624877,0.296694815158844,37,resnet50
n04462240,0.3895110487937927,0.06439917912035385,0.32541823387145996,36,resnet50
n04465501,0.2836151421070099,0.02653430939518015,0.2753180265426636,45,resnet50
n04467665,0.30184587836265564,0.02844028021838989,0.24758833646774292,46,resnet50
n04476259,0.42913946509361267,0.06811538989054161,0.40774452686309814,34,resnet50
n04479046,0.3460744321346283,0.04632036320254551,0.3420814275741577,35,resnet50
n04482393,0.3769787847995758,0.051751220911557386,0.3611212968826294,44,resnet50
n04483307,0.24064967036247253,0.01505940410849185,0.1163894534111023,45,resnet50
n04485082,0.36783790588378906,0.039706878283434596,0.35869812965393066,39,resnet50
n04486054,0.18576419353485107,0.015050205402565332,0.5408653616905212,47,resnet50
n04487081,0.13549590110778809,0.011606094955709561,0.3810356855392456,50,resnet50
n04487394,0.3123551607131958,0.02725025429766665,0.17106062173843384,39,resnet50
n04493381,0.4002046287059784,0.05502178470190693,0.13731276988983154,24,resnet50
n04501370,0.38260889053344727,0.0531732089839358,0.37910276651382446,45,resnet50
n04505470,0.282139390707016,0.021915039137335484,0.2763805389404297,36,resnet50
n04507155,0.4181140959262848,0.060057823368642974,0.40927016735076904,39,resnet50
n04509417,0.34691721200942993,0.04771125905118767,0.3611212968826294,42,resnet50
n04515003,0.28806060552597046,0.02593422507890809,0.35001540184020996,40,resnet50
n04517823,0.335678368806839,0.04741541926659111,0.36481690406799316,39,resnet50
n04522168,0.4000661373138428,0.05137639917434642,0.19901305437088013,24,resnet50
n04523525,0.31575360894203186,0.03398018811915175,0.33565276861190796,42,resnet50
n04525038,0.4174744486808777,0.05598149199054797,0.37900984287261963,20,resnet50
n04525305,0.2547359764575958,0.021436681253235793,0.5256949067115784,46,resnet50
n04532106,0.3426022529602051,0.039401060131400364,0.3903508186340332,36,resnet50
n04532670,0.2248515784740448,0.01640708616855177,0.579771876335144,42,resnet50
n04536866,0.3244495391845703,0.03078771147931554,0.27000951766967773,37,resnet50
n04540053,0.30547189712524414,0.035367948738896676,0.40407150983810425,49,resnet50
n04542943,0.3543015420436859,0.0366511542289535,0.4243956208229065,41,resnet50
n04548280,0.38858503103256226,0.034856012629732744,0.16131919622421265,35,resnet50
n04548362,0.3405405580997467,0.04070571827711007,0.20696157217025757,31,resnet50
n04550184,0.35907718539237976,0.04514255864467428,0.3626505136489868,39,resnet50
n04552348,0.22061285376548767,0.015115082319511763,0.24998420476913452,40,resnet50
n04553703,0.32273900508880615,0.038408432432578986,0.42874932289123535,41,resnet50
n04554684,0.3490062654018402,0.03727631271998809,0.4202565550804138,42,resnet50
n04557648,0.40048208832740784,0.05889367116288341,0.3236392140388489,32,resnet50
n04560804,0.335297167301178,0.043381664584185846,0.17955076694488525,16,resnet50
n04562935,0.2324352264404297,0.01542202207688646,0.6501168608665466,48,resnet50
n04579145,0.22155159711837769,0.016948977496631788,0.4816431999206543,32,resnet50
n04579432,0.34929195046424866,0.038748819802788936,0.32928115129470825,45,resnet50
n04584207,0.35406753420829773,0.0435625608768546,0.46645188331604004,44,resnet50
n04589890,0.2709004878997803,0.028576677282606416,0.7016803026199341,35,resnet50
n04590129,0.4194895327091217,0.060129367853359,0.3256085515022278,33,resnet50
n04591157,0.33902719616889954,0.033946939174773795,0.4260997772216797,19,resnet50
n04591713,0.36731284856796265,0.04274213900921148,0.3369014859199524,29,resnet50
n04592741,0.32540157437324524,0.02456053912279204,0.24998414516448975,35,resnet50
n04596742,0.38253989815711975,0.04909059013327776,0.1981494426727295,27,resnet50
n04597913,0.3718673586845398,0.038820744516217774,0.3100355267524719,39,resnet50
n04599235,0.35443538427352905,0.027356007798725906,0.5483813285827637,23,resnet50
n04604644,0.35963091254234314,0.03935632287758263,0.5036237835884094,39,resnet50
n04606251,0.3231801688671112,0.02828228371793367,0.4454265832901001,47,resnet50
n04612504,0.26105251908302307,0.020196741102955447,0.4111231565475464,40,resnet50
n04613696,0.2983030080795288,0.024923220441607098,0.5396742224693298,50,resnet50
n06359193,0.22848187386989594,0.025957779240689982,0.5673921704292297,47,resnet50
n06596364,0.32528677582740784,0.05621826628993691,0.30211126804351807,38,resnet50
n06785654,0.28079932928085327,0.03311800892101439,0.647428035736084,47,resnet50
n06794110,0.3154957890510559,0.03425844514790368,0.437919557094574,39,resnet50
n06874185,0.34627798199653625,0.034738390160619664,0.4379196763038635,43,resnet50
n07248320,0.36899182200431824,0.057935313367648095,0.30211126804351807,37,resnet50
n07565083,0.30735155940055847,0.031330168254368705,0.4799741506576538,44,resnet50
n07579787,0.2842263877391815,0.03402655487970034,0.29399287700653076,22,resnet50
n07583066,0.24923303723335266,0.020735562811876176,0.4998279809951782,40,resnet50
n07584110,0.24897219240665436,0.021992539645778724,0.2868742346763611,30,resnet50
n07590611,0.2677648663520813,0.029584019665329565,0.27131277322769165,41,resnet50
n07613480,0.21108920872211456,0.01388733968222983,0.4963301420211792,47,resnet50
n07614500,0.33104896545410156,0.03093864761397312,0.2469627857208252,35,resnet50
n07615774,0.3874381482601166,0.05674980826248249,0.3973582983016968,45,resnet50
n07684084,0.33551228046417236,0.028230092447262316,0.43683576583862305,39,resnet50
n07693725,0.2639975845813751,0.018437813702999947,0.483938992023468,38,resnet50
n07695742,0.2879604697227478,0.023118911339016248,0.483938992023468,42,resnet50
n07697313,0.19939567148685455,0.018019455112447576,0.480297327041626,46,resnet50
n07697537,0.2962131202220917,0.02663932140011542,0.4684027433395386,44,resnet50
n07711569,0.24973776936531067,0.02030639528845666,0.44817018508911133,37,resnet50
n07714571,0.2779114842414856,0.02606955737004173,0.6731588244438171,44,resnet50
n07714990,0.18290500342845917,0.011731534443637604,0.6607015132904053,46,resnet50
n07715103,0.2131560742855072,0.013645115671369043,0.6607013940811157,47,resnet50
n07716358,0.2997856140136719,0.026320890567613282,0.25138235092163086,41,resnet50
n07716906,0.2631673514842987,0.022914399657876568,0.4214212894439697,45,resnet50
n07717410,0.3352316915988922,0.025410281991912614,0.4258573055267334,46,resnet50
n07717556,0.3584941625595093,0.03012827656415685,0.4214212894439697,40,resnet50
n07718472,0.29212018847465515,0.024895134740627285,0.2513822317123413,36,resnet50
n07718747,0.2115420401096344,0.01572231029037445,0.39007842540740967,44,resnet50
n07720875,0.23487576842308044,0.01748273820126668,0.5306963324546814,44,resnet50
n07730033,0.16349123418331146,0.01038919579900696,0.39007842540740967,47,resnet50
n07734744,0.27042776346206665,0.020544045062250417,0.3059680461883545,21,resnet50
n07742313,0.2596151828765869,0.019179412598557807,0.6735787987709045,45,resnet50
n07745940,0.24755901098251343,0.021644345228314286,0.6185746192932129,30,resnet50
n07747607,0.29996272921562195,0.0224677888132817,0.3112149238586426,41,resnet50
n07749582,0.2650524973869324,0.021795490835295757,0.3112146258354187,40,resnet50
n07753113,0.20686616003513336,0.013010885247863077,0.6425790786743164,43,resnet50
n07753275,0.2920152246952057,0.02495352467291337,0.6719251275062561,48,resnet50
n07753592,0.23574954271316528,0.03126020832648545,0.30252140760421753,45,resnet50
n07754684,0.2080254703760147,0.016419960296158432,0.7850009799003601,50,resnet50
n07760859,0.2649889588356018,0.018848032745934204,0.7254823446273804,47,resnet50
n07768694,0.21912479400634766,0.01600011561101026,0.6855158805847168,47,resnet50
n07802026,0.2960651218891144,0.03363916609952894,0.6378968954086304,47,resnet50
n07831146,0.1769440919160843,0.0117855719507679,0.5606420040130615,45,resnet50
n07836838,0.3205259144306183,0.03012202833267948,0.24696296453475952,33,resnet50
n07860988,0.3892865478992462,0.05716555208843911,0.3886442184448242,22,resnet50
n07871810,0.27057528495788574,0.027191220337195975,0.29399293661117554,38,resnet50
n07873807,0.26414743065834045,0.023149724967355893,0.4696652293205261,44,resnet50
n07875152,0.28178930282592773,0.024955849866644824,0.452309250831604,37,resnet50
n07880968,0.31915098428726196,0.03724035789993893,0.4546546936035156,46,resnet50
n07892512,0.30428504943847656,0.029867390161848327,0.3123629093170166,34,resnet50
n07920052,0.2858525812625885,0.026444427724700424,0.3097022771835327,36,resnet50
n07930864,0.3476738929748535,0.040935303863323266,0.1722009778022766,22,resnet50
n07932039,0.353095680475235,0.043988328422853065,0.36972343921661377,27,resnet50
n09193705,0.30966368317604065,0.040937329548748014,0.4094622731208801,33,resnet50
n09229709,0.3562089204788208,0.03945366189622439,0.5457205176353455,45,resnet50
n09246464,0.34260228276252747,0.049997993319857104,0.32966703176498413,33,resnet50
n09256479,0.2376149743795395,0.019191626203849725,0.5038657784461975,39,resnet50
n09288635,0.2162230759859085,0.018307678722544816,0.583751916885376,49,resnet50
n09332890,0.3405539095401764,0.05331953376011938,0.28959226608276367,27,resnet50
n09399592,0.25533413887023926,0.02301122996971653,0.26715409755706787,29,resnet50
n09421951,0.35340842604637146,0.040936048631978875,0.17403924465179443,32,resnet50
n09428293,0.3371511995792389,0.04849265160111787,0.1740393042564392,24,resnet50
n09468604,0.29737284779548645,0.029199587262540447,0.36131250858306885,38,resnet50
n09472597,0.2724464237689972,0.02231549396442118,0.4421427249908447,44,resnet50
n09835506,0.3264670968055725,0.04316453790591068,0.3978344798088074,40,resnet50
n10148035,0.34669023752212524,0.06320297713373718,0.2646288275718689,37,resnet50
n10565667,0.23073935508728027,0.020207191441709266,0.46597975492477417,44,resnet50
n11879895,0.1735878437757492,0.01293546126726099,0.7299546599388123,48,resnet50
n11939491,0.1579498052597046,0.012291498287779937,0.6905282139778137,49,resnet50
n12057211,0.049818433821201324,0.0026838085990559682,0.8271703124046326,50,resnet50
n12144580,0.35095643997192383,0.03140004347170543,0.2784110903739929,26,resnet50
n12267677,0.20864219963550568,0.011001035814845522,0.6749340295791626,50,resnet50
n12620546,0.21805573999881744,0.015338844222740424,0.6661131978034973,49,resnet50
n12768682,0.2727125883102417,0.018109083412920193,0.6749341487884521,50,resnet50
n12985857,0.17211464047431946,0.009999175452153954,0.6296558380126953,49,resnet50
n12998815,0.12316910922527313,0.006514449991917594,0.32895320653915405,43,resnet50
n13037406,0.10848263651132584,0.005961939368888373,0.6968564987182617,49,resnet50
n13040303,0.25108927488327026,0.016340664961576275,0.5663665533065796,45,resnet50
n13044778,0.10988756269216537,0.006100285636786268,0.7570890784263611,50,resnet50
n13052670,0.2768104374408722,0.02423550767363684,0.4770283102989197,46,resnet50
n13054560,0.2904232442378998,0.022486445628946444,0.3059679865837097,41,resnet50
n13133613,0.30425164103507996,0.02459273481347387,0.2784114480018616,24,resnet50
n15075141,0.41607674956321716,0.05610366506418443,0.19158828258514404,28,resnet50
n01440764,0.17630822956562042,0.07902747820665672,0.7418263554573059,48,vit_b_16
n01443537,0.21379633247852325,0.11583573222986683,0.8760402202606201,47,vit_b_16
n01484850,0.16687366366386414,0.08587713582402724,0.4378909468650818,43,vit_b_16
n01491361,0.2020743191242218,0.1124980260052687,0.4378909468650818,39,vit_b_16
n01494475,0.19248436391353607,0.10319490493376077,0.5023051500320435,44,vit_b_16
n01496331,0.22223135828971863,0.11400039639733563,0.4143993854522705,42,vit_b_16
n01498041,0.24932122230529785,0.13606281269735432,0.41439926624298096,44,vit_b_16
n01514668,0.1839064061641693,0.10151833453206932,0.3357784152030945,41,vit_b_16
n01514859,0.16093917191028595,0.08806152111138404,0.33577829599380493,42,vit_b_16
n01518878,0.13276752829551697,0.052257249274707845,0.6861763596534729,49,vit_b_16
n01530575,0.12512187659740448,0.05849173295480348,0.7558944821357727,46,vit_b_16
n01531178,0.1255185902118683,0.056046007006200715,0.7974299192428589,49,vit_b_16
n01532829,0.11913146823644638,0.05669957646711257,0.7558945417404175,46,vit_b_16
n01534433,0.11084925383329391,0.051117552965305846,0.8827167749404907,50,vit_b_16
n01537544,0.1169181689620018,0.05124834295968685,0.7974299192428589,47,vit_b_16
n01558993,0.1260603368282318,0.06587086775416694,0.7873774170875549,48,vit_b_16
n01560419,0.15160410106182098,0.07710027819180064,0.8861974477767944,45,vit_b_16
n01580077,0.10416094958782196,0.04755959141962333,0.834201455116272,47,vit_b_16
n01582220,0.13469290733337402,0.06871541334318178,0.8342013359069824,48,vit_b_16
n01592084,0.09924789518117905,0.04630950473668677,0.8706624507904053,48,vit_b_16
n01601694,0.15393471717834473,0.072699119297674,0.8542318940162659,44,vit_b_16
n01608432,0.20684699714183807,0.11973395161741356,0.6703469157218933,44,vit_b_16
n01614925,0.09223441034555435,0.04213104082174556,0.6703469157218933,48,vit_b_16
n01616318,0.20988833904266357,0.11309642940934943,0.7849742770195007,50,vit_b_16
n01622779,0.08462746441364288,0.03516185344168953,0.8631958961486816,49,vit_b_16
n01629819,0.08631439507007599,0.04126848780295909,0.47621458768844604,49,vit_b_16
n01630670,0.2392846643924713,0.13578614197977193,0.4081992506980896,33,vit_b_16
n01631663,0.12237274646759033,0.053359994018600976,0.4081993103027344,37,vit_b_16
n01632458,0.14395096898078918,0.07270245831456167,0.5603333711624146,45,vit_b_16
n01632777,0.19028443098068237,0.09215318768013091,0.7450976371765137,44,vit_b_16
n01641577,0.13910484313964844,0.06274008252251907,0.37163662910461426,40,vit_b_16
n01644373,0.1639615297317505,0.08025336706149379,0.4298451542854309,47,vit_b_16
n01644900,0.2722506821155548,0.16817145374971654,0.3716365098953247,30,vit_b_16
n01664065,0.2524963617324829,0.14255359547034896,0.4595756530761719,44,vit_b_16
n01665541,0.2483920007944107,0.13577402449268886,0.4595755934715271,38,vit_b_16
n01667114,0.21073389053344727,0.11217046093766174,0.31960511207580566,32,vit_b_16
n01667778,0.20885083079338074,0.10797151395732557,0.31960511207580566,29,vit_b_16
n01669191,0.1508425623178482,0.07275290332494183,0.41920900344848633,45,vit_b_16
n01675722,0.2309500277042389,0.12788847301518397,0.5674296617507935,46,vit_b_16
n01677366,0.174345463514328,0.09440502823875559,0.5431540012359619,45,vit_b_16
n01682714,0.16650575399398804,0.08821717807510006,0.1685243844985962,35,vit_b_16
n01685808,0.16597437858581543,0.08395287747786433,0.5674298405647278,47,vit_b_16
