model,method,wnid,name,image_pos,image_idx,corruption,family,severity,prob_clean,prob_corr,prob_drop,correct_clean,correct_corr,xai_iou,xai_corr,centroid_shift,entropy_clean,entropy_corr,entropy_delta,family_model
vit_b_16,cam,n02769748,backpack,0,1102,gaussian_noise,noise,4,0.6701529026031494,0.06530915945768356,0.6048437431454659,1,1,0.22524722256134783,0.2510291607394325,12.140003337427766,3.7608192365195325,3.91393335777825,0.15311412125871726,ViT
vit_b_16,ig,n02769748,backpack,0,1102,gaussian_noise,noise,4,0.6701529026031494,0.06530915945768356,0.6048437431454659,1,1,0.1193397278608075,0.04304187656447575,31.54421134040279,2.2954434815217812,2.3882695878894675,0.09282610636768629,ViT
vit_b_16,rollout,n02769748,backpack,0,1102,gaussian_noise,noise,5,0.6701529026031494,0.003956233616918325,0.6661966689862311,1,0,0.15608800829397534,0.2507772183478402,20.834739795985936,4.037898397108564,3.559116193241988,-0.4787822038665759,ViT
vit_b_16,cam,n02769748,backpack,0,1102,gaussian_noise,noise,5,0.6701529026031494,0.003956233616918325,0.6661966689862311,1,0,0.20001594387755103,0.08309858803381687,33.475237232933786,3.7608192365195325,0.6829941609640362,-3.0778250755554963,ViT
vit_b_16,ig,n02769748,backpack,0,1102,gaussian_noise,noise,5,0.6701529026031494,0.003956233616918325,0.6661966689862311,1,0,0.10352410797734894,0.0005445557304638515,30.8915245727357,2.2954434815217812,2.200088712695822,-0.09535476882595928,ViT
vit_b_16,rollout,n02769748,backpack,0,1102,shot_noise,noise,1,0.6701529026031494,0.4130595326423645,0.2570933699607849,1,1,0.7731448763250883,0.9474748606832769,2.913971515219935,4.037898397108564,3.8803387304515944,-0.15755966665696963,ViT
vit_b_16,cam,n02769748,backpack,0,1102,shot_noise,noise,1,0.6701529026031494,0.4130595326423645,0.2570933699607849,1,1,0.48968383553510464,0.71012319142021,9.324154744785707,3.7608192365195325,3.59790187717111,-0.16291735934842233,ViT
vit_b_16,ig,n02769748,backpack,0,1102,shot_noise,noise,1,0.6701529026031494,0.4130595326423645,0.2570933699607849,1,1,0.3329791472971178,0.5376033028055417,6.838039089343064,2.2954434815217812,2.4877471370945607,0.1923036555727795,ViT
vit_b_16,rollout,n02769748,backpack,0,1102,shot_noise,noise,2,0.6701529026031494,0.668101966381073,0.002050936222076416,1,1,0.595675331902377,0.8751778803080942,3.3592810472363643,4.037898397108564,3.634085124053291,-0.40381327305527304,ViT
vit_b_16,cam,n02769748,backpack,0,1102,shot_noise,noise,2,0.6701529026031494,0.668101966381073,0.002050936222076416,1,1,0.06940819261705641,-0.00934056771640898,22.019019080976083,3.7608192365195325,3.1099198216497728,-0.6508994148697598,ViT
vit_b_16,ig,n02769748,backpack,0,1102,shot_noise,noise,2,0.6701529026031494,0.668101966381073,0.002050936222076416,1,1,0.27400825134877815,0.4176654565719489,10.275721732997145,2.2954434815217812,2.8889386263668824,0.5934951448451011,ViT
vit_b_16,rollout,n02769748,backpack,0,1102,shot_noise,noise,3,0.6701529026031494,0.516035258769989,0.1541176438331604,1,1,0.49189832020217034,0.8115236677981753,3.9177351594263703,4.037898397108564,3.936327971487535,-0.1015704256210288,ViT
vit_b_16,cam,n02769748,backpack,0,1102,shot_noise,noise,3,0.6701529026031494,0.516035258769989,0.1541176438331604,1,1,0.113997113997114,0.05369817149117423,28.017478043414744,3.7608192365195325,4.209745717969743,0.4489264814502105,ViT
vit_b_16,ig,n02769748,backpack,0,1102,shot_noise,noise,3,0.6701529026031494,0.516035258769989,0.1541176438331604,1,1,0.23535204332840964,0.33089600034519034,14.395536771585363,2.2954434815217812,2.5800929262343235,0.2846494447125423,ViT
vit_b_16,rollout,n02769748,backpack,0,1102,shot_noise,noise,4,0.6701529026031494,0.10970860719680786,0.5604442954063416,1,0,0.3741356883685904,0.6573010728212256,4.528305492774611,4.037898397108564,3.652249268689726,-0.38564912841883814,ViT
vit_b_16,cam,n02769748,backpack,0,1102,shot_noise,noise,4,0.6701529026031494,0.10970860719680786,0.5604442954063416,1,0,0.236297573592807,0.3287235466398781,37.61859611652023,3.7608192365195325,1.6991406275778123,-2.0616786089417203,ViT
vit_b_16,ig,n02769748,backpack,0,1102,shot_noise,noise,4,0.6701529026031494,0.10970860719680786,0.5604442954063416,1,0,0.19447750535586766,0.252484665085527,19.912445452561574,2.2954434815217812,2.411818502440509,0.11637502091872776,ViT
vit_b_16,rollout,n02769748,backpack,0,1102,shot_noise,noise,5,0.6701529026031494,0.017104990780353546,0.6530479118227959,1,0,0.2723873502756829,0.6068701491583767,3.264235372114193,4.037898397108564,3.400044668425065,-0.6378537286834991,ViT
vit_b_16,cam,n02769748,backpack,0,1102,shot_noise,noise,5,0.6701529026031494,0.017104990780353546,0.6530479118227959,1,0,0.16221849128697968,0.09883624831305697,26.4092937815546,3.7608192365195325,1.2419595492092226,-2.51885968731031,ViT
vit_b_16,ig,n02769748,backpack,0,1102,shot_noise,noise,5,0.6701529026031494,0.017104990780353546,0.6530479118227959,1,0,0.15489067894131187,0.12066223994726506,26.944480765799007,2.2954434815217812,1.6471486203240102,-0.648294861197771,ViT
