model,family,class,corruption,severity,method,iou,centroid_shift,prob_corr,correct,abs_delta_hf_energy,abs_delta_edge_strength,abs_delta_entropy,abs_delta_contrast,abs_delta_brightness
vit_b_16,ViT,backpack,zoom_blur,1,cam,0.25938009787928223,42.54702361186554,0.030541792511940002,False,0.02256785612553358,0.017876753583550453,0.17099203522706308,0.027868658304214478,0.015118971467018127
vit_b_16,ViT,backpack,zoom_blur,1,rollout,0.5993625498007968,1.380545824627155,0.030541792511940002,False,0.02256785612553358,0.017876753583550453,0.17099203522706308,0.027868658304214478,0.015118971467018127
vit_b_16,ViT,backpack,zoom_blur,2,cam,0.30692102350413436,39.917655829150384,0.014621797017753124,False,0.022751896642148495,0.020129181444644928,0.22565043213432556,0.03547537326812744,0.01952405273914337
vit_b_16,ViT,backpack,zoom_blur,2,rollout,0.5186502231973973,0.9518677225578817,0.014621797017753124,False,0.022751896642148495,0.020129181444644928,0.22565043213432556,0.03547537326812744,0.01952405273914337
vit_b_16,ViT,backpack,zoom_blur,3,cam,0.29030599125739265,33.31153916667863,0.011802363209426403,False,0.022649722173810005,0.021803466603159904,0.28882308113877375,0.04517625272274017,0.023844406008720398
vit_b_16,ViT,backpack,zoom_blur,3,rollout,0.46735872505300097,0.8798097115568745,0.011802363209426403,False,0.022649722173810005,0.021803466603159904,0.28882308113877375,0.04517625272274017,0.023844406008720398
vit_b_16,ViT,backpack,zoom_blur,4,cam,0.3292715231788079,35.30933054504578,0.009107241407036781,False,0.02307199966162443,0.023183897137641907,0.3456561956208315,0.051360055804252625,0.027922049164772034
vit_b_16,ViT,backpack,zoom_blur,4,rollout,0.4129241165704632,0.307362834381346,0.009107241407036781,False,0.02307199966162443,0.023183897137641907,0.3456561956208315,0.051360055804252625,0.027922049164772034
vit_b_16,ViT,backpack,zoom_blur,5,cam,0.29907449356028737,21.44902253791217,0.009018356911838055,False,0.02312970021739602,0.02412824146449566,0.4188099696716474,0.059190139174461365,0.032482460141181946
vit_b_16,ViT,backpack,zoom_blur,5,rollout,0.40570067931928006,0.12347846141784184,0.009018356911838055,False,0.02312970021739602,0.02412824146449566,0.4188099696716474,0.059190139174461365,0.032482460141181946
vit_b_16,ViT,backpack,snow,1,cam,0.2984862207271316,23.949255889924643,0.022165847942233086,False,0.0042438264936208725,0.018441736698150635,0.21937548660930783,0.025239035487174988,0.14884087443351746
vit_b_16,ViT,backpack,snow,1,rollout,0.41241029970451665,12.678300603029829,0.022165847942233086,False,0.004478590562939644,0.017535898834466934,0.2217656606145244,0.024102210998535156,0.14867305755615234
vit_b_16,ViT,backpack,snow,2,cam,0.35869491640154333,25.619672207620685,0.06288183480501175,False,0.003166351467370987,0.03843029588460922,0.3000794083671128,0.03276523947715759,0.2555300295352936
vit_b_16,ViT,backpack,snow,2,rollout,0.1623139730152296,33.224113285975875,0.06288183480501175,False,0.0031032711267471313,0.0423697903752327,0.2986356520601552,0.03391057252883911,0.26185157895088196
vit_b_16,ViT,backpack,snow,3,cam,0.24323319913285846,32.23360105473973,0.006816340144723654,False,0.00884196162223816,0.030696921050548553,0.29440768624426816,0.04104822874069214,0.25691673159599304
vit_b_16,ViT,backpack,snow,3,rollout,0.2014125815526426,26.019693658397966,0.006816340144723654,False,0.009476946666836739,0.028714053332805634,0.2972399027698227,0.03740410506725311,0.25331923365592957
vit_b_16,ViT,backpack,snow,4,cam,0.11449194891726819,9.682836790596621,0.0015816068043932319,False,0.01279494445770979,0.03252401947975159,0.24549603271337528,0.04079997539520264,0.3146040141582489
vit_b_16,ViT,backpack,snow,4,rollout,0.1650801021592756,29.253182573134232,0.0015816068043932319,False,0.012042175978422165,0.032237835228443146,0.2547758214500373,0.040629446506500244,0.3082875907421112
vit_b_16,ViT,backpack,snow,5,cam,0.1887474089428487,24.476969614545894,0.0011414148611947894,False,0.013174250721931458,0.03328496962785721,0.04418846009898836,0.016868874430656433,0.38141122460365295
vit_b_16,ViT,backpack,snow,5,rollout,0.16439468646673241,38.94968356497608,0.0011414148611947894,False,0.01417328417301178,0.033076077699661255,0.04312068766256516,0.02133987843990326,0.37651327252388
vit_b_16,ViT,backpack,frost,1,cam,0.2477001491795127,38.11673812535722,0.0419313907623291,False,0.010658172890543938,0.01615464687347412,0.23960881892389185,0.007936567068099976,0.17402994632720947
vit_b_16,ViT,backpack,frost,1,rollout,0.26942775845716094,16.588887421504516,0.0419313907623291,False,0.020835349336266518,0.002597752958536148,0.03892122855750202,0.007657453417778015,0.30361703038215637
vit_b_16,ViT,backpack,frost,2,cam,0.06849752514769279,38.5534041167792,0.09221406280994415,False,0.020154240541160107,0.0017916187644004822,0.20034590820080123,0.04401974380016327,0.2462736964225769
vit_b_16,ViT,backpack,frost,2,rollout,0.16298742684975956,17.30441861521424,0.09221406280994415,False,0.023845881689339876,0.0017531216144561768,0.10782487417411257,0.04002028703689575,0.4095248878002167
vit_b_16,ViT,backpack,frost,3,cam,0.3024463045876322,19.9128969882617,0.29301023483276367,True,0.02588500245474279,0.005455344915390015,0.5141713084967279,0.06941840052604675,0.4957330524921417
vit_b_16,ViT,backpack,frost,3,rollout,0.15429294381505548,46.21976874985431,0.29301023483276367,True,0.018949951976537704,0.019771665334701538,0.07358604830094873,0.050789907574653625,0.3712163269519806
vit_b_16,ViT,backpack,frost,4,cam,0.27336166973291887,14.23386357313105,0.192325159907341,True,0.022273147013038397,0.003922421485185623,0.2996244162551456,0.05813615024089813,0.2569010555744171
vit_b_16,ViT,backpack,frost,4,rollout,0.14933577645442053,36.474031933948886,0.192325159907341,True,0.021778364665806293,0.0033253468573093414,0.35736006246648344,0.06518405675888062,0.23423004150390625
vit_b_16,ViT,backpack,frost,5,cam,0.14409484724122207,29.293141100669388,0.05533001944422722,True,0.025537893641740084,0.001426253467798233,0.3825128889781153,0.07456283271312714,0.4960481822490692
vit_b_16,ViT,backpack,frost,5,rollout,0.15073360843649702,19.789199606156817,0.05533001944422722,True,0.023321688640862703,0.0015293769538402557,0.23298819807584525,0.063399538397789,0.3155061900615692
vit_b_16,ViT,backpack,fog,1,cam,0.43833751343604443,17.567736022294145,0.30443957448005676,True,0.02603357401676476,0.02168112900108099,0.037111275685792755,0.04904361069202423,0.20762276649475098
vit_b_16,ViT,backpack,fog,1,rollout,0.18895865418789243,23.124936403383607,0.30443957448005676,True,0.02535783825442195,0.021834119223058224,0.61008294853234,0.09422214329242706,0.1355726718902588
vit_b_16,ViT,backpack,fog,2,cam,0.42668277773828983,17.514447679137486,0.22530901432037354,True,0.02657338371500373,0.02421188447624445,0.30794034660554015,0.07772527635097504,0.18514162302017212
vit_b_16,ViT,backpack,fog,2,rollout,0.2673317338047733,12.671956592675633,0.22530901432037354,True,0.02708359423559159,0.023888833820819855,0.2927867186859965,0.08091609925031662,0.23540616035461426
vit_b_16,ViT,backpack,fog,3,cam,0.27013858128203505,26.857592368855812,0.059321630746126175,True,0.02742939186282456,0.025267263874411583,0.4440355342674698,0.09376416355371475,0.2904551327228546
vit_b_16,ViT,backpack,fog,3,rollout,0.22968089667422062,7.689411126488472,0.059321630746126175,True,0.026434146682731807,0.025061924941837788,0.015228693297097529,0.04881095886230469,0.11560273170471191
vit_b_16,ViT,backpack,fog,4,cam,0.2844435912203238,26.33913671582499,0.16601307690143585,True,0.026852447306737304,0.025300617329776287,0.6928033519320884,0.10642905533313751,0.16860413551330566
vit_b_16,ViT,backpack,fog,4,rollout,0.2753844198754607,12.434624325992507,0.16601307690143585,True,0.026814974145963788,0.02446169964969158,0.021020014304172108,0.05287833511829376,0.1495366394519806
vit_b_16,ViT,backpack,fog,5,cam,0.26565357210416796,31.686586485839864,0.07234568148851395,True,0.027231859043240547,0.0226533655077219,0.011012373081686455,0.050858765840530396,0.21749940514564514
vit_b_16,ViT,backpack,fog,5,rollout,0.24462082222360018,17.90816749750421,0.07234568148851395,True,0.02703911194112152,0.023206941783428192,0.042415208843584296,0.04745815694332123,0.1899864673614502
vit_b_16,ViT,backpack,brightness,1,cam,0.8964474678760394,2.8147599101986134,0.7648497223854065,True,0.00799885019659996,0.0018495582044124603,0.06762792156127606,0.0025425702333450317,0.07790672779083252
vit_b_16,ViT,backpack,brightness,1,rollout,0.6959864807773553,4.511873895071251,0.7648497223854065,True,0.00799885019659996,0.0018495582044124603,0.06762792156127606,0.0025425702333450317,0.07790672779083252
vit_b_16,ViT,backpack,brightness,2,cam,0.783226723525231,5.479931007361666,0.7920621037483215,True,0.013509211130440235,0.003620896488428116,0.13908746975200348,0.002769455313682556,0.15664589405059814
vit_b_16,ViT,backpack,brightness,2,rollout,0.4159142212189616,9.9061300232706,0.7920621037483215,True,0.013509211130440235,0.003620896488428116,0.13908746975200348,0.002769455313682556,0.15664589405059814
vit_b_16,ViT,backpack,brightness,3,cam,0.706367423276375,9.025724326729733,0.8072243928909302,True,0.017135045491158962,0.004857901483774185,0.18528858166617024,0.0017954856157302856,0.2311907410621643
vit_b_16,ViT,backpack,brightness,3,rollout,0.1944064266587325,17.163344043121693,0.8072243928909302,True,0.017135045491158962,0.004857901483774185,0.18528858166617024,0.0017954856157302856,0.2311907410621643
vit_b_16,ViT,backpack,brightness,4,cam,0.45670948544887147,20.50237748305927,0.7711532115936279,True,0.019545034505426884,0.0058036744594573975,0.18378125741090212,0.010045766830444336,0.3025899827480316
vit_b_16,ViT,backpack,brightness,4,rollout,0.16663760534728278,20.585199385235562,0.7711532115936279,True,0.019545034505426884,0.0058036744594573975,0.18378125741090212,0.010045766830444336,0.3025899827480316
vit_b_16,ViT,backpack,brightness,5,cam,0.2138364779874214,33.053481951586555,0.5130171179771423,True,0.021012947894632816,0.006381921470165253,0.15013763407442138,0.020420804619789124,0.36757799983024597
vit_b_16,ViT,backpack,brightness,5,rollout,0.12802068112847026,22.232960462215104,0.5130171179771423,True,0.021012947894632816,0.006381921470165253,0.15013763407442138,0.020420804619789124,0.36757799983024597
vit_b_16,ViT,backpack,contrast,1,cam,0.20001594387755103,73.8491655881203,0.7824511528015137,True,0.021468400489538908,0.022278878837823868,1.2990431284274275,0.12091856449842453,0.002188056707382202
vit_b_16,ViT,backpack,contrast,1,rollout,0.6204084927746831,3.53289264527991,0.7824511528015137,True,0.021468400489538908,0.022278878837823868,1.2990431284274275,0.12091856449842453,0.002188056707382202
vit_b_16,ViT,backpack,contrast,2,cam,0.5124321880650995,9.789774962196027,0.7178987264633179,True,0.024297326803207397,0.025987383909523487,1.6885719812373607,0.1410604789853096,0.0019315779209136963
vit_b_16,ViT,backpack,contrast,2,rollout,0.5417466779322528,4.7072109911730085,0.7178987264633179,True,0.024297326803207397,0.025987383909523487,1.6885719812373607,0.1410604789853096,0.0019315779209136963
vit_b_16,ViT,backpack,contrast,3,cam,0.5200302915562287,15.4619033796856,0.36855098605155945,True,0.026465055532753468,0.029678534250706434,2.256525960823564,0.16121702268719673,0.002064347267150879
vit_b_16,ViT,backpack,contrast,3,rollout,0.46393406753701405,5.938137261225287,0.36855098605155945,True,0.026465055532753468,0.029678534250706434,2.256525960823564,0.16121702268719673,0.002064347267150879
vit_b_16,ViT,backpack,contrast,4,cam,0.20001594387755103,47.50333435949853,0.046048663556575775,True,0.027833350643049926,0.03338070586323738,2.988535922488832,0.1813692469149828,0.00203096866607666
vit_b_16,ViT,backpack,contrast,4,rollout,0.34666219389466624,6.531622744948359,0.046048663556575775,True,0.027833350643049926,0.03338070586323738,2.988535922488832,0.1813692469149828,0.00203096866607666
vit_b_16,ViT,backpack,contrast,5,cam,0.3226592870791329,35.27414995749817,0.0017420732183381915,False,0.02818468770419713,0.03526492998935282,3.903800614619736,0.19142573419958353,0.0020135343074798584
vit_b_16,ViT,backpack,contrast,5,rollout,0.2298174690677447,10.049597175423864,0.0017420732183381915,False,0.02818468770419713,0.03526492998935282,3.903800614619736,0.19142573419958353,0.0020135343074798584
vit_b_16,ViT,backpack,elastic_transform,1,cam,0.41941871154798105,12.692143837111031,0.4115618169307709,True,0.0047280266880989075,0.0031153224408626556,0.003387441373884137,0.0007621943950653076,7.340312004089355e-05
vit_b_16,ViT,backpack,elastic_transform,1,rollout,0.7731448763250883,1.4071535059375753,0.4115618169307709,True,0.004292504861950874,0.003195248544216156,0.02483359907348781,0.0038956105709075928,0.0034181326627731323
vit_b_16,ViT,backpack,elastic_transform,2,cam,0.3440910612654838,25.302414448355954,0.2008829414844513,False,0.0023234859108924866,0.00221315398812294,0.013013034804965962,0.003573894500732422,0.0031725317239761353
vit_b_16,ViT,backpack,elastic_transform,2,rollout,0.7764403929551288,2.508731273940022,0.2008829414844513,False,0.0037903469055891037,0.0026268959045410156,0.006640843473743274,0.0030411183834075928,0.0007868111133575439
vit_b_16,ViT,backpack,elastic_transform,3,cam,0.4237480493687048,22.225806276151097,0.029380744323134422,False,0.0021436624228954315,0.0017157681286334991,0.018371024981224338,0.0018730610609054565,0.0019492506980895996
vit_b_16,ViT,backpack,elastic_transform,3,rollout,0.6751794358203973,4.215102055561289,0.029380744323134422,False,0.0011519230902194977,0.0011509545147418976,0.009175246649784086,0.0019113272428512573,0.0013877451419830322
vit_b_16,ViT,backpack,elastic_transform,4,cam,0.6252631578947369,7.347106683354598,0.011854365468025208,False,0.001978674903512001,0.0001837015151977539,0.022929440679881452,0.004474744200706482,0.003224879503250122
vit_b_16,ViT,backpack,elastic_transform,4,rollout,0.6810417015575281,3.49398536232709,0.011854365468025208,False,0.0006627030670642853,0.0007576942443847656,0.007188056941228815,0.0019516050815582275,0.0006724894046783447
vit_b_16,ViT,backpack,elastic_transform,5,cam,0.40619307832422585,24.014573949255436,0.0006469337386079133,False,0.006228702142834663,0.0017522573471069336,0.013282512838959981,0.004016280174255371,0.0025489628314971924
vit_b_16,ViT,backpack,elastic_transform,5,rollout,0.6183181488349593,2.713023103259565,0.0006469337386079133,False,0.005074666813015938,0.0015150271356105804,0.01257960586105522,0.0012176930904388428,0.0011834800243377686
vit_b_16,ViT,backpack,pixelate,1,cam,0.2555986488177155,26.68575553637729,0.6219699382781982,True,0.004938414320349693,0.0045242346823215485,0.016372040857858927,0.0028773099184036255,0.0015661418437957764
vit_b_16,ViT,backpack,pixelate,1,rollout,0.827052612415802,1.7883887213425325,0.6219699382781982,True,0.004938414320349693,0.0045242346823215485,0.016372040857858927,0.0028773099184036255,0.0015661418437957764
vit_b_16,ViT,backpack,pixelate,2,cam,0.0878543168391957,23.24071111207009,0.7471773624420166,True,0.006220702081918716,0.00520024448633194,0.016336102661015595,0.003593742847442627,0.0019639432430267334
vit_b_16,ViT,backpack,pixelate,2,rollout,0.8753620480239185,0.3861774269225743,0.7471773624420166,True,0.006220702081918716,0.00520024448633194,0.016336102661015595,0.003593742847442627,0.0019639432430267334
vit_b_16,ViT,backpack,pixelate,3,cam,0.06511010878217034,34.19999686133697,0.7736621499061584,True,0.007660536095499992,0.007610287517309189,0.037589771310533315,0.0058503299951553345,0.0007482767105102539
vit_b_16,ViT,backpack,pixelate,3,rollout,0.7568490153172867,2.141796684098148,0.7736621499061584,True,0.007660536095499992,0.007610287517309189,0.037589771310533315,0.0058503299951553345,0.0007482767105102539
vit_b_16,ViT,backpack,pixelate,4,cam,0.13023648648648647,29.42138383120195,0.1547197699546814,True,0.007654307410120964,0.010770563036203384,0.04227189463536707,0.008627966046333313,0.00041100382804870605
vit_b_16,ViT,backpack,pixelate,4,rollout,0.683380848566158,2.8797486422558896,0.1547197699546814,True,0.007654307410120964,0.010770563036203384,0.04227189463536707,0.008627966046333313,0.00041100382804870605
vit_b_16,ViT,backpack,pixelate,5,cam,0.11946458449525935,61.544353773610474,0.0031957770697772503,False,0.008902056142687798,0.012898001819849014,0.05709602477331188,0.01043003797531128,0.0009845197200775146
vit_b_16,ViT,backpack,pixelate,5,rollout,0.7017380245866893,4.5764393982043075,0.0031957770697772503,False,0.008902056142687798,0.012898001819849014,0.05709602477331188,0.01043003797531128,0.0009845197200775146
vit_b_16,ViT,backpack,jpeg_compression,1,cam,0.18945185185185184,20.812548769331492,0.013524120673537254,False,0.001704016700387001,5.971640348434448e-06,0.01649698040543779,0.0006340295076370239,0.0003534555435180664
vit_b_16,ViT,backpack,jpeg_compression,1,rollout,0.8636954503249767,0.7090699623398351,0.013524120673537254,False,0.001704016700387001,5.971640348434448e-06,0.01649698040543779,0.0006340295076370239,0.0003534555435180664
vit_b_16,ViT,backpack,jpeg_compression,2,cam,0.231788892298251,19.34826318552484,0.0009925048798322678,False,0.0023461543023586273,0.00024672970175743103,0.016524424996913645,0.0008883178234100342,7.998943328857422e-05
vit_b_16,ViT,backpack,jpeg_compression,2,rollout,0.8166349895918182,2.053071282356388,0.0009925048798322678,False,0.0023461543023586273,0.00024672970175743103,0.016524424996913645,0.0008883178234100342,7.998943328857422e-05
vit_b_16,ViT,backpack,jpeg_compression,3,cam,0.384944455944249,26.833748169684437,0.004063855856657028,False,0.002507375553250313,0.0005276575684547424,0.007010639429154253,0.0008854568004608154,0.00013047456741333008
vit_b_16,ViT,backpack,jpeg_compression,3,rollout,0.8019570877098483,2.2730888125447635,0.004063855856657028,False,0.002507375553250313,0.0005276575684547424,0.007010639429154253,0.0008854568004608154,0.00013047456741333008
vit_b_16,ViT,backpack,jpeg_compression,4,cam,0.1898043864848844,40.210506915102656,0.003562355414032936,False,0.003097185865044594,0.0010965168476104736,0.11322650682382296,0.0011298954486846924,0.000217437744140625
vit_b_16,ViT,backpack,jpeg_compression,4,rollout,0.7385881333910784,3.217152898424598,0.003562355414032936,False,0.003097185865044594,0.0010965168476104736,0.11322650682382296,0.0011298954486846924,0.000217437744140625
vit_b_16,ViT,backpack,jpeg_compression,5,cam,0.20001594387755103,67.5368283040202,0.0021910248324275017,False,0.003241792321205139,0.0020690038800239563,0.3113331436373299,0.0009559690952301025,0.00024831295013427734
vit_b_16,ViT,backpack,jpeg_compression,5,rollout,0.667802243456585,5.632090698741932,0.0021910248324275017,False,0.003241792321205139,0.0020690038800239563,0.3113331436373299,0.0009559690952301025,0.00024831295013427734
vit_b_16,ViT,velvet,gaussian_noise,1,cam,0.37058783368607906,29.969590031317818,0.012551121413707733,False,0.02940074447542429,0.029086850583553314,0.11860526623535605,0.000262528657913208,0.008224189281463623
vit_b_16,ViT,velvet,gaussian_noise,1,rollout,0.5347912524850894,8.976240725149667,0.012551121413707733,False,0.028927006758749485,0.02885739505290985,0.12012413873336492,0.00011783838272094727,0.008431300520896912
vit_b_16,ViT,velvet,gaussian_noise,2,cam,0.14380946954589482,40.11548925354654,0.0018701428780332208,False,0.0562026659026742,0.044565148651599884,0.1824782944112293,0.0021045804023742676,0.01736396551132202
vit_b_16,ViT,velvet,gaussian_noise,2,rollout,0.4146169567975192,6.719466737790924,0.0018701428780332208,False,0.05635422561317682,0.044519320130348206,0.1765763503814437,0.0013769418001174927,0.01669292151927948
vit_b_16,ViT,velvet,gaussian_noise,3,cam,0.33441903749002927,15.507757456269548,0.0006812943611294031,False,0.10134297702461481,0.06703334301710129,0.27356884552571437,0.00763799250125885,0.03266766667366028
vit_b_16,ViT,velvet,gaussian_noise,3,rollout,0.2737657063079071,8.674812184705372,0.0006812943611294031,False,0.10064870957285166,0.06666015088558197,0.2709603783154044,0.007607698440551758,0.03220689296722412
vit_b_16,ViT,velvet,gaussian_noise,4,cam,0.20007573341836735,56.49963837050676,0.0005772800068370998,False,0.16087272111326456,0.09584870934486389,0.3905340445054364,0.02049221098423004,0.05374734103679657
vit_b_16,ViT,velvet,gaussian_noise,4,rollout,0.16650200499796594,12.021945636002622,0.0005772800068370998,False,0.16108393017202616,0.09558418393135071,0.3877173548435753,0.01821082830429077,0.05355942249298096
vit_b_16,ViT,velvet,gaussian_noise,5,cam,0.17137355584082156,43.16575885818637,0.0012734554475173354,False,0.22853974346071482,0.13435310125350952,0.5474797624498944,0.042106449604034424,0.08619903028011322
vit_b_16,ViT,velvet,gaussian_noise,5,rollout,0.16674415901429734,13.764222771949951,0.0012734554475173354,False,0.230145581997931,0.13504302501678467,0.5507835295841561,0.04179166257381439,0.08697696030139923
vit_b_16,ViT,velvet,shot_noise,1,cam,0.21423819028609448,37.17353520860472,0.5151094198226929,True,0.017806806601583958,0.017370518296957016,0.019303326675342625,0.0030779093503952026,0.0012680888175964355
vit_b_16,ViT,velvet,shot_noise,1,rollout,0.8076368876080692,2.410503773185484,0.5151094198226929,True,0.017722834832966328,0.017309818416833878,0.01674682045508913,0.0030499398708343506,0.0013545751571655273
vit_b_16,ViT,velvet,shot_noise,2,cam,0.3562356438319146,41.72362073427757,0.010840489529073238,False,0.04104520473629236,0.029964804649353027,0.01974127191893338,0.0062627047300338745,0.0018263757228851318
vit_b_16,ViT,velvet,shot_noise,2,rollout,0.6755989648551632,5.985295443948553,0.010840489529073238,False,0.040746540762484074,0.0299871526658535,0.021933320877190354,0.006445929408073425,0.001859515905380249
vit_b_16,ViT,velvet,shot_noise,3,cam,0.3950660180681029,31.548138281257305,0.0023613835219293833,False,0.07901094947010279,0.045817241072654724,0.04547330670219907,0.012583941221237183,0.002254173159599304
vit_b_16,ViT,velvet,shot_noise,3,rollout,0.6109149277688604,7.497274018966404,0.0023613835219293833,False,0.07796402368694544,0.04530221223831177,0.046849144754204985,0.012475252151489258,0.002540886402130127
vit_b_16,ViT,velvet,shot_noise,4,cam,0.32604531342889226,41.09120100619469,0.0013554212637245655,False,0.1641426319256425,0.07142377644777298,0.5148347403410058,0.024117574095726013,0.005927279591560364
vit_b_16,ViT,velvet,shot_noise,4,rollout,0.49189832020217034,9.415057497568156,0.0013554212637245655,False,0.16248608473688364,0.07117575407028198,0.518645299536896,0.02492748200893402,0.006422758102416992
vit_b_16,ViT,velvet,shot_noise,5,cam,0.24588841308260412,12.636089564015878,0.00045706750825047493,False,0.24755329731851816,0.09013738483190536,1.244201591460444,0.034514740109443665,0.011879801750183105
vit_b_16,ViT,velvet,shot_noise,5,rollout,0.4786003683241252,13.753216626881096,0.00045706750825047493,False,0.24685094598680735,0.08971083164215088,1.2691115638566277,0.03466600179672241,0.013038545846939087
vit_b_16,ViT,velvet,impulse_noise,1,cam,0.3161138062147633,32.59523674297841,0.0005823448300361633,False,0.07222575042396784,0.024307072162628174,0.08164167300886227,0.01088106632232666,0.009283438324928284
vit_b_16,ViT,velvet,impulse_noise,1,rollout,0.3406358535933743,9.16048028205415,0.0005823448300361633,False,0.07618840131908655,0.025496382266283035,0.08437156984854255,0.011363193392753601,0.009810596704483032
vit_b_16,ViT,velvet,impulse_noise,2,cam,0.3256950406128244,28.703369702153026,0.0004826575459446758,False,0.12939026299864054,0.04687041789293289,0.15153468447604546,0.020744621753692627,0.018946483731269836
vit_b_16,ViT,velvet,impulse_noise,2,rollout,0.27400825134877815,9.595554263890229,0.0004826575459446758,False,0.12430463079363108,0.045411646366119385,0.14841518645883323,0.02000395953655243,0.018399104475975037
vit_b_16,ViT,velvet,impulse_noise,3,cam,0.36601796407185627,37.489087435162006,0.0008434156188741326,False,0.1746406489983201,0.06674199551343918,0.21631788745254177,0.030616089701652527,0.0290127694606781
vit_b_16,ViT,velvet,impulse_noise,3,rollout,0.17738151102768654,16.376012315134247,0.0008434156188741326,False,0.17494324687868357,0.06653136014938354,0.2120646516687561,0.03060983121395111,0.028217151761054993
vit_b_16,ViT,velvet,impulse_noise,4,cam,0.24026936859013961,40.49470967256568,0.0006412783986888826,False,0.25485337618738413,0.11101286113262177,0.34406252695219397,0.05266416072845459,0.05357898771762848
vit_b_16,ViT,velvet,impulse_noise,4,rollout,0.18153991052507654,16.64966326071747,0.0006412783986888826,False,0.25420010928064585,0.11108846962451935,0.34426362295365287,0.05256642401218414,0.05405712127685547
vit_b_16,ViT,velvet,impulse_noise,5,cam,0.11956946071050137,20.04018821222563,0.0005280934274196625,False,0.3088439488783479,0.1553671956062317,0.46724458576169425,0.07620537281036377,0.08601732552051544
vit_b_16,ViT,velvet,impulse_noise,5,rollout,0.1570876808670087,15.576934508209556,0.0005280934274196625,False,0.3095201039686799,0.15551424026489258,0.4683267453890707,0.07684183120727539,0.08660160005092621
vit_b_16,ViT,velvet,defocus_blur,1,cam,0.20007573341836735,103.85168529320134,0.3167791962623596,True,0.013362015248276293,0.007801385596394539,0.03542544975033479,0.004798680543899536,0.002097293734550476
vit_b_16,ViT,velvet,defocus_blur,1,rollout,0.598598279706913,2.574037056889181,0.3167791962623596,True,0.013362015248276293,0.007801385596394539,0.03542544975033479,0.004798680543899536,0.002097293734550476
vit_b_16,ViT,velvet,defocus_blur,2,cam,0.4112478031634446,39.027077853914655,0.03846702352166176,False,0.013900831807404757,0.009158818051218987,0.03205382929861589,0.006147176027297974,0.0020096004009246826
vit_b_16,ViT,velvet,defocus_blur,2,rollout,0.5487155750983569,2.5551197148008207,0.03846702352166176,False,0.013900831807404757,0.009158818051218987,0.03205382929861589,0.006147176027297974,0.0020096004009246826
vit_b_16,ViT,velvet,defocus_blur,3,cam,0.3750941845331872,31.591855756834867,0.008948216214776039,False,0.01389935810584575,0.010598930064588785,0.0309922387004109,0.00845886766910553,0.0020032525062561035
vit_b_16,ViT,velvet,defocus_blur,3,rollout,0.5207212667626335,2.1502731563499697,0.008948216214776039,False,0.01389935810584575,0.010598930064588785,0.0309922387004109,0.00845886766910553,0.0020032525062561035
vit_b_16,ViT,velvet,defocus_blur,4,cam,0.3811489508083935,38.19259552272906,0.003587277140468359,False,0.01393542264122516,0.011322995647788048,0.011106968241541892,0.008535012602806091,0.00040027499198913574
vit_b_16,ViT,velvet,defocus_blur,4,rollout,0.49311909544000593,1.4121321102421391,0.003587277140468359,False,0.01393542264122516,0.011322995647788048,0.011106968241541892,0.008535012602806091,0.00040027499198913574
vit_b_16,ViT,velvet,defocus_blur,5,cam,0.03346203346203346,37.76091205670181,0.00276806578040123,False,0.013897616765461862,0.011901358142495155,0.026297604436472888,0.011057555675506592,3.2633543014526367e-06
vit_b_16,ViT,velvet,defocus_blur,5,rollout,0.4603971197905302,1.226801787761789,0.00276806578040123,False,0.013897616765461862,0.011901358142495155,0.026297604436472888,0.011057555675506592,3.2633543014526367e-06
vit_b_16,ViT,velvet,glass_blur,1,cam,1.0,0.0,0.8927189111709595,True,0.0,0.0,0.0,0.0,0.0
vit_b_16,ViT,velvet,glass_blur,1,rollout,1.0,0.0,0.8927189111709595,True,0.0,0.0,0.0,0.0,0.0
vit_b_16,ViT,velvet,glass_blur,2,cam,1.0,0.0,0.8927189111709595,True,0.0,0.0,0.0,0.0,0.0
vit_b_16,ViT,velvet,glass_blur,2,rollout,1.0,0.0,0.8927189111709595,True,0.0,0.0,0.0,0.0,0.0
vit_b_16,ViT,velvet,glass_blur,3,cam,1.0,0.0,0.8927189111709595,True,0.0,0.0,0.0,0.0,0.0
vit_b_16,ViT,velvet,glass_blur,3,rollout,1.0,0.0,0.8927189111709595,True,0.0,0.0,0.0,0.0,0.0
vit_b_16,ViT,velvet,glass_blur,4,cam,1.0,0.0,0.8927189111709595,True,0.0,0.0,0.0,0.0,0.0
vit_b_16,ViT,velvet,glass_blur,4,rollout,1.0,0.0,0.8927189111709595,True,0.0,0.0,0.0,0.0,0.0
vit_b_16,ViT,velvet,glass_blur,5,cam,1.0,0.0,0.8927189111709595,True,0.0,0.0,0.0,0.0,0.0
vit_b_16,ViT,velvet,glass_blur,5,rollout,1.0,0.0,0.8927189111709595,True,0.0,0.0,0.0,0.0,0.0
vit_b_16,ViT,velvet,motion_blur,1,cam,0.21101526211015262,34.59860895094361,0.7892724871635437,True,0.009308924432843924,0.005603189580142498,0.04226754894132334,0.003469035029411316,0.0030847787857055664
vit_b_16,ViT,velvet,motion_blur,1,rollout,0.6430910281597905,2.0876805264165226,0.7892724871635437,True,0.010221020318567753,0.005354389548301697,0.027622329547821067,0.0038358867168426514,0.002181321382522583
